tender_id,category,region,procurement_method,bid_count,median_bid_ratio,mad,relative_spread,coefficient_of_variation,minimum_bid_ratio,maximum_bid_ratio,peer_median,peer_mad,peer_count,robust_z,tightness_percentile,price_evidence,tightness_score
T02307,BUILDING_CONSTRUCTION,TN-NORTH,OPEN,4,0.99344,0.01969,0.07484,0.02653,0.95689,1.03124,0.091735,0.022385000000000002,10,0.5090695278694246,0.4,0.6818021459020684,13.361838588989844
T00973,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,4,0.98254,0.01148,0.07093,0.02603,0.96228,1.03197,0.10989,0.03468,53,0.7577324103001195,0.1509433962264151,0.6815068548949009,14.098406880022557
T02428,CIVIL_MAINTENANCE,KA-NORTH,OPEN,4,0.97588,0.01753,0.08021,0.03198,0.95679,1.03507,0.103015,0.023669999999999997,62,0.6498420688577842,0.25806451612903225,0.6809299387401123,12.467273407305822
T00600,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,8,1.01189,0.02693,0.14549,0.04294,0.92732,1.07454,0.10991999999999999,0.024564999999999997,36,-0.9766593248354369,0.7777777777777778,0.6805555555555556,6.873324627122138
T00306,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,4,0.98555,0.01541,0.06905,0.02781,0.96933,1.03738,0.08912,0.02513,19,0.5386800454713597,0.3684210526315789,0.680325823577204,14.48225923244026
T00070,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,4,0.94799,0.04821,0.15781,0.06551,0.89667,1.04627,0.09762,0.027480000000000004,43,-1.4773507573834157,0.9069767441860465,0.6802325581395349,6.336734047272036
T01335,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,5,0.97269,0.03048,0.14464,0.04813,0.91793,1.05862,0.09419,0.027749999999999997,53,-1.2262363537151073,0.8490566037735849,0.679245283018868,6.913716814159293
T01750,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,7,1.00691,0.03931,0.14566,0.04744,0.92108,1.06775,0.10953,0.024610000000000007,53,-0.9902215010113525,0.7924528301886793,0.679245283018868,6.865302759851709
T02079,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,7,1.04567,0.06279,0.14971,0.05385,0.95191,1.10846,0.10989,0.03468,53,-0.7744585364001737,0.7924528301886793,0.679245283018868,6.679580522343197
T00976,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,9,1.00364,0.03561,0.13687,0.04447,0.92394,1.06131,0.11693,0.029219999999999996,59,-0.46027877289402125,0.7627118644067796,0.6779661016949152,7.306202966318405
T02258,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,7,1.0092,0.02488,0.12245,0.03934,0.93092,1.05449,0.09169,0.025990000000000013,43,-0.7982814837052737,0.7906976744186046,0.6777408637873754,8.166598611678236
T00517,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,9,0.99166,0.0264,0.12753,0.03673,0.92934,1.05581,0.10822999999999999,0.01692000000000001,42,-0.7693659372280311,0.7619047619047619,0.6772486772486772,7.841292244961969
T00115,FURNITURE,KA-SOUTH,OPEN,6,0.97225,0.03618,0.14574,0.04824,0.9252,1.0669,0.120115,0.025825000000000008,32,-0.6692672105164668,0.8125,0.6770833333333334,6.861534239055852
T00875,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,6,1.02284,0.0317,0.15297,0.05399,0.902,1.05846,0.10933000000000001,0.026665000000000008,64,-1.1038731199534444,0.8125,0.6770833333333334,6.537229522128522
T00491,CIVIL_MAINTENANCE,AP-SOUTH,OPEN,5,1.04946,0.03094,0.16496,0.06132,0.90728,1.0804,0.1334,0.031560000000000005,13,-0.6744907594765952,0.8461538461538461,0.676923076923077,6.062075654704171
T02500,WATER_INFRASTRUCTURE,KA-CENTRAL,LIMITED,5,1.01966,0.04443,0.11453,0.04127,0.95023,1.06702,0.079,0.017060000000000006,13,-1.4047278243964492,0.8461538461538461,0.676923076923077,8.731336767659128
T01228,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,8,1.00059,0.01255,0.1251,0.037,0.94432,1.06949,0.09419,0.027749999999999997,53,-0.7512976351503263,0.7735849056603774,0.6768867924528302,7.9936051159072745
T00262,MEDICAL_SUPPLIES,KA-NORTH,OPEN,9,0.99498,0.02091,0.09992,0.03017,0.94862,1.04804,0.11554500000000001,0.030324999999999998,58,0.3475323369108594,0.41379310344827586,0.6767337247636757,10.0080064051241
T00013,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,6,1.0053,0.04208,0.14954,0.04977,0.93069,1.08103,0.10953,0.024610000000000007,53,-1.0965613688199338,0.8113207547169812,0.6761006289308177,6.687174000267487
T02010,ROAD_CONSTRUCTION,KA-CENTRAL,TWO_STAGE,3,1.01891,0.02041,0.07476,0.03197,0.96315,1.03932,0.08646999999999999,0.011260000000000006,16,0.7014464292602952,0.3125,0.6759642861735301,13.376136971642591
T00266,MEDICAL_SUPPLIES,KA-CENTRAL,LIMITED,3,0.98417,0.04254,0.09664,0.03966,0.9316,1.02672,0.11796999999999999,0.02194999999999999,14,0.6554390842658666,0.35714285714285715,0.6750546276058159,10.347682119205297
T00186,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,4,0.99068,0.04752,0.16609,0.05949,0.90926,1.0738,0.11566,0.02932,70,-1.160114904515849,0.9,0.675,6.020832078993317
T01458,FURNITURE,KA-NORTH,LIMITED,4,0.98304,0.03711,0.16087,0.05708,0.91588,1.07402,0.081065,0.061290000000000004,10,-0.8782466154353025,0.9,0.675,6.216199415677254
T00057,FURNITURE,KA-CENTRAL,OPEN,8,1.00637,0.03287,0.14609,0.04534,0.91106,1.05808,0.09752,0.03523000000000001,35,-0.9298897583814425,0.7714285714285715,0.675,6.845095489082073
T01508,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,6,0.97672,0.01616,0.1719,0.05091,0.89827,1.06618,0.11184,0.029350000000000015,21,-1.3802356052526163,0.8095238095238095,0.6746031746031746,5.817335660267598
T00787,LAB_EQUIPMENT,KA-CENTRAL,OPEN,9,1.001,0.02165,0.10856,0.03196,0.96077,1.06944,0.08785,0.026139999999999997,29,-0.5343803989579301,0.7586206896551724,0.6743295019157087,9.211495946941783
T00328,CIVIL_MAINTENANCE,KA-NORTH,OPEN,9,1.01327,0.03349,0.12755,0.0395,0.94564,1.07488,0.103015,0.023669999999999997,62,-0.6991394500954062,0.7580645161290323,0.6738351254480286,7.840062720501765
T00363,ROAD_CONSTRUCTION,KA-NORTH,OPEN,9,1.01517,0.01575,0.136,0.0415,0.94222,1.08028,0.10597000000000001,0.02621499999999999,62,-0.7726476256754592,0.7580645161290323,0.6738351254480286,7.352941176470588
T02249,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,4,0.96482,0.06045,0.17558,0.06821,0.88276,1.05216,0.1053,0.03636,59,-1.3037186627066863,0.8983050847457628,0.673728813559322,5.695409499943046
T00332,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,5,1.00472,0.02682,0.13627,0.04578,0.94006,1.07697,0.08912,0.02513,19,-1.2655089259578776,0.8421052631578947,0.6736842105263158,7.338372349012989
T00774,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,7,0.99971,0.01851,0.0743,0.02725,0.97394,1.04822,0.09419,0.027749999999999997,53,0.48344580922484587,0.3018867924528302,0.6731422300094366,13.458950201884251
T02169,VEHICLE_SUPPLIES,KA-NORTH,OPEN,6,0.98136,0.01827,0.13896,0.04722,0.9611,1.09747,0.12007000000000001,0.019319999999999997,26,-0.6594788015793416,0.8076923076923077,0.6730769230769231,7.196315486470927
T02265,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.04709,0.03092,0.14442,0.063,0.92679,1.07801,0.11566,0.02932,70,-0.661608262024109,0.7571428571428571,0.673015873015873,6.924248719013987
T01829,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,5,1.00112,0.03875,0.09664,0.03515,0.94631,1.04305,0.11693,0.029219999999999996,59,0.46835788876728685,0.3728813559322034,0.6729913957595923,10.347682119205297
T02407,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,4,1.02507,0.00989,0.08042,0.03145,0.95873,1.04117,0.10079,0.02248,42,0.6111822406823062,0.2857142857142857,0.6726723947974439,12.434717731907485
T00634,ROAD_CONSTRUCTION,KA-SOUTH,LIMITED,4,0.98575,0.0147,0.05104,0.02048,0.96881,1.01912,0.06523,0.014189999999999994,9,0.6744907594765952,0.2222222222222222,0.6725347362741131,19.59247648902821
T02206,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,6,1.01319,0.01827,0.15685,0.05057,0.89428,1.0532,0.11493,0.04331,31,-0.6528435150602369,0.8064516129032258,0.6720430107526881,6.375518010838381
T00666,BUILDING_CONSTRUCTION,KA-BENGALURU,LIMITED,3,1.05274,0.02173,0.04558,0.01866,1.02648,1.07447,0.07282,0.027239999999999993,3,0.6744907594765952,0.3333333333333333,0.6718827285399523,21.939447125932425
T00990,FURNITURE,KA-NORTH,TWO_STAGE,3,0.98573,0.01586,0.03861,0.0158,0.96987,1.00793,0.05421,0.015600000000000003,3,0.6744907594765952,0.3333333333333333,0.6718827285399523,25.900025900025902
T01078,IT_SERVICES,KA-SOUTH,OPEN,7,0.98097,0.02037,0.1254,0.03865,0.94655,1.06956,0.09166,0.02535000000000001,37,-0.8977245848023794,0.7837837837837838,0.6718146718146718,7.974481658692184
T00819,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,9,1.01609,0.03518,0.1177,0.03854,0.9579,1.0775,0.09937,0.020879999999999996,45,-0.5921176063795973,0.7555555555555555,0.6716049382716048,8.496176720475786
T00842,ROAD_CONSTRUCTION,KA-NORTH,OPEN,5,1.01833,0.05743,0.14554,0.05215,0.93939,1.08759,0.10597000000000001,0.02621499999999999,62,-1.0181041141517788,0.8387096774193549,0.6709677419354839,6.87096330905593
T01958,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,5,1.02456,0.02499,0.16154,0.05305,0.94038,1.10588,0.11493,0.04331,31,-0.7258834980190277,0.8387096774193549,0.6709677419354839,6.19041723412158
T01425,IT_SERVICES,KA-NORTH,OPEN,8,1.00398,0.02503,0.08082,0.02908,0.95653,1.03768,0.09833,0.02729000000000001,51,0.43277146201667926,0.3333333333333333,0.670341695931261,12.373174956693887
T02470,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,9,1.02443,0.0189,0.12273,0.04651,0.92344,1.04917,0.09694,0.028469999999999995,61,-0.610998127393797,0.7540983606557377,0.6703096539162112,8.147967082212988
T02186,IT_SERVICES,KA-NORTH,OPEN,6,1.00773,0.00878,0.12597,0.0368,0.94952,1.07646,0.09833,0.02729000000000001,51,-0.6831412455820112,0.803921568627451,0.6699346405228759,7.938398031277289
T00686,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,10,1.00597,0.04059,0.12057,0.04296,0.94691,1.0682,0.09169,0.025990000000000013,43,-0.7494918481602177,0.7441860465116279,0.6697674418604651,8.29393713195654
T00915,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,4,0.94934,0.03304,0.16393,0.05994,0.89871,1.05434,0.08851,0.034519999999999995,28,-1.4736411668518195,0.8928571428571429,0.6696428571428572,6.10016470444702
T02017,IT_SERVICES,KA-NORTH,OPEN,8,0.99199,0.00732,0.11999,0.03346,0.9391,1.05813,0.09833,0.02729000000000001,51,-0.5353415115523286,0.7647058823529411,0.6691176470588235,8.334027835652972
T00778,ROAD_CONSTRUCTION,KA-NORTH,OPEN,10,1.01632,0.02531,0.13237,0.03811,0.92422,1.05876,0.10597000000000001,0.02621499999999999,62,-0.6792506599344691,0.7419354838709677,0.667741935483871,7.554581853894388
T02046,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.00217,0.03512,0.09668,0.03362,0.946,1.0429,0.11566,0.02932,70,0.43662464580033344,0.3142857142857143,0.6674758756320424,10.34340091021928
T01435,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,5,1.01264,0.0247,0.09179,0.03805,0.94439,1.03734,0.10933000000000001,0.026665000000000008,64,0.4436740266723977,0.390625,0.6674392213379182,10.894432944765226
T02357,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,8,1.01092,0.02269,0.1461,0.04301,0.91316,1.06086,0.1053,0.03636,59,-0.7568543175644963,0.7627118644067796,0.6673728813559322,6.844626967830253
T00182,VEHICLE_SUPPLIES,KA-SOUTH,TWO_STAGE,3,1.00598,0.03001,0.13548,0.05669,0.97597,1.11226,0.09422,0.0061200000000000004,3,-4.547302081046456,1.0,0.6666666666666667,7.3811632713315625
T00208,FURNITURE,KA-SOUTH,LIMITED,3,1.04871,0.04955,0.13283,0.05568,0.95897,1.09826,0.10322,0.004300000000000012,4,-4.644574741419053,1.0,0.6666666666666667,7.528419784687194
T00374,LAB_EQUIPMENT,AP-SOUTH,LIMITED,3,0.9796,0.01036,0.10089,0.0441,0.96924,1.06807,0.10089,0.0,1,0.0,1.0,0.6666666666666667,9.911785112498762
T00433,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,3,1.07538,0.01668,0.16512,0.07793,0.9145,1.09207,0.08109,0.031305,14,-1.8104922063190638,1.0,0.6666666666666667,6.056201550387597
T00524,LAB_EQUIPMENT,KA-SOUTH,LIMITED,3,0.9978,0.03392,0.0967,0.03967,0.96388,1.06037,0.0967,0.0,1,0.0,1.0,0.6666666666666667,10.34126163391934
T00527,FURNITURE,KA-BENGALURU,TWO_STAGE,3,1.0057,0.03886,0.13838,0.05951,0.90539,1.04456,0.09147,0.024679999999999994,3,-1.2820243730570136,1.0,0.6666666666666667,7.226477814713109
T00649,LAB_EQUIPMENT,KA-NORTH,LIMITED,3,1.02757,0.06124,0.12235,0.0499,0.96633,1.09205,0.091945,0.024235,6,-0.8462096778166238,1.0,0.6666666666666667,8.173273395995096
T00707,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,1.01674,0.06017,0.19621,0.08437,0.87741,1.07691,0.11693,0.029219999999999996,59,-1.8300351612356083,1.0,0.6666666666666667,5.096580194689364
T00729,WATER_INFRASTRUCTURE,KA-CENTRAL,TWO_STAGE,3,1.04517,0.05081,0.24359,0.11066,0.84138,1.09597,0.08471,0.014060000000000003,7,-7.62184152671703,1.0,0.6666666666666667,4.105258836569646
T00741,VEHICLE_SUPPLIES,KA-BENGALURU,TWO_STAGE,3,1.01835,0.01769,0.14764,0.06846,0.88569,1.03604,0.14764,0.0,1,0.0,1.0,0.6666666666666667,6.77323218639935
T00812,WATER_INFRASTRUCTURE,KA-SOUTH,LIMITED,3,0.97323,0.02025,0.13136,0.05597,0.95298,1.08082,0.09856999999999999,0.023669999999999997,8,-0.9343705958275272,1.0,0.6666666666666667,7.612667478684531
T00859,WATER_INFRASTRUCTURE,KA-NORTH,LIMITED,3,1.06109,0.03043,0.14335,0.06376,0.93942,1.09153,0.10906,0.017939999999999998,8,-1.289202237594897,1.0,0.6666666666666667,6.975933031042902
T00925,IT_SERVICES,KA-BENGALURU,LIMITED,3,0.94963,0.0001,0.0262,0.01243,0.92486,0.94974,0.0262,0.0,1,0.0,1.0,0.6666666666666667,38.167938931297705
T00964,ELECTRICAL_EQUIPMENT,KA-SOUTH,TWO_STAGE,3,0.99976,0.05002,0.17324,0.07462,0.87658,1.04978,0.09820000000000001,0.028905,6,-1.751039148629085,1.0,0.6666666666666667,5.772338951743246
T01002,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,3,0.97542,0.04241,0.15502,0.06384,0.93301,1.08422,0.12472,0.013115000000000002,14,-1.558297370350044,1.0,0.6666666666666667,6.450780544445879
T01122,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,3,0.97048,0.04161,0.21158,0.08765,0.92887,1.13421,0.11493,0.04331,31,-1.5051842970079177,1.0,0.6666666666666667,4.726344645051517
T01664,WATER_INFRASTRUCTURE,KA-BENGALURU,TWO_STAGE,3,1.02179,0.0235,0.09932,0.04322,0.9438,1.04529,0.09932,0.0,1,0.0,1.0,0.6666666666666667,10.068465565847765
T01764,IT_SERVICES,KA-SOUTH,LIMITED,3,1.03931,0.00846,0.10157,0.04743,0.94221,1.04778,0.05821,0.0233,9,-1.2551896708542989,1.0,0.6666666666666667,9.845426799251749
T01867,ELECTRICAL_EQUIPMENT,AP-SOUTH,TWO_STAGE,3,1.03052,0.01198,0.03025,0.01249,1.01132,1.0425,0.03025,0.0,1,0.0,1.0,0.6666666666666667,33.057851239669425
T01905,CIVIL_MAINTENANCE,KA-BENGALURU,LIMITED,3,0.94689,0.03484,0.1471,0.06101,0.91205,1.05134,0.12251,0.024590000000000015,3,-0.6744907594765951,1.0,0.6666666666666667,6.798096532970768
T01923,MEDICAL_SUPPLIES,KA-NORTH,TWO_STAGE,3,0.99581,0.06582,0.15326,0.06321,0.90901,1.06163,0.09216,0.038770000000000006,3,-1.06297099313954,1.0,0.6666666666666667,6.524859715516116
T02013,VEHICLE_SUPPLIES,TN-NORTH,TWO_STAGE,3,1.00878,0.00352,0.02121,0.00933,0.9909,1.0123,0.02121,0.0,1,0.0,1.0,0.6666666666666667,47.14757190004715
T02038,ELECTRICAL_EQUIPMENT,KA-CENTRAL,TWO_STAGE,3,0.96726,0.06536,0.16799,0.06827,0.9019,1.06439,0.133665,0.017509999999999998,4,-1.3222098982886425,1.0,0.6666666666666667,5.952735281862015
T02289,ROAD_CONSTRUCTION,TN-NORTH,TWO_STAGE,3,0.97243,0.00203,0.02799,0.01284,0.94723,0.97445,0.02799,0.0,1,0.0,1.0,0.6666666666666667,35.72704537334762
T00503,BUILDING_CONSTRUCTION,KA-SOUTH,TWO_STAGE,5,1.02187,0.04513,0.12708,0.04799,0.93714,1.067,0.086645,0.039285,6,-0.6942353025184199,0.8333333333333334,0.6666666666666667,7.869058860560277
T00856,ELECTRICAL_EQUIPMENT,KA-SOUTH,TWO_STAGE,5,0.98336,0.03126,0.11996,0.04599,0.95209,1.07006,0.09820000000000001,0.028905,6,-0.5077640175129113,0.8333333333333334,0.6666666666666667,8.336112037345782
T00893,LAB_EQUIPMENT,KA-BENGALURU,OPEN,5,1.02223,0.00827,0.12553,0.04076,0.94307,1.07139,0.10547999999999999,0.028195000000000005,6,-0.47964318948415463,0.8333333333333334,0.6666666666666667,7.966223213574445
T01003,IT_SERVICES,AP-SOUTH,OPEN,5,1.00208,0.01735,0.1438,0.04592,0.9288,1.07289,0.093495,0.036140000000000005,6,-0.9388560502343698,0.8333333333333334,0.6666666666666667,6.954102920723226
T01263,VEHICLE_SUPPLIES,KA-NORTH,LIMITED,5,0.96515,0.05279,0.11976,0.04884,0.91236,1.02795,0.08781,0.028120000000000006,6,-0.7663577441421485,0.8333333333333334,0.6666666666666667,8.3500334001336
T02418,ROAD_CONSTRUCTION,KA-CENTRAL,LIMITED,5,1.00899,0.0495,0.13719,0.05131,0.92567,1.06409,0.07505,0.022630000000000008,6,-1.8520926113069205,0.8333333333333334,0.6666666666666667,7.289161017566878
T02485,ROAD_CONSTRUCTION,KA-NORTH,LIMITED,5,1.03818,0.01638,0.13343,0.05261,0.91604,1.05457,0.07595,0.039025000000000004,12,-0.9934587791086401,0.8333333333333334,0.6666666666666667,7.494566439331485
T00913,VEHICLE_SUPPLIES,KA-BENGALURU,OPEN,6,0.98856,0.0163,0.10563,0.0321,0.94281,1.04723,0.079095,0.0273,10,-0.6555901942385148,0.8,0.6666666666666667,9.467007478935908
T01029,FURNITURE,KA-SOUTH,TWO_STAGE,6,1.01052,0.01241,0.11831,0.0364,0.92855,1.0481,0.0966,0.03225,5,-0.4540525391701357,0.8,0.6666666666666667,8.452370890034654
T01891,CIVIL_MAINTENANCE,TN-NORTH,OPEN,6,0.95603,0.01425,0.15962,0.05888,0.93088,1.08349,0.11902,0.03328,10,-0.822846299121087,0.8,0.6666666666666667,6.264879087833604
T00060,ROAD_CONSTRUCTION,KA-SOUTH,LIMITED,7,0.98606,0.00727,0.08421,0.02803,0.91029,0.99333,0.06523,0.014189999999999994,9,-0.9021729820201395,0.7777777777777778,0.6666666666666667,11.875074219213872
T00840,ELECTRICAL_EQUIPMENT,TN-NORTH,OPEN,7,0.98371,0.04291,0.13822,0.04575,0.92578,1.06175,0.12121,0.025709999999999997,9,-0.44625001239583406,0.7777777777777778,0.6666666666666667,7.234843003906815
T01801,IT_SERVICES,KA-SOUTH,LIMITED,4,0.98624,0.00335,0.08406,0.03483,0.98283,1.06573,0.05821,0.0233,9,-0.7483084177025745,0.8888888888888888,0.6666666666666666,11.896264572924103
T02044,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,8,1.01887,0.02107,0.12332,0.03598,0.96106,1.08671,0.10079,0.02248,42,-0.6759909613437582,0.7619047619047619,0.6666666666666666,8.10898475510866
T00413,ELECTRICAL_EQUIPMENT,KA-CENTRAL,TWO_STAGE,9,1.00507,0.01391,0.13436,0.04049,0.91532,1.05036,0.133665,0.017509999999999998,4,-0.026771620664547944,0.75,0.6666666666666666,7.442691277165823
T00832,FURNITURE,KA-BENGALURU,OPEN,9,0.99545,0.02032,0.13552,0.03977,0.94949,1.08439,0.11214,0.017980000000000003,16,-0.8770630676620018,0.75,0.6666666666666666,7.378984651711924
T01525,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,9,1.02039,0.0148,0.12541,0.03202,0.95399,1.08195,0.10288,0.023164999999999998,16,-0.6560015890786828,0.75,0.6666666666666666,7.973845785822503
T01857,VEHICLE_SUPPLIES,TN-NORTH,OPEN,9,0.98891,0.0239,0.11087,0.03238,0.93569,1.04533,0.08849499999999999,0.02012500000000001,12,-0.7498996642627982,0.75,0.6666666666666666,9.019572472264814
T02474,ROAD_CONSTRUCTION,KA-NORTH,OPEN,4,1.0239,0.02869,0.08146,0.03283,0.98915,1.07256,0.10597000000000001,0.02621499999999999,62,0.6306224876891611,0.25806451612903225,0.666515252863645,12.275963663147557
T01993,ELECTRICAL_EQUIPMENT,KA-NORTH,TWO_STAGE,6,1.00784,0.0196,0.07803,0.02567,0.97004,1.04867,0.08716,0.016640000000000002,7,0.37007816310224234,0.42857142857142855,0.6655413263947257,12.815583749839805
T01454,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,6,0.99436,0.01433,0.08994,0.02766,0.94395,1.03338,0.10991999999999999,0.024564999999999997,36,0.5485986311558055,0.25,0.6654988592965047,11.1185234600845
T01095,BUILDING_CONSTRUCTION,TN-NORTH,OPEN,5,0.9865,0.00311,0.07413,0.03239,0.9834,1.05652,0.091735,0.022385000000000002,10,0.5304628019024102,0.3,0.6643702415219283,13.489815189531903
T01683,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,5,0.94549,0.02449,0.13758,0.05324,0.92099,1.05107,0.09419,0.027749999999999997,53,-1.0546361821149361,0.8301886792452831,0.6641509433962265,7.268498328245384
T02452,MEDICAL_SUPPLIES,KA-NORTH,OPEN,8,0.9999,0.01917,0.14474,0.03965,0.95224,1.09697,0.11554500000000001,0.030324999999999998,58,-0.649357220871202,0.7586206896551724,0.6637931034482758,6.90894016857814
T01495,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,7,0.98413,0.02588,0.15676,0.05142,0.85894,1.01322,0.11493,0.04331,31,-0.6514418949181708,0.7741935483870968,0.663594470046083,6.379178361826996
T01081,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,7,0.98801,0.03589,0.14894,0.052,0.95212,1.09927,0.10989,0.03468,53,-0.7594828188454738,0.7735849056603774,0.6630727762803236,6.714113065664026
T00068,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,6,1.01369,0.00235,0.07563,0.02703,0.941,1.01766,0.09762,0.027480000000000004,43,0.5397398763060526,0.2558139534883721,0.6629615248286873,13.22226629644321
T02442,FURNITURE,KA-CENTRAL,OPEN,5,0.97182,0.01556,0.15655,0.0532,0.93213,1.08427,0.09752,0.03523000000000001,35,-1.1301501428300709,0.8285714285714286,0.6628571428571429,6.387735547748323
T00322,MEDICAL_SUPPLIES,KA-NORTH,OPEN,7,1.02225,0.02059,0.09706,0.03103,0.9541,1.05332,0.11554500000000001,0.030324999999999998,58,0.41114465585902304,0.3620689655172414,0.6627545326082267,10.302905419328251
T02036,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,5,1.00681,0.02539,0.06873,0.02598,0.96389,1.03309,0.09169,0.025990000000000013,43,0.5958564000608931,0.23255813953488372,0.6627316316766215,14.549687181725593
T01492,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,5,1.02208,0.02815,0.08869,0.03212,0.96177,1.05241,0.11493,0.04331,31,0.408650139198011,0.41935483870967744,0.6624039823261508,11.275228323373547
T01582,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,9,1.01235,0.01264,0.13055,0.03309,0.92739,1.05955,0.09762,0.027480000000000004,43,-0.8082598511486273,0.7441860465116279,0.6614987080103358,7.659900421294523
T00635,MEDICAL_SUPPLIES,KA-NORTH,OPEN,6,1.00687,0.03739,0.14718,0.04928,0.92652,1.07471,0.11554500000000001,0.030324999999999998,58,-0.7036278706032016,0.7931034482758621,0.6609195402298851,6.7944014132354935
T01952,FURNITURE,KA-CENTRAL,LIMITED,6,1.01511,0.01934,0.06188,0.02239,0.98774,1.05056,0.07776,0.019725000000000003,8,0.5430120791122094,0.25,0.6608433992601745,16.160310277957336
T00881,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,7,0.98652,0.0275,0.12533,0.04011,0.94758,1.07122,0.09694,0.028469999999999995,61,-0.6725954570263625,0.7704918032786885,0.6604215456674474,7.978935609989628
T01892,IT_SERVICES,KA-CENTRAL,OPEN,8,0.96534,0.0256,0.13388,0.0393,0.9361,1.06534,0.1033,0.027770000000000003,53,-0.7427413548719581,0.7547169811320755,0.6603773584905661,7.469375560203167
T00756,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,3,0.96102,0.01909,0.07162,0.02987,0.94193,1.01075,0.0943,0.022679999999999992,73,0.6744907594765952,0.3150684931506849,0.6597061684181867,13.962580284836637
T00549,CIVIL_MAINTENANCE,KA-NORTH,OPEN,7,1.01649,0.0055,0.0879,0.02657,0.94879,1.03814,0.103015,0.023669999999999997,62,0.43071093491714113,0.3387096774193548,0.6595033820027109,11.376564277588168
T00658,ROAD_CONSTRUCTION,KA-BENGALURU,LIMITED,3,1.02438,0.00777,0.04945,0.022,0.98149,1.03215,0.08989,0.036925,4,0.7386975304870279,0.25,0.659131686991352,20.222446916076844
T01691,MEDICAL_SUPPLIES,KA-NORTH,OPEN,9,0.99965,0.02809,0.14143,0.03965,0.92517,1.06655,0.11554500000000001,0.030324999999999998,58,-0.5757359706200054,0.7413793103448276,0.6590038314176245,7.070635650144948
T00851,BUILDING_CONSTRUCTION,KA-SOUTH,TWO_STAGE,3,0.98647,0.01582,0.04851,0.02007,0.97065,1.0185,0.086645,0.039285,6,0.6547462164347705,0.3333333333333333,0.6587196998454027,20.614306328592043
T00270,MEDICAL_SUPPLIES,KA-NORTH,OPEN,11,1.005,0.03753,0.13706,0.03992,0.94602,1.08376,0.11554500000000001,0.030324999999999998,58,-0.47853812663277606,0.7241379310344828,0.658307210031348,7.2960747118050495
T01959,LAB_EQUIPMENT,KA-CENTRAL,OPEN,11,0.99898,0.0221,0.10654,0.03028,0.931,1.03742,0.08785,0.026139999999999997,29,-0.4822583127244669,0.7241379310344828,0.658307210031348,9.386146048432513
T02356,ROAD_CONSTRUCTION,KA-NORTH,OPEN,5,0.98445,0.04799,0.14381,0.05732,0.93647,1.07804,0.10597000000000001,0.02621499999999999,62,-0.9735926125727393,0.8225806451612904,0.6580645161290324,6.953619358876296
