vendor_id,evidence_family,evidence_strength,family_weight,context_adjustment,adjusted_strength,explanation
V0193,cooccurrence,1.0,1.0,0.62,0.62,3 shared tenders; 36.35x expected contextual co-occurrence
V0132,cooccurrence,0.5863333333333333,1.0,0.589,0.34535033333333326,5 shared tenders; 5.52x expected contextual co-occurrence
V0151,cooccurrence,0.5863333333333333,1.0,0.589,0.34535033333333326,5 shared tenders; 5.52x expected contextual co-occurrence
V0255,cooccurrence,0.586,1.0,0.631,0.369766,3 shared tenders; 5.52x expected contextual co-occurrence
V0496,cooccurrence,0.586,1.0,0.631,0.369766,3 shared tenders; 5.52x expected contextual co-occurrence
V0010,cooccurrence,0.5858333333333333,1.0,0.654,0.383135,23 shared tenders; 5.51x expected contextual co-occurrence
V0277,cooccurrence,0.5858333333333333,1.0,0.654,0.383135,23 shared tenders; 5.51x expected contextual co-occurrence
V0087,cooccurrence,0.5858333333333333,1.0,0.55,0.3222083333333334,3 shared tenders; 5.51x expected contextual co-occurrence
V0403,cooccurrence,0.5858333333333333,1.0,0.55,0.3222083333333334,3 shared tenders; 5.51x expected contextual co-occurrence
V0121,cooccurrence,0.585,1.0,0.663,0.387855,4 shared tenders; 5.51x expected contextual co-occurrence
V0526,cooccurrence,0.585,1.0,0.663,0.387855,4 shared tenders; 5.51x expected contextual co-occurrence
V0132,cooccurrence,0.5844999999999999,1.0,0.748,0.43720599999999993,7 shared tenders; 5.51x expected contextual co-occurrence
V0242,cooccurrence,0.5844999999999999,1.0,0.748,0.43720599999999993,7 shared tenders; 5.51x expected contextual co-occurrence
V0510,cooccurrence,0.5843333333333334,1.0,0.617,0.3605336666666667,3 shared tenders; 5.51x expected contextual co-occurrence
V0517,cooccurrence,0.5843333333333334,1.0,0.617,0.3605336666666667,3 shared tenders; 5.51x expected contextual co-occurrence
V0166,cooccurrence,0.5843333333333334,1.0,0.66,0.38566000000000006,3 shared tenders; 5.51x expected contextual co-occurrence
V0179,cooccurrence,0.5843333333333334,1.0,0.66,0.38566000000000006,3 shared tenders; 5.51x expected contextual co-occurrence
V0249,cooccurrence,0.5843333333333334,1.0,0.55,0.32138333333333335,4 shared tenders; 5.51x expected contextual co-occurrence
V0270,cooccurrence,0.5843333333333334,1.0,0.55,0.32138333333333335,4 shared tenders; 5.51x expected contextual co-occurrence
V0127,cooccurrence,0.5836666666666667,1.0,0.627,0.365959,8 shared tenders; 5.50x expected contextual co-occurrence
V0379,cooccurrence,0.5836666666666667,1.0,0.627,0.365959,8 shared tenders; 5.50x expected contextual co-occurrence
V0079,cooccurrence,0.5835,1.0,0.644,0.375774,4 shared tenders; 5.50x expected contextual co-occurrence
V0259,cooccurrence,0.5835,1.0,0.644,0.375774,4 shared tenders; 5.50x expected contextual co-occurrence
V0033,cooccurrence,0.5833333333333334,1.0,0.55,0.32083333333333336,3 shared tenders; 5.50x expected contextual co-occurrence
V0200,cooccurrence,0.5833333333333334,1.0,0.55,0.32083333333333336,3 shared tenders; 5.50x expected contextual co-occurrence
V0021,cooccurrence,0.5833333333333334,1.0,0.55,0.32083333333333336,3 shared tenders; 5.50x expected contextual co-occurrence
V0368,cooccurrence,0.5833333333333334,1.0,0.55,0.32083333333333336,3 shared tenders; 5.50x expected contextual co-occurrence
V0281,cooccurrence,0.5833333333333334,1.0,0.748,0.43633333333333335,4 shared tenders; 5.50x expected contextual co-occurrence
V0319,cooccurrence,0.5833333333333334,1.0,0.748,0.43633333333333335,4 shared tenders; 5.50x expected contextual co-occurrence
V0403,cooccurrence,0.5826666666666668,1.0,0.691,0.40262266666666674,4 shared tenders; 5.50x expected contextual co-occurrence
V0417,cooccurrence,0.5826666666666668,1.0,0.691,0.40262266666666674,4 shared tenders; 5.50x expected contextual co-occurrence
V0424,cooccurrence,0.5825,1.0,0.739,0.4304675,5 shared tenders; 5.50x expected contextual co-occurrence
V0485,cooccurrence,0.5825,1.0,0.739,0.4304675,5 shared tenders; 5.50x expected contextual co-occurrence
V0169,cooccurrence,0.5823333333333333,1.0,0.711,0.41403899999999993,4 shared tenders; 5.49x expected contextual co-occurrence
V0472,cooccurrence,0.5823333333333333,1.0,0.711,0.41403899999999993,4 shared tenders; 5.49x expected contextual co-occurrence
V0087,cooccurrence,0.5821666666666667,1.0,0.612,0.35628600000000005,3 shared tenders; 5.49x expected contextual co-occurrence
V0291,cooccurrence,0.5821666666666667,1.0,0.612,0.35628600000000005,3 shared tenders; 5.49x expected contextual co-occurrence
V0052,cooccurrence,0.582,1.0,0.64,0.37248,6 shared tenders; 5.49x expected contextual co-occurrence
V0088,cooccurrence,0.582,1.0,0.64,0.37248,6 shared tenders; 5.49x expected contextual co-occurrence
V0044,cooccurrence,0.5813333333333334,1.0,0.647,0.3761226666666667,3 shared tenders; 5.49x expected contextual co-occurrence
V0496,cooccurrence,0.5813333333333334,1.0,0.647,0.3761226666666667,3 shared tenders; 5.49x expected contextual co-occurrence
V0247,cooccurrence,0.5813333333333334,1.0,0.63,0.36624,4 shared tenders; 5.49x expected contextual co-occurrence
V0385,cooccurrence,0.5813333333333334,1.0,0.63,0.36624,4 shared tenders; 5.49x expected contextual co-occurrence
V0113,cooccurrence,0.5806666666666667,1.0,0.633,0.367562,11 shared tenders; 5.48x expected contextual co-occurrence
V0355,cooccurrence,0.5806666666666667,1.0,0.633,0.367562,11 shared tenders; 5.48x expected contextual co-occurrence
V0133,cooccurrence,0.5803333333333334,1.0,0.595,0.3452983333333333,3 shared tenders; 5.48x expected contextual co-occurrence
V0386,cooccurrence,0.5803333333333334,1.0,0.595,0.3452983333333333,3 shared tenders; 5.48x expected contextual co-occurrence
V0262,cooccurrence,0.5801666666666666,1.0,0.57,0.33069499999999996,5 shared tenders; 5.48x expected contextual co-occurrence
V0307,cooccurrence,0.5801666666666666,1.0,0.57,0.33069499999999996,5 shared tenders; 5.48x expected contextual co-occurrence
V0385,cooccurrence,0.5798333333333333,1.0,0.655,0.37979083333333336,3 shared tenders; 5.48x expected contextual co-occurrence
V0537,cooccurrence,0.5798333333333333,1.0,0.655,0.37979083333333336,3 shared tenders; 5.48x expected contextual co-occurrence
V0120,cooccurrence,0.5793333333333334,1.0,0.752,0.4356586666666667,5 shared tenders; 5.48x expected contextual co-occurrence
V0342,cooccurrence,0.5793333333333334,1.0,0.752,0.4356586666666667,5 shared tenders; 5.48x expected contextual co-occurrence
V0352,cooccurrence,0.5791666666666666,1.0,0.682,0.39499166666666663,5 shared tenders; 5.47x expected contextual co-occurrence
V0504,cooccurrence,0.5791666666666666,1.0,0.682,0.39499166666666663,5 shared tenders; 5.47x expected contextual co-occurrence
V0292,cooccurrence,0.5790000000000001,1.0,0.69,0.39951000000000003,3 shared tenders; 5.47x expected contextual co-occurrence
V0310,cooccurrence,0.5790000000000001,1.0,0.69,0.39951000000000003,3 shared tenders; 5.47x expected contextual co-occurrence
V0185,cooccurrence,0.5786666666666668,1.0,0.61,0.3529866666666667,3 shared tenders; 5.47x expected contextual co-occurrence
V0438,cooccurrence,0.5786666666666668,1.0,0.61,0.3529866666666667,3 shared tenders; 5.47x expected contextual co-occurrence
V0231,cooccurrence,0.5785,1.0,0.55,0.31817500000000004,3 shared tenders; 5.47x expected contextual co-occurrence
V0494,cooccurrence,0.5785,1.0,0.55,0.31817500000000004,3 shared tenders; 5.47x expected contextual co-occurrence
V0040,cooccurrence,0.5783333333333333,1.0,0.613,0.35451833333333327,3 shared tenders; 5.47x expected contextual co-occurrence
V0302,cooccurrence,0.5783333333333333,1.0,0.613,0.35451833333333327,3 shared tenders; 5.47x expected contextual co-occurrence
V0204,cooccurrence,0.578,1.0,0.629,0.363562,4 shared tenders; 5.47x expected contextual co-occurrence
V0307,cooccurrence,0.578,1.0,0.629,0.363562,4 shared tenders; 5.47x expected contextual co-occurrence
V0123,cooccurrence,0.5778333333333333,1.0,0.763,0.44088683333333334,4 shared tenders; 5.47x expected contextual co-occurrence
V0364,cooccurrence,0.5778333333333333,1.0,0.763,0.44088683333333334,4 shared tenders; 5.47x expected contextual co-occurrence
V0516,cooccurrence,0.5775,1.0,0.653,0.37710750000000004,3 shared tenders; 5.46x expected contextual co-occurrence
V0517,cooccurrence,0.5775,1.0,0.653,0.37710750000000004,3 shared tenders; 5.46x expected contextual co-occurrence
V0066,cooccurrence,0.577,1.0,0.55,0.31735,4 shared tenders; 5.46x expected contextual co-occurrence
V0473,cooccurrence,0.577,1.0,0.55,0.31735,4 shared tenders; 5.46x expected contextual co-occurrence
V0186,cooccurrence,0.5768333333333334,1.0,0.612,0.35302200000000006,3 shared tenders; 5.46x expected contextual co-occurrence
V0530,cooccurrence,0.5768333333333334,1.0,0.612,0.35302200000000006,3 shared tenders; 5.46x expected contextual co-occurrence
V0276,cooccurrence,0.5766666666666667,1.0,0.657,0.37887000000000004,3 shared tenders; 5.46x expected contextual co-occurrence
V0278,cooccurrence,0.5766666666666667,1.0,0.657,0.37887000000000004,3 shared tenders; 5.46x expected contextual co-occurrence
V0371,cooccurrence,0.5766666666666667,1.0,0.592,0.34138666666666667,4 shared tenders; 5.46x expected contextual co-occurrence
V0387,cooccurrence,0.5766666666666667,1.0,0.592,0.34138666666666667,4 shared tenders; 5.46x expected contextual co-occurrence
V0141,cooccurrence,0.5761666666666666,1.0,0.55,0.3168916666666667,3 shared tenders; 5.46x expected contextual co-occurrence
V0329,cooccurrence,0.5761666666666666,1.0,0.55,0.3168916666666667,3 shared tenders; 5.46x expected contextual co-occurrence
V0403,cooccurrence,0.5758333333333333,1.0,0.798,0.459515,4 shared tenders; 5.46x expected contextual co-occurrence
V0454,cooccurrence,0.5758333333333333,1.0,0.798,0.459515,4 shared tenders; 5.46x expected contextual co-occurrence
V0292,cooccurrence,0.5750000000000001,1.0,0.726,0.41745000000000004,3 shared tenders; 5.45x expected contextual co-occurrence
V0370,cooccurrence,0.5750000000000001,1.0,0.726,0.41745000000000004,3 shared tenders; 5.45x expected contextual co-occurrence
V0162,cooccurrence,0.5750000000000001,1.0,0.668,0.38410000000000005,4 shared tenders; 5.45x expected contextual co-occurrence
V0336,cooccurrence,0.5750000000000001,1.0,0.668,0.38410000000000005,4 shared tenders; 5.45x expected contextual co-occurrence
V0276,cooccurrence,0.5743333333333333,1.0,0.732,0.42041199999999995,5 shared tenders; 5.45x expected contextual co-occurrence
V0504,cooccurrence,0.5743333333333333,1.0,0.732,0.42041199999999995,5 shared tenders; 5.45x expected contextual co-occurrence
V0219,cooccurrence,0.5741666666666667,1.0,0.706,0.4053616666666667,5 shared tenders; 5.45x expected contextual co-occurrence
V0301,cooccurrence,0.5741666666666667,1.0,0.706,0.4053616666666667,5 shared tenders; 5.45x expected contextual co-occurrence
V0098,cooccurrence,0.5738333333333333,1.0,0.615,0.3529075,3 shared tenders; 5.44x expected contextual co-occurrence
V0502,cooccurrence,0.5738333333333333,1.0,0.615,0.3529075,3 shared tenders; 5.44x expected contextual co-occurrence
V0255,cooccurrence,0.573,1.0,0.67,0.38391,3 shared tenders; 5.44x expected contextual co-occurrence
V0436,cooccurrence,0.573,1.0,0.67,0.38391,3 shared tenders; 5.44x expected contextual co-occurrence
V0126,cooccurrence,0.5721666666666666,1.0,0.652,0.37305266666666664,4 shared tenders; 5.43x expected contextual co-occurrence
V0424,cooccurrence,0.5721666666666666,1.0,0.652,0.37305266666666664,4 shared tenders; 5.43x expected contextual co-occurrence
V0322,cooccurrence,0.5715,1.0,0.695,0.3971925,5 shared tenders; 5.43x expected contextual co-occurrence
V0413,cooccurrence,0.5715,1.0,0.695,0.3971925,5 shared tenders; 5.43x expected contextual co-occurrence
V0215,cooccurrence,0.5715,1.0,0.665,0.38004750000000004,3 shared tenders; 5.43x expected contextual co-occurrence
V0539,cooccurrence,0.5715,1.0,0.665,0.38004750000000004,3 shared tenders; 5.43x expected contextual co-occurrence
V0005,cooccurrence,0.5713333333333334,1.0,0.583,0.33308733333333335,3 shared tenders; 5.43x expected contextual co-occurrence
V0484,cooccurrence,0.5713333333333334,1.0,0.583,0.33308733333333335,3 shared tenders; 5.43x expected contextual co-occurrence
V0214,cooccurrence,0.5711666666666666,1.0,0.55,0.31414166666666665,3 shared tenders; 5.43x expected contextual co-occurrence
V0434,cooccurrence,0.5711666666666666,1.0,0.55,0.31414166666666665,3 shared tenders; 5.43x expected contextual co-occurrence
V0384,cooccurrence,0.5710000000000001,1.0,0.671,0.38314100000000006,8 shared tenders; 5.43x expected contextual co-occurrence
V0513,cooccurrence,0.5710000000000001,1.0,0.671,0.38314100000000006,8 shared tenders; 5.43x expected contextual co-occurrence
V0135,cooccurrence,0.5706666666666668,1.0,0.66,0.3766400000000001,3 shared tenders; 5.42x expected contextual co-occurrence
V0201,cooccurrence,0.5706666666666668,1.0,0.66,0.3766400000000001,3 shared tenders; 5.42x expected contextual co-occurrence
V0346,cooccurrence,0.5696666666666667,1.0,0.622,0.3543326666666667,4 shared tenders; 5.42x expected contextual co-occurrence
V0517,cooccurrence,0.5696666666666667,1.0,0.622,0.3543326666666667,4 shared tenders; 5.42x expected contextual co-occurrence
V0334,cooccurrence,0.5693333333333334,1.0,0.65,0.3700666666666667,3 shared tenders; 5.42x expected contextual co-occurrence
V0384,cooccurrence,0.5693333333333334,1.0,0.65,0.3700666666666667,3 shared tenders; 5.42x expected contextual co-occurrence
V0064,cooccurrence,0.5691666666666667,1.0,0.585,0.3329625,4 shared tenders; 5.42x expected contextual co-occurrence
V0376,cooccurrence,0.5691666666666667,1.0,0.585,0.3329625,4 shared tenders; 5.42x expected contextual co-occurrence
V0166,cooccurrence,0.5673333333333334,1.0,0.67,0.38011333333333336,4 shared tenders; 5.40x expected contextual co-occurrence
V0424,cooccurrence,0.5673333333333334,1.0,0.67,0.38011333333333336,4 shared tenders; 5.40x expected contextual co-occurrence
V0043,cooccurrence,0.5653333333333334,1.0,0.55,0.3109333333333334,3 shared tenders; 5.39x expected contextual co-occurrence
V0393,cooccurrence,0.5653333333333334,1.0,0.55,0.3109333333333334,3 shared tenders; 5.39x expected contextual co-occurrence
V0248,cooccurrence,0.5653333333333334,1.0,0.661,0.37368533333333337,3 shared tenders; 5.39x expected contextual co-occurrence
V0284,cooccurrence,0.5653333333333334,1.0,0.661,0.37368533333333337,3 shared tenders; 5.39x expected contextual co-occurrence
V0082,cooccurrence,0.5651666666666667,1.0,0.742,0.4193536666666667,4 shared tenders; 5.39x expected contextual co-occurrence
V0127,cooccurrence,0.5651666666666667,1.0,0.742,0.4193536666666667,4 shared tenders; 5.39x expected contextual co-occurrence
V0303,cooccurrence,0.5643333333333334,1.0,0.679,0.38318233333333335,3 shared tenders; 5.39x expected contextual co-occurrence
V0458,cooccurrence,0.5643333333333334,1.0,0.679,0.38318233333333335,3 shared tenders; 5.39x expected contextual co-occurrence
V0344,cooccurrence,0.5643333333333334,1.0,0.704,0.3972906666666667,5 shared tenders; 5.39x expected contextual co-occurrence
V0454,cooccurrence,0.5643333333333334,1.0,0.704,0.3972906666666667,5 shared tenders; 5.39x expected contextual co-occurrence
V0003,cooccurrence,0.5640000000000001,1.0,0.624,0.351936,4 shared tenders; 5.38x expected contextual co-occurrence
V0142,cooccurrence,0.5640000000000001,1.0,0.624,0.351936,4 shared tenders; 5.38x expected contextual co-occurrence
V0335,cooccurrence,0.5638333333333333,1.0,0.655,0.3693108333333333,4 shared tenders; 5.38x expected contextual co-occurrence
V0453,cooccurrence,0.5638333333333333,1.0,0.655,0.3693108333333333,4 shared tenders; 5.38x expected contextual co-occurrence
V0138,cooccurrence,0.5636666666666666,1.0,0.581,0.3274903333333333,3 shared tenders; 5.38x expected contextual co-occurrence
V0363,cooccurrence,0.5636666666666666,1.0,0.581,0.3274903333333333,3 shared tenders; 5.38x expected contextual co-occurrence
V0320,cooccurrence,0.5631666666666666,1.0,0.706,0.39759566666666657,5 shared tenders; 5.38x expected contextual co-occurrence
V0381,cooccurrence,0.5631666666666666,1.0,0.706,0.39759566666666657,5 shared tenders; 5.38x expected contextual co-occurrence
V0066,cooccurrence,0.5630000000000001,1.0,0.627,0.353001,4 shared tenders; 5.38x expected contextual co-occurrence
V0278,cooccurrence,0.5630000000000001,1.0,0.627,0.353001,4 shared tenders; 5.38x expected contextual co-occurrence
V0133,cooccurrence,0.5630000000000001,1.0,0.743,0.41830900000000004,3 shared tenders; 5.38x expected contextual co-occurrence
V0385,cooccurrence,0.5630000000000001,1.0,0.743,0.41830900000000004,3 shared tenders; 5.38x expected contextual co-occurrence
V0043,cooccurrence,0.5621666666666667,1.0,0.585,0.3288675,3 shared tenders; 5.37x expected contextual co-occurrence
V0296,cooccurrence,0.5621666666666667,1.0,0.585,0.3288675,3 shared tenders; 5.37x expected contextual co-occurrence
V0066,cooccurrence,0.5619999999999999,1.0,0.615,0.34562999999999994,5 shared tenders; 5.37x expected contextual co-occurrence
V0292,cooccurrence,0.5619999999999999,1.0,0.615,0.34562999999999994,5 shared tenders; 5.37x expected contextual co-occurrence
V0065,cooccurrence,0.5619999999999999,1.0,0.689,0.38721799999999995,3 shared tenders; 5.37x expected contextual co-occurrence
V0533,cooccurrence,0.5619999999999999,1.0,0.689,0.38721799999999995,3 shared tenders; 5.37x expected contextual co-occurrence
V0027,cooccurrence,0.5618333333333334,1.0,0.55,0.3090083333333334,3 shared tenders; 5.37x expected contextual co-occurrence
V0302,cooccurrence,0.5618333333333334,1.0,0.55,0.3090083333333334,3 shared tenders; 5.37x expected contextual co-occurrence
V0122,cooccurrence,0.5616666666666666,1.0,0.593,0.3330683333333333,3 shared tenders; 5.37x expected contextual co-occurrence
V0151,cooccurrence,0.5616666666666666,1.0,0.593,0.3330683333333333,3 shared tenders; 5.37x expected contextual co-occurrence
V0281,cooccurrence,0.5613333333333334,1.0,0.73,0.4097733333333333,4 shared tenders; 5.37x expected contextual co-occurrence
V0523,cooccurrence,0.5613333333333334,1.0,0.73,0.4097733333333333,4 shared tenders; 5.37x expected contextual co-occurrence
V0028,cooccurrence,0.5613333333333334,1.0,0.773,0.43391066666666667,4 shared tenders; 5.37x expected contextual co-occurrence
V0537,cooccurrence,0.5613333333333334,1.0,0.773,0.43391066666666667,4 shared tenders; 5.37x expected contextual co-occurrence
V0254,cooccurrence,0.5603333333333333,1.0,0.615,0.344605,3 shared tenders; 5.36x expected contextual co-occurrence
V0546,cooccurrence,0.5603333333333333,1.0,0.615,0.344605,3 shared tenders; 5.36x expected contextual co-occurrence
V0074,cooccurrence,0.5601666666666666,1.0,0.631,0.3534651666666666,4 shared tenders; 5.36x expected contextual co-occurrence
V0224,cooccurrence,0.5601666666666666,1.0,0.631,0.3534651666666666,4 shared tenders; 5.36x expected contextual co-occurrence
V0295,cooccurrence,0.5601666666666666,1.0,0.655,0.3669091666666666,9 shared tenders; 5.36x expected contextual co-occurrence
V0307,cooccurrence,0.5601666666666666,1.0,0.655,0.3669091666666666,9 shared tenders; 5.36x expected contextual co-occurrence
V0407,cooccurrence,0.5598333333333333,1.0,0.72,0.40307999999999994,5 shared tenders; 5.36x expected contextual co-occurrence
V0460,cooccurrence,0.5598333333333333,1.0,0.72,0.40307999999999994,5 shared tenders; 5.36x expected contextual co-occurrence
V0299,cooccurrence,0.5595,1.0,0.55,0.307725,3 shared tenders; 5.36x expected contextual co-occurrence
V0387,cooccurrence,0.5595,1.0,0.55,0.307725,3 shared tenders; 5.36x expected contextual co-occurrence
V0145,cooccurrence,0.5595,1.0,0.63,0.352485,3 shared tenders; 5.36x expected contextual co-occurrence
V0263,cooccurrence,0.5595,1.0,0.63,0.352485,3 shared tenders; 5.36x expected contextual co-occurrence
V0224,cooccurrence,0.5595,1.0,0.63,0.352485,4 shared tenders; 5.36x expected contextual co-occurrence
V0526,cooccurrence,0.5595,1.0,0.63,0.352485,4 shared tenders; 5.36x expected contextual co-occurrence
V0050,cooccurrence,0.5593333333333333,1.0,0.589,0.3294473333333333,3 shared tenders; 5.36x expected contextual co-occurrence
V0134,cooccurrence,0.5593333333333333,1.0,0.589,0.3294473333333333,3 shared tenders; 5.36x expected contextual co-occurrence
V0093,cooccurrence,0.5585,1.0,0.655,0.3658175,5 shared tenders; 5.35x expected contextual co-occurrence
V0219,cooccurrence,0.5585,1.0,0.655,0.3658175,5 shared tenders; 5.35x expected contextual co-occurrence
V0146,cooccurrence,0.5585,1.0,0.61,0.340685,3 shared tenders; 5.35x expected contextual co-occurrence
V0338,cooccurrence,0.5585,1.0,0.61,0.340685,3 shared tenders; 5.35x expected contextual co-occurrence
V0007,cooccurrence,0.5583333333333332,1.0,0.668,0.3729666666666666,5 shared tenders; 5.35x expected contextual co-occurrence
V0281,cooccurrence,0.5583333333333332,1.0,0.668,0.3729666666666666,5 shared tenders; 5.35x expected contextual co-occurrence
V0501,cooccurrence,0.5576666666666666,1.0,0.595,0.3318116666666666,4 shared tenders; 5.35x expected contextual co-occurrence
V0502,cooccurrence,0.5576666666666666,1.0,0.595,0.3318116666666666,4 shared tenders; 5.35x expected contextual co-occurrence
V0025,cooccurrence,0.5573333333333333,1.0,0.652,0.36338133333333333,10 shared tenders; 5.34x expected contextual co-occurrence
V0307,cooccurrence,0.5573333333333333,1.0,0.652,0.36338133333333333,10 shared tenders; 5.34x expected contextual co-occurrence
V0144,cooccurrence,0.5573333333333333,1.0,0.678,0.37787200000000004,9 shared tenders; 5.34x expected contextual co-occurrence
V0460,cooccurrence,0.5573333333333333,1.0,0.678,0.37787200000000004,9 shared tenders; 5.34x expected contextual co-occurrence
V0043,cooccurrence,0.5569999999999999,1.0,0.617,0.34366899999999995,3 shared tenders; 5.34x expected contextual co-occurrence
V0358,cooccurrence,0.5569999999999999,1.0,0.617,0.34366899999999995,3 shared tenders; 5.34x expected contextual co-occurrence
V0258,cooccurrence,0.5569999999999999,1.0,0.711,0.39602699999999996,5 shared tenders; 5.34x expected contextual co-occurrence
V0384,cooccurrence,0.5569999999999999,1.0,0.711,0.39602699999999996,5 shared tenders; 5.34x expected contextual co-occurrence
V0437,cooccurrence,0.5568333333333334,1.0,0.658,0.3663963333333334,3 shared tenders; 5.34x expected contextual co-occurrence
V0517,cooccurrence,0.5568333333333334,1.0,0.658,0.3663963333333334,3 shared tenders; 5.34x expected contextual co-occurrence
V0263,cooccurrence,0.5568333333333334,1.0,0.796,0.44323933333333343,5 shared tenders; 5.34x expected contextual co-occurrence
V0404,cooccurrence,0.5568333333333334,1.0,0.796,0.44323933333333343,5 shared tenders; 5.34x expected contextual co-occurrence
V0047,cooccurrence,0.5566666666666666,1.0,0.666,0.37074,3 shared tenders; 5.34x expected contextual co-occurrence
V0056,cooccurrence,0.5566666666666666,1.0,0.666,0.37074,3 shared tenders; 5.34x expected contextual co-occurrence
V0159,cooccurrence,0.556,1.0,0.598,0.332488,4 shared tenders; 5.34x expected contextual co-occurrence
V0526,cooccurrence,0.556,1.0,0.598,0.332488,4 shared tenders; 5.34x expected contextual co-occurrence
V0269,cooccurrence,0.556,1.0,0.721,0.400876,3 shared tenders; 5.34x expected contextual co-occurrence
V0362,cooccurrence,0.556,1.0,0.721,0.400876,3 shared tenders; 5.34x expected contextual co-occurrence
V0153,cooccurrence,0.5558333333333333,1.0,0.768,0.42688,4 shared tenders; 5.33x expected contextual co-occurrence
V0159,cooccurrence,0.5558333333333333,1.0,0.768,0.42688,4 shared tenders; 5.33x expected contextual co-occurrence
V0144,cooccurrence,0.5556666666666666,1.0,0.663,0.368407,14 shared tenders; 5.33x expected contextual co-occurrence
V0481,cooccurrence,0.5556666666666666,1.0,0.663,0.368407,14 shared tenders; 5.33x expected contextual co-occurrence
V0150,cooccurrence,0.5553333333333333,1.0,0.61,0.33875333333333335,3 shared tenders; 5.33x expected contextual co-occurrence
V0464,cooccurrence,0.5553333333333333,1.0,0.61,0.33875333333333335,3 shared tenders; 5.33x expected contextual co-occurrence
V0135,cooccurrence,0.555,1.0,0.665,0.36907500000000004,3 shared tenders; 5.33x expected contextual co-occurrence
V0269,cooccurrence,0.555,1.0,0.665,0.36907500000000004,3 shared tenders; 5.33x expected contextual co-occurrence
V0054,cooccurrence,0.5546666666666668,1.0,0.656,0.3638613333333334,3 shared tenders; 5.33x expected contextual co-occurrence
V0517,cooccurrence,0.5546666666666668,1.0,0.656,0.3638613333333334,3 shared tenders; 5.33x expected contextual co-occurrence
V0064,cooccurrence,0.5545,1.0,0.625,0.3465625,3 shared tenders; 5.33x expected contextual co-occurrence
V0299,cooccurrence,0.5545,1.0,0.625,0.3465625,3 shared tenders; 5.33x expected contextual co-occurrence
V0088,cooccurrence,0.5545,1.0,0.712,0.394804,5 shared tenders; 5.33x expected contextual co-occurrence
V0438,cooccurrence,0.5545,1.0,0.712,0.394804,5 shared tenders; 5.33x expected contextual co-occurrence
V0421,cooccurrence,0.5541666666666667,1.0,0.637,0.3530041666666667,4 shared tenders; 5.33x expected contextual co-occurrence
V0429,cooccurrence,0.5541666666666667,1.0,0.637,0.3530041666666667,4 shared tenders; 5.33x expected contextual co-occurrence
V0054,cooccurrence,0.5539999999999999,1.0,0.656,0.36342399999999997,3 shared tenders; 5.32x expected contextual co-occurrence
V0385,cooccurrence,0.5539999999999999,1.0,0.656,0.36342399999999997,3 shared tenders; 5.32x expected contextual co-occurrence
V0069,cooccurrence,0.5526666666666666,1.0,0.617,0.3409953333333333,3 shared tenders; 5.32x expected contextual co-occurrence
V0072,cooccurrence,0.5526666666666666,1.0,0.617,0.3409953333333333,3 shared tenders; 5.32x expected contextual co-occurrence
V0011,cooccurrence,0.5525000000000001,1.0,0.624,0.34476000000000007,3 shared tenders; 5.32x expected contextual co-occurrence
V0514,cooccurrence,0.5525000000000001,1.0,0.624,0.34476000000000007,3 shared tenders; 5.32x expected contextual co-occurrence
V0004,cooccurrence,0.5523333333333333,1.0,0.7,0.38663333333333333,3 shared tenders; 5.31x expected contextual co-occurrence
V0201,cooccurrence,0.5523333333333333,1.0,0.7,0.38663333333333333,3 shared tenders; 5.31x expected contextual co-occurrence
V0158,cooccurrence,0.552,1.0,0.74,0.40848,4 shared tenders; 5.31x expected contextual co-occurrence
V0230,cooccurrence,0.552,1.0,0.74,0.40848,4 shared tenders; 5.31x expected contextual co-occurrence
V0220,cooccurrence,0.5515,1.0,0.55,0.303325,3 shared tenders; 5.31x expected contextual co-occurrence
V0279,cooccurrence,0.5515,1.0,0.55,0.303325,3 shared tenders; 5.31x expected contextual co-occurrence
V0073,cooccurrence,0.5513333333333333,1.0,0.638,0.35175066666666666,6 shared tenders; 5.31x expected contextual co-occurrence
V0525,cooccurrence,0.5513333333333333,1.0,0.638,0.35175066666666666,6 shared tenders; 5.31x expected contextual co-occurrence
V0003,cooccurrence,0.5511666666666667,1.0,0.764,0.4210913333333334,3 shared tenders; 5.31x expected contextual co-occurrence
V0422,cooccurrence,0.5511666666666667,1.0,0.764,0.4210913333333334,3 shared tenders; 5.31x expected contextual co-occurrence
V0066,cooccurrence,0.5501666666666667,1.0,0.662,0.36421033333333336,9 shared tenders; 5.30x expected contextual co-occurrence
V0379,cooccurrence,0.5501666666666667,1.0,0.662,0.36421033333333336,9 shared tenders; 5.30x expected contextual co-occurrence
V0054,cooccurrence,0.5496666666666666,1.0,0.615,0.338045,5 shared tenders; 5.30x expected contextual co-occurrence
V0120,cooccurrence,0.5496666666666666,1.0,0.615,0.338045,5 shared tenders; 5.30x expected contextual co-occurrence
V0038,cooccurrence,0.5495,1.0,0.706,0.387947,3 shared tenders; 5.30x expected contextual co-occurrence
V0322,cooccurrence,0.5495,1.0,0.706,0.387947,3 shared tenders; 5.30x expected contextual co-occurrence
V0162,cooccurrence,0.5493333333333333,1.0,0.623,0.3422346666666667,5 shared tenders; 5.30x expected contextual co-occurrence
V0485,cooccurrence,0.5493333333333333,1.0,0.623,0.3422346666666667,5 shared tenders; 5.30x expected contextual co-occurrence
