vendor_id,regime_signal,risk_relevance,risk_adjusted_regime_signal,risk_class,win_change_relevance,participation_change_relevance,network_change_relevance,bid_position_relevance,interaction_relevance,mahalanobis_distance,cusum_score,persistence_score,z_participation_intensity,z_win_rate,z_bid_position,z_market_breadth,z_network_exposure,risk_explanation
V0502,0.3241,0.09591495665577975,0.16725107244392784,LOW_RELEVANCE,0.13545665179652105,0.09387459224356652,0.0,0.0,0.05074423549232593,1.9276,0.5939,0.1333,0.3108,0.3917,0.3045,-1.1111,-0.2284,behavioral deviation detected; procurement relevance is weak
V0470,0.3043,0.17406830995674866,0.16721296104068548,LOW_RELEVANCE,0.24755455229495862,0.0,0.1340991745078797,0.2521873519954134,0.07288002317060191,1.6281,0.5695,0.1636,-0.399,0.8225,-1.0117,0.0,0.4646,behavioral deviation detected; procurement relevance is weak
V0501,0.2982,0.17938550804301895,0.1669225454253098,LOW_RELEVANCE,0.3137335639188559,0.0,0.0,0.1366409577529642,0.0,1.7251,0.435,0.25,-0.0401,1.1429,-0.4748,0.0,-0.712,behavioral deviation detected; procurement relevance is weak
V0338,0.3417,0.014528515768998673,0.1668723266719995,LOW_RELEVANCE,0.0,0.060415296438973976,0.06710616331861434,0.0,0.009550935654163232,1.8651,0.6803,0.1833,0.1929,-0.5346,0.5683,-1.2,0.2158,behavioral deviation detected; procurement relevance is weak
V0091,0.3229,0.08125067711501907,0.16667299408161412,LOW_RELEVANCE,0.10892500712859993,0.09969389592461438,0.0,0.0,0.04689327841667685,1.0893,1.1487,0.2,0.3322,0.3056,0.6709,-1.0256,-0.4225,behavioral deviation detected; procurement relevance is weak
V0276,0.3173,0.10685648834830702,0.16612305427911317,LOW_RELEVANCE,0.11287747063624429,0.24770550178043033,0.0,0.0,0.07524609642360511,1.6918,0.622,0.1692,0.9878,0.3181,0.2322,-1.6,0.0,behavioral deviation detected; procurement relevance is weak
V0163,0.3137,0.15397156152029845,0.16596325615632884,LOW_RELEVANCE,0.2710945244620677,0.0,0.0,0.09739146132322411,0.0,4.1909,0.106,0.0286,-0.0624,0.9298,-0.3237,0.0,-0.1445,behavioral deviation detected; procurement relevance is weak
V0251,0.3059,0.15197634700112314,0.16583554709839224,LOW_RELEVANCE,0.16351590992739318,0.016748058077414703,0.3227838100182848,0.17830731306491374,0.12647379558529318,1.6057,0.7384,0.1778,0.0511,0.4887,-0.651,0.0,1.4299,behavioral deviation detected; procurement relevance is weak
V0263,0.3347,0.027523953864728095,0.1656428578739757,LOW_RELEVANCE,0.0,0.22936628220606747,0.0,0.0,0.0,1.6359,0.7495,0.2,0.8929,-0.3348,0.3109,-0.7143,-0.8373,behavioral deviation detected; procurement relevance is weak
V0003,0.2933,0.21984914730714608,0.16558770538643178,LOW_RELEVANCE,0.2967453374215871,0.10509202636995496,0.09741861724532162,0.07407407407407407,0.16265487738774567,1.9087,0.3627,0.1333,0.3523,1.0549,-0.24,0.0,0.3238,behavioral deviation detected; procurement relevance is weak
V0343,0.3232,0.03721192823925065,0.16433193620518785,LOW_RELEVANCE,0.008841137057447568,0.11467862834208818,0.0,0.31444241316270566,0.01432873399234314,1.6882,0.7457,0.3143,0.3886,0.0223,-1.376,0.0,-0.5396,behavioral deviation detected; procurement relevance is weak
V0297,0.3365,0.011692044969403728,0.16391392363296,LOW_RELEVANCE,0.0,0.0,0.1461505621175466,0.0,0.0,2.3651,0.3473,0.1818,-0.0221,-1.4933,0.585,-1.5789,0.5135,behavioral deviation detected; procurement relevance is weak
V0303,0.2933,0.17538847145936504,0.16390794085692525,LOW_RELEVANCE,0.3132622788704538,0.0,0.0,0.06188436161230807,0.0,1.5535,0.5781,0.2571,-0.1243,1.1404,-0.1979,0.0,-0.5707,behavioral deviation detected; procurement relevance is weak
V0350,0.3317,0.005837508720745862,0.16314355533956862,LOW_RELEVANCE,0.0,0.04864590600621552,0.0,0.0,0.0,1.9289,0.7644,0.2667,0.1534,-0.467,0.8572,0.0,-1.7183,behavioral deviation detected; procurement relevance is weak
V0240,0.313,0.08712921872425121,0.16308266342789535,LOW_RELEVANCE,0.11710693600791072,0.10583887216476409,0.0,0.0,0.05009869630064305,1.6086,0.7907,0.2286,0.3551,0.3316,0.7568,-2.0,-0.607,behavioral deviation detected; procurement relevance is weak
V0269,0.307,0.10226914609619125,0.16301644498123058,LOW_RELEVANCE,0.14371831757775036,0.0,0.11226845002071374,0.08161391048796915,0.05080949951186488,1.0947,0.7909,0.2727,-0.8657,0.4196,-0.2666,0.0,0.3794,behavioral deviation detected; procurement relevance is weak
V0314,0.2867,0.2256377941644859,0.16213863289226588,LOW_RELEVANCE,0.35915511009715206,0.08169824604364995,0.0,0.05764096120621957,0.07708323012751633,2.791,0.2709,0.12,0.2669,1.4011,-0.1835,0.0,-0.6745,behavioral deviation detected; procurement relevance is weak
V0281,0.2909,0.18622850076477948,0.161745113915133,LOW_RELEVANCE,0.23048510219157842,0.17715790339833787,0.033847541141992205,0.15839084329237502,0.13787700347816315,1.7307,0.3612,0.1818,0.6459,0.7488,-0.5646,0.0,0.1051,behavioral deviation detected; procurement relevance is weak
V0230,0.2966,0.1747832774320992,0.16150180965788075,LOW_RELEVANCE,0.2291801560139364,0.2119365346222549,0.0,0.06933457422056771,0.09917539379367614,2.2839,0.235,0.1077,0.8068,0.7433,-0.2235,-0.4167,-0.0899,behavioral deviation detected; procurement relevance is weak
V0054,0.2952,0.1603560195557983,0.16052032023943041,LOW_RELEVANCE,0.21008562671806374,0.21199863413096584,0.0,0.007509842194064909,0.09496798327722052,1.6254,0.5789,0.16,0.8071,0.6649,-0.0227,0.0,-0.3727,behavioral deviation detected; procurement relevance is weak
V0258,0.2938,0.16250925706646763,0.15927463814603482,LOW_RELEVANCE,0.22444547851713975,0.0,0.23143925808269714,0.04631719490097593,0.09116621745188096,1.4583,0.6715,0.1333,-0.2749,0.7235,-0.1457,-0.5882,0.9034,behavioral deviation detected; procurement relevance is weak
V0529,0.3254,0.023827194435884304,0.1590011726787611,LOW_RELEVANCE,0.0,0.016554663169972138,0.12689173457508732,0.20628621319152313,0.006874927149522514,3.0392,0.2746,0.1429,0.0505,-0.084,-0.7797,-2.7273,0.436,behavioral deviation detected; procurement relevance is weak
V0062,0.2988,0.11474559918760878,0.15868721860737225,LOW_RELEVANCE,0.1971224869933843,0.0,0.018581523161476054,0.0,0.02420854744164658,1.3615,0.6087,0.2182,-0.1543,0.6138,0.8223,-0.1893,0.0568,behavioral deviation detected; procurement relevance is weak
V0284,0.3036,0.09556031569745152,0.15775606335217585,LOW_RELEVANCE,0.1331183466833108,0.09977494373593399,0.0,0.0,0.05186115886659252,2.0171,0.4459,0.175,0.3325,0.3839,0.5206,-1.0,-0.8431,behavioral deviation detected; procurement relevance is weak
V0142,0.2978,0.10582302228043265,0.15710064379688388,LOW_RELEVANCE,0.14015477214101463,0.11751728195322841,0.0,0.06170831639195572,0.057752039744446995,1.2167,0.72,0.2182,0.3995,0.4075,-0.1973,0.0,-0.9836,behavioral deviation detected; procurement relevance is weak
V0085,0.2976,0.12182373140569909,0.1568536239755182,LOW_RELEVANCE,0.17273328921244208,0.0,0.08116385911179173,0.21709856729037813,0.04736192622696847,2.5112,0.2797,0.1429,-0.0325,0.522,-0.8319,0.0,0.265,behavioral deviation detected; procurement relevance is weak
V0415,0.2908,0.1391132357399811,0.15617381435322553,LOW_RELEVANCE,0.23568436821669878,0.0,0.0,0.18973666441593517,0.0,1.4181,0.6588,0.1778,-0.3617,0.7709,-0.7025,0.0,-0.7066,behavioral deviation detected; procurement relevance is weak
V0120,0.2885,0.14919210172833824,0.15489727198866388,LOW_RELEVANCE,0.23761893144669433,0.045011778188069014,0.005469915464942815,0.0,0.06331341406446327,1.4086,0.6653,0.1333,0.1414,0.7792,0.6942,-0.4762,0.0165,behavioral deviation detected; procurement relevance is weak
V0197,0.314,0.014074030483140116,0.154889447725374,LOW_RELEVANCE,0.0,0.11728358735950097,0.0,0.0,0.0,1.4193,0.7226,0.2444,0.3986,-0.1686,1.2719,0.0,-0.9636,behavioral deviation detected; procurement relevance is weak
V0380,0.3084,0.04333166483823629,0.1545575402327004,LOW_RELEVANCE,0.0,0.05556430033055249,0.27560728256145267,0.21805765521555545,0.018562417164380018,1.5135,0.6942,0.2,0.1765,-0.247,-0.8366,-0.3113,1.1414,behavioral deviation detected; procurement relevance is weak
V0043,0.3222,0.014680364430525457,0.15423201188588265,LOW_RELEVANCE,0.0,0.051413394042876114,0.008559436861760137,0.14393334094281474,0.0031466757464938835,2.5563,0.3619,0.0667,0.1626,-0.0184,-0.5044,-1.9231,0.0259,behavioral deviation detected; procurement relevance is weak
V0288,0.3025,0.06604053052489924,0.153363503522569,LOW_RELEVANCE,0.027502236744855486,0.1858887381275441,0.09024745269286753,0.14163090128755365,0.07153155230058168,1.8634,0.4013,0.1636,0.685,0.0707,-0.495,0.0,0.2976,behavioral deviation detected; procurement relevance is weak
V0074,0.2904,0.09773375870911333,0.15179282587753412,LOW_RELEVANCE,0.15554804931599392,0.0,0.0,0.2436466317063332,0.0,1.3407,0.7546,0.2,-0.5996,0.4605,-0.9664,-0.7143,-0.257,behavioral deviation detected; procurement relevance is weak
V0300,0.3044,0.014563862928348912,0.15078015964488317,LOW_RELEVANCE,0.026479750778816202,0.0,0.0,0.0,0.0,1.3484,0.9444,0.2667,-0.1186,0.068,1.0243,0.0,-1.0117,behavioral deviation detected; procurement relevance is weak
V0395,0.2814,0.11030589397106523,0.14912223874370512,LOW_RELEVANCE,0.1770631028012772,0.04196206169764322,0.0,0.0025600957542308077,0.03878867619467022,1.592,0.4322,0.225,0.1314,0.5379,-0.0077,-1.1069,-0.2335,behavioral deviation detected; procurement relevance is weak
V0096,0.2675,0.17141545148761034,0.14906489576712478,LOW_RELEVANCE,0.2420337749749871,0.11058404980729321,0.0,0.20605515270205896,0.07362015819694656,1.4089,0.5343,0.2571,0.373,0.7983,-0.7786,0.0,-0.2158,behavioral deviation detected; procurement relevance is weak
V0247,0.2794,0.14219563316066589,0.1483892422680563,LOW_RELEVANCE,0.20498632576480313,0.12526242127361792,0.0,0.0,0.07210831718595001,1.8427,0.3601,0.1,0.4296,0.6446,0.3837,-1.3636,-0.5519,behavioral deviation detected; procurement relevance is weak
V0351,0.2966,0.01793959453868432,0.147317541559928,LOW_RELEVANCE,0.0,0.0,0.22424493173355398,0.0,0.0,1.7015,0.5755,0.2667,-0.4664,-0.9758,1.0614,0.0,0.8672,behavioral deviation detected; procurement relevance is weak
V0099,0.2948,0.030619358350614568,0.147087907199911,LOW_RELEVANCE,0.042108893061036816,0.033847541141992205,0.0,0.0,0.016988811150026265,1.8591,0.6198,0.2333,0.1051,0.1099,1.1587,0.0,-1.1563,behavioral deviation detected; procurement relevance is weak
V0521,0.3024,0.0,0.14707511280000002,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,1.6831,0.7295,0.2286,-0.8272,-0.4931,1.123,0.0,-0.2891,behavioral deviation detected; procurement relevance is weak
V0455,0.2707,0.1691957711282417,0.14680944657209186,LOW_RELEVANCE,0.2986590360769792,0.0,0.0,0.09866602571806274,0.0,1.8017,0.3069,0.1077,-0.4903,1.0646,-0.3284,0.0,-0.4315,behavioral deviation detected; procurement relevance is weak
V0171,0.2961,0.013371245779278479,0.1461150283339257,LOW_RELEVANCE,0.0,0.11142704816065399,0.0,0.0,0.0,2.1176,0.5404,0.25,0.3762,-0.7971,1.4672,0.0,-0.4047,behavioral deviation detected; procurement relevance is weak
V0202,0.2791,0.087475981678592,0.14598624700304397,LOW_RELEVANCE,0.08695810963807019,0.0,0.21938018786916813,0.22098156323032977,0.05524764093301731,1.5421,0.4747,0.25,-0.0594,0.2381,-0.851,0.0,0.8431,behavioral deviation detected; procurement relevance is weak
V0499,0.3008,0.015949587220250194,0.14581023643505514,LOW_RELEVANCE,0.0,0.1056789387390073,0.022546591945783918,0.0,0.007321936079533037,2.3961,0.3007,0.1333,0.3545,-1.4985,0.3914,-1.5385,0.0692,behavioral deviation detected; procurement relevance is weak
V0047,0.2778,0.1251300064594274,0.14533282660596086,LOW_RELEVANCE,0.13422911760631667,0.2133417243549402,0.01344996547074879,0.0878131841401119,0.1011816420434745,1.5366,0.5769,0.0857,0.8136,0.3876,-0.2888,-1.5152,0.0409,behavioral deviation detected; procurement relevance is weak
V0088,0.2996,0.0,0.1445936261,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,1.4496,0.6207,0.1833,-0.4257,-0.2851,1.2064,0.0,-0.0857,behavioral deviation detected; procurement relevance is weak
V0370,0.282,0.08253814803021745,0.14446339438444267,LOW_RELEVANCE,0.0919327303766663,0.17211689709413033,0.0,0.0,0.05660559335877664,1.4652,0.5315,0.15,0.6237,0.2531,0.6741,-0.9524,-0.4882,behavioral deviation detected; procurement relevance is weak
V0545,0.284,0.059984598296267684,0.14420210786279145,LOW_RELEVANCE,0.02259754476503245,0.12383177570093458,0.18951776306902607,0.05885305559041285,0.07296030883172479,1.8553,0.41,0.2,0.424,0.0578,-0.1876,0.0,0.7015,behavioral deviation detected; procurement relevance is weak
V0299,0.2726,0.1258684061974845,0.14387131447638657,LOW_RELEVANCE,0.12559896470917423,0.07604176291231636,0.20565573119389943,0.11613929644687997,0.12702270370052374,1.8825,0.3535,0.1333,0.2469,0.3591,-0.3942,0.0,0.7767,behavioral deviation detected; procurement relevance is weak
V0016,0.2954,0.007640501182780819,0.14311206989214112,LOW_RELEVANCE,0.0,0.0184851954850319,0.005535850432591904,0.09351865840761445,0.0015173838479445782,1.7913,0.3816,0.1692,0.0565,-0.3475,-0.3095,-0.3704,0.0167,behavioral deviation detected; procurement relevance is weak
V0420,0.2938,0.006198394132894986,0.14292035092571287,LOW_RELEVANCE,0.0,0.05165328444079155,0.0,0.0,0.0,1.6786,0.5275,0.2,0.1634,-0.8766,0.5707,-1.0,-0.4497,behavioral deviation detected; procurement relevance is weak
V0315,0.2904,0.012413732905858878,0.14267331757438437,LOW_RELEVANCE,0.0,0.07215538304518604,0.0,0.07510173880873104,0.0,1.3828,0.7468,0.2286,0.2333,-0.1401,-0.2436,0.0,-1.0792,behavioral deviation detected; procurement relevance is weak
V0189,0.2679,0.1388155799069366,0.1424213638205709,LOW_RELEVANCE,0.1928714405630529,0.0,0.11384179122112602,0.23549348895288091,0.059271349259617,2.7697,0.206,0.12,-0.1869,0.5974,-0.9241,0.0,0.3854,behavioral deviation detected; procurement relevance is weak
V0537,0.2661,0.13503713722720478,0.14139595651251635,LOW_RELEVANCE,0.17646671278453074,0.05195297686765263,0.11652972877462672,0.0,0.11211854834812213,1.243,0.6066,0.1333,0.1644,0.5357,0.4308,0.0,0.3957,behavioral deviation detected; procurement relevance is weak
V0425,0.2886,0.00425676955122136,0.1413635086621852,LOW_RELEVANCE,0.0,0.0,0.05320961939026699,0.0,0.0,2.2173,0.4113,0.25,-1.0997,-1.0552,0.2772,0.0,0.1686,behavioral deviation detected; procurement relevance is weak
V0292,0.2559,0.18289594271145793,0.14131198590298105,LOW_RELEVANCE,0.2124992124992125,0.16920520631404043,0.07433120429510322,0.1857119591770262,0.15242328388373316,1.4594,0.3833,0.1556,0.611,0.6746,-0.6842,0.0,0.2409,behavioral deviation detected; procurement relevance is weak
V0059,0.2951,0.0,0.141204538475,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,1.2206,0.9837,0.1333,-0.3633,-0.3705,0.3825,-0.7143,-0.2891,behavioral deviation detected; procurement relevance is weak
V0050,0.2661,0.12542071946888994,0.1412026229137222,LOW_RELEVANCE,0.22803767176161804,0.0,0.0,0.0,0.0,1.5468,0.3223,0.1667,-0.0016,0.7385,0.0627,-0.3571,-0.6923,behavioral deviation detected; procurement relevance is weak
V0236,0.2872,0.010719481084247431,0.14118001176150075,LOW_RELEVANCE,0.0,0.012930609021814235,0.1010427903631787,0.0,0.005421923862877141,2.0621,0.4093,0.24,0.0393,-1.6862,0.8034,0.0,0.3372,behavioral deviation detected; procurement relevance is weak
V0360,0.2871,0.018785842761719213,0.1410921925209283,LOW_RELEVANCE,0.0,0.049550120390318086,0.13035916166623185,0.0,0.012055476907912492,1.5604,0.4762,0.2,0.1564,-0.6286,0.8944,-0.8333,0.4497,behavioral deviation detected; procurement relevance is weak
V0220,0.2945,0.0,0.140329470875,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,2.1043,0.3078,0.1091,-0.1817,-1.1244,0.4458,-0.625,-0.5368,behavioral deviation detected; procurement relevance is weak
V0007,0.2583,0.134724836037885,0.13761483679896344,LOW_RELEVANCE,0.16797018005125305,0.1656004895143795,0.0,0.1491775382870108,0.07505150676809866,1.3883,0.401,0.15,0.5954,0.5047,-0.526,0.0,-0.3671,behavioral deviation detected; procurement relevance is weak
V0066,0.283,0.017673055930135493,0.13749595040959775,LOW_RELEVANCE,0.0,0.13194444444444445,0.0,0.03679445193604315,0.0,1.7848,0.3506,0.1385,0.456,-0.1745,-0.1146,-1.6667,-0.0169,behavioral deviation detected; procurement relevance is weak
V0019,0.2787,0.03055229334829033,0.1372163126381467,LOW_RELEVANCE,0.0,0.05380685043840283,0.07558623239762118,0.32270736442859077,0.009566022412213769,1.5577,0.4974,0.1556,0.1706,-0.0694,-1.4294,0.0,0.2453,behavioral deviation detected; procurement relevance is weak
V0435,0.2436,0.18695197815099143,0.13686367679859177,LOW_RELEVANCE,0.23921974376920968,0.14702453726081147,0.041073997123221996,0.14624775890036712,0.135699334458763,1.4502,0.4023,0.24,0.5171,0.7861,-0.5139,0.0,0.1285,behavioral deviation detected; procurement relevance is weak
V0361,0.2703,0.06203312964016781,0.1366848808103077,LOW_RELEVANCE,0.101979237759977,0.0,0.0,0.11889097744360903,0.0,1.1487,1.0015,0.1667,-0.0805,0.2839,-0.4048,0.0,-1.2848,behavioral deviation detected; procurement relevance is weak
V0316,0.258,0.11512252825596088,0.13663383846685503,LOW_RELEVANCE,0.20012797952327627,0.0,0.0,0.1010427903631787,0.0,1.6082,0.4222,0.2,-0.1227,0.6255,-0.3372,0.0,-1.0377,behavioral deviation detected; procurement relevance is weak
V0492,0.2589,0.13149435660964945,0.13642325876453823,LOW_RELEVANCE,0.1629557705829176,0.018163966617574866,0.16156619434895614,0.1452260876998034,0.09751203431014555,2.2264,0.3333,0.1,0.0555,0.4867,-0.5097,0.0,0.5781,behavioral deviation detected; procurement relevance is weak
V0082,0.2807,0.023738167816460775,0.1361367159675919,LOW_RELEVANCE,0.0,0.19781806513717312,0.0,0.0,0.0,1.8597,0.425,0.1,0.7398,-1.0554,0.2231,-0.5263,-0.3372,behavioral deviation detected; procurement relevance is weak
V0178,0.2612,0.105858888337208,0.13603331605769514,LOW_RELEVANCE,0.10781199814424895,0.26197446431646537,0.0,0.0,0.07562676819947613,1.0367,0.7233,0.1429,1.0649,0.3021,0.0816,-0.7407,-0.2198,behavioral deviation detected; procurement relevance is weak
V0436,0.2784,0.014217207334273623,0.13491888574104371,LOW_RELEVANCE,0.0,0.11847672778561354,0.0,0.0,0.0,1.5837,0.508,0.14,0.4032,-0.6552,1.1451,0.0,-0.1285,behavioral deviation detected; procurement relevance is weak
V0027,0.2532,0.12647903283555606,0.13484555257352107,LOW_RELEVANCE,0.1192531266514004,0.139439488253349,0.15333163999661334,0.10160812146258197,0.13405068657012897,1.2316,0.4116,0.1833,0.4861,0.3385,-0.3393,0.0,0.5433,behavioral deviation detected; procurement relevance is weak
V0480,0.2778,0.0025180302189733383,0.134732205482753,LOW_RELEVANCE,0.0,0.02098358515811115,0.0,0.0,0.0,1.9059,0.4938,0.2,0.0643,-0.5651,1.1427,0.0,-0.819,behavioral deviation detected; procurement relevance is weak
V0032,0.2535,0.12711150879334476,0.13468535932112752,LOW_RELEVANCE,0.19670972302551248,0.06979628538649965,0.0,0.0,0.05272803441466469,1.1786,0.8805,0.1667,0.2251,0.6122,1.4333,0.0,-0.4637,behavioral deviation detected; procurement relevance is weak
V0254,0.2507,0.11480466279158456,0.13273628546889268,LOW_RELEVANCE,0.2059963158229054,0.0,0.0014645187058980164,0.0,0.006947637962573704,1.1497,0.4223,0.2,-0.8436,0.6486,0.1678,-0.5882,0.0044,behavioral deviation detected; procurement relevance is weak
V0414,0.2473,0.15425828033148808,0.1322930193799146,LOW_RELEVANCE,0.2582702863076695,0.0,0.024358515724088585,0.0783126977787336,0.03172653357703039,1.5238,0.3379,0.0909,-0.6378,0.8705,-0.2549,0.0,0.0749,behavioral deviation detected; procurement relevance is weak
V0505,0.2742,0.0,0.1321472625,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,1.5318,0.512,0.175,-0.1845,-0.7143,0.81,0.0,-0.7264,behavioral deviation detected; procurement relevance is weak
V0153,0.247,0.15217758923515595,0.13175865110231286,LOW_RELEVANCE,0.25530964225075214,0.0,0.04263466938983916,0.0,0.04173256223027564,1.6547,0.2683,0.0833,-0.3597,0.8571,0.0137,0.0,0.1336,behavioral deviation detected; procurement relevance is weak
V0368,0.2556,0.06842255565515276,0.130635966869281,LOW_RELEVANCE,0.07711617261619108,0.0,0.11746536051540021,0.1799469699040538,0.038070416899064756,0.9842,0.5971,0.2,-0.5264,0.2089,-0.6583,-0.4348,0.3993,behavioral deviation detected; procurement relevance is weak
V0135,0.2715,0.0,0.1304114955,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,1.6477,0.3805,0.1556,-0.0285,-0.8036,0.7983,0.0,-0.4625,behavioral deviation detected; procurement relevance is weak
V0282,0.2383,0.1656875195725574,0.13033410959201738,LOW_RELEVANCE,0.25530964225075214,0.08298945437872536,0.0,0.04415981647868477,0.06550245492631204,1.4561,0.4086,0.1714,0.2715,0.8571,-0.1386,0.0,-0.5059,behavioral deviation detected; procurement relevance is weak
V0372,0.2318,0.22656001015428062,0.1302675731562244,LOW_RELEVANCE,0.32017186055365204,0.08489155964981851,0.050813136746187426,0.18402872218897895,0.13506006321324904,1.829,0.3559,0.08,0.2783,1.1774,-0.6766,-1.4286,0.1606,behavioral deviation detected; procurement relevance is weak
V0093,0.2417,0.1273871311235525,0.1295761673720493,LOW_RELEVANCE,0.16000268799139844,0.17507630544174663,0.0,0.06626412275514333,0.07531644968758298,0.9365,0.4879,0.2182,0.6367,0.4762,-0.2129,0.0,-0.3248,behavioral deviation detected; procurement relevance is weak
V0255,0.2623,0.01697272198453204,0.12944678074503194,LOW_RELEVANCE,0.009351719765414487,0.07828437999262629,0.0,0.0,0.012175752572194583,0.9919,0.577,0.2333,0.2548,0.0236,0.9901,0.0,-0.2891,behavioral deviation detected; procurement relevance is weak
V0061,0.2468,0.09405149077896961,0.1290422015668878,LOW_RELEVANCE,0.14086394721468093,0.0,0.08472404429935626,0.02117524225912754,0.04369817076995111,0.6714,0.7858,0.2182,-0.5343,0.4099,-0.0649,0.0,0.2777,behavioral deviation detected; procurement relevance is weak
V0523,0.235,0.1868975358027245,0.1288974684656345,LOW_RELEVANCE,0.2874244669935013,0.07885040530582166,0.0,0.11606116856713515,0.06774485945621694,1.63,0.1724,0.1,0.2568,1.0084,-0.3939,-0.625,-0.2623,behavioral deviation detected; procurement relevance is weak
V0234,0.2659,0.005452265001884031,0.1287805355652843,LOW_RELEVANCE,0.0,0.043458852788317445,0.0,0.004744053345718741,0.0,1.2777,0.5529,0.1778,0.1363,-0.0638,-0.0143,0.0,-1.0792,behavioral deviation detected; procurement relevance is weak
V0504,0.2426,0.13226399275163242,0.12876085495373402,LOW_RELEVANCE,0.2051632594665056,0.0,0.09974792942023766,0.0,0.0572218284571766,1.4079,0.2935,0.1385,-0.0514,0.6453,0.0572,-1.5789,0.3324,behavioral deviation detected; procurement relevance is weak
V0507,0.2397,0.13400236810007216,0.12873446558290055,LOW_RELEVANCE,0.16000268799139844,0.18117801190021288,0.024358515724088585,0.0,0.11155423509425186,1.2801,0.4921,0.2,0.6638,0.4762,0.2162,0.0,0.0749,behavioral deviation detected; procurement relevance is weak
V0516,0.2542,0.060571991214957294,0.12872957345996455,LOW_RELEVANCE,0.08695810963807019,0.05455233052850525,0.0,0.0,0.030993756252990303,0.9564,0.6497,0.1818,0.1731,0.2381,0.303,0.0,-0.7374,behavioral deviation detected; procurement relevance is weak
V0010,0.2527,0.07775165383784521,0.128701472085891,LOW_RELEVANCE,0.08695810963807019,0.1578001740546307,0.0,0.008919722497522299,0.052713432627374025,1.3904,0.3812,0.1375,0.5621,0.2381,-0.027,-1.4035,-0.4733,behavioral deviation detected; procurement relevance is weak
V0122,0.2433,0.12683818659853294,0.1284998960985798,LOW_RELEVANCE,0.1548057743669495,0.15898068458972275,0.0,0.169963755083972,0.07059570395872689,1.1521,0.4925,0.1333,0.5671,0.4579,-0.6143,0.0,-0.0944,behavioral deviation detected; procurement relevance is weak
V0129,0.2419,0.1372354391228189,0.1281768768698462,LOW_RELEVANCE,0.18401984463737842,0.02308769416132079,0.12480308069315596,0.07338769458858414,0.098001850440103,1.197,0.4973,0.1077,0.0709,0.5638,-0.2376,-0.8,0.4278,behavioral deviation detected; procurement relevance is weak
V0419,0.2443,0.11680633880470055,0.12806857519462617,LOW_RELEVANCE,0.2123751614630919,0.0,0.0,0.0,0.0,1.1848,0.4752,0.1333,-0.1246,0.6741,0.3542,-0.7407,-0.005,behavioral deviation detected; procurement relevance is weak
V0362,0.2342,0.18623848207129137,0.1279532746651753,LOW_RELEVANCE,0.28843854955313947,0.0217497635895262,0.06739617010693857,0.0032891458187979668,0.0971557864341326,1.7201,0.1498,0.08,0.0667,1.0134,-0.0099,0.0,0.2168,behavioral deviation detected; procurement relevance is weak
V0476,0.2355,0.13091737275985457,0.12619109234883852,LOW_RELEVANCE,0.12672907642867123,0.18155776838084847,0.11595697657285989,0.04900779813605528,0.1385125024287601,1.1747,0.4657,0.2,0.6655,0.3628,-0.1546,0.0,0.3935,behavioral deviation detected; procurement relevance is weak
V0381,0.2448,0.06872670554447662,0.12561918422667565,LOW_RELEVANCE,0.08283806588891335,0.10666428443809184,0.0,0.03812241495399019,0.04229967212651867,0.7825,0.7109,0.2222,0.3582,0.2258,-0.1189,-0.4762,-0.9957,behavioral deviation detected; procurement relevance is weak
V0086,0.2373,0.13874674954259683,0.12539964182847982,LOW_RELEVANCE,0.21125694093891972,0.06416695261565336,0.0,0.08753573818358781,0.05239305401566602,1.9735,0.1822,0.0857,0.2057,0.6696,-0.2878,-2.0,-0.5801,behavioral deviation detected; procurement relevance is weak
V0453,0.2273,0.1785042859516267,0.12451811812669492,LOW_RELEVANCE,0.22965519366468432,0.13544668587896252,0.04595325170933376,0.11611325535488054,0.13229202113042038,1.1488,0.3835,0.1273,0.47,0.7453,-0.3941,0.0,0.1445,behavioral deviation detected; procurement relevance is weak
V0081,0.2353,0.12824185148749206,0.12388490016243854,LOW_RELEVANCE,0.19577945055652063,0.07355938484343154,0.0,0.018709930655501767,0.05400265483709428,1.4762,0.2502,0.1091,0.2382,0.6086,-0.0572,0.0,-0.607,behavioral deviation detected; procurement relevance is weak
V0355,0.2435,0.07815462879499738,0.12378713930987154,LOW_RELEVANCE,0.1131606952820149,0.06722218767489584,0.0,0.0,0.03924791934450837,1.3476,0.3656,0.125,0.2162,0.319,0.2519,-1.3158,-0.6231,behavioral deviation detected; procurement relevance is weak
V0079,0.2468,0.0461823851137894,0.12269691266663232,LOW_RELEVANCE,0.0,0.18155776838084847,0.2285537955153261,0.0,0.030555746334307493,1.233,0.5045,0.14,0.6655,-0.4927,0.191,0.0,0.8888,behavioral deviation detected; procurement relevance is weak
V0277,0.2371,0.10594682120997055,0.12257828161698313,LOW_RELEVANCE,0.1552341690883287,0.04449469694556805,0.0,0.15497718438397837,0.037399026793613316,1.071,0.5765,0.1,0.1397,0.4594,-0.5502,-0.5556,-0.3185,behavioral deviation detected; procurement relevance is weak
