vendor_id,legal_name,name,vendor_type,region,headquarters_region,primary_category,secondary_category,specialization,registration_date
V0310,Jupiter Services 310,Jupiter Services 310,COMPANY,KA-BENGALURU,KA-BENGALURU,FURNITURE,BUILDING_CONSTRUCTION,0.631,2022-07-08
V0311,Kaveri Services 311,Kaveri Services 311,COMPANY,TN-NORTH,TN-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.734,2018-07-24
V0312,Lotus Services 312,Lotus Services 312,COMPANY,KA-SOUTH,KA-SOUTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.585,2014-09-26
V0313,Metro Services 313,Metro Services 313,PARTNERSHIP,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.74,2023-10-11
V0314,National Services 314,National Services 314,COMPANY,TN-NORTH,TN-NORTH,LAB_EQUIPMENT,IT_SERVICES,0.889,2021-05-04
V0315,Omega Services 315,Omega Services 315,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,LAB_EQUIPMENT,IT_SERVICES,0.98,2012-08-06
V0316,Prime Services 316,Prime Services 316,COMPANY,KA-NORTH,KA-NORTH,BUILDING_CONSTRUCTION,CIVIL_MAINTENANCE,0.67,2021-09-09
V0317,Quantum Services 317,Quantum Services 317,COMPANY,TN-NORTH,TN-NORTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.77,2017-10-05
V0318,Raven Services 318,Raven Services 318,COMPANY,TN-NORTH,TN-NORTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.704,2017-05-02
V0319,Summit Services 319,Summit Services 319,COMPANY,TN-NORTH,TN-NORTH,FURNITURE,BUILDING_CONSTRUCTION,0.765,2021-08-16
V0320,Vertex Services 320,Vertex Services 320,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.841,2018-06-02
V0321,Apex Infrastructure 321,Apex Infrastructure 321,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.757,2017-06-22
V0322,Bharat Infrastructure 322,Bharat Infrastructure 322,COMPANY,AP-SOUTH,AP-SOUTH,FURNITURE,BUILDING_CONSTRUCTION,0.795,2025-02-09
V0323,Crest Infrastructure 323,Crest Infrastructure 323,PROPRIETORSHIP,KA-NORTH,KA-NORTH,IT_SERVICES,LAB_EQUIPMENT,0.721,2024-03-05
V0324,Delta Infrastructure 324,Delta Infrastructure 324,COMPANY,KA-BENGALURU,KA-BENGALURU,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.681,2024-04-06
V0325,Eastern Infrastructure 325,Eastern Infrastructure 325,COMPANY,TN-NORTH,TN-NORTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.698,2013-12-28
V0326,Frontier Infrastructure 326,Frontier Infrastructure 326,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.784,2015-05-13
V0327,Galaxy Infrastructure 327,Galaxy Infrastructure 327,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,FURNITURE,BUILDING_CONSTRUCTION,0.715,2020-12-11
V0328,Horizon Infrastructure 328,Horizon Infrastructure 328,COMPANY,KA-BENGALURU,KA-BENGALURU,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.804,2015-08-06
V0329,Indus Infrastructure 329,Indus Infrastructure 329,PARTNERSHIP,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.719,2019-05-25
V0330,Jupiter Infrastructure 330,Jupiter Infrastructure 330,COMPANY,AP-SOUTH,AP-SOUTH,BUILDING_CONSTRUCTION,CIVIL_MAINTENANCE,0.679,2014-07-27
V0331,Kaveri Infrastructure 331,Kaveri Infrastructure 331,COMPANY,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.721,2012-12-05
V0332,Lotus Infrastructure 332,Lotus Infrastructure 332,COMPANY,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.807,2019-06-14
V0333,Metro Infrastructure 333,Metro Infrastructure 333,COMPANY,KA-BENGALURU,KA-BENGALURU,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.623,2022-07-22
V0334,National Infrastructure 334,National Infrastructure 334,COMPANY,KA-SOUTH,KA-SOUTH,LAB_EQUIPMENT,IT_SERVICES,0.856,2020-09-25
V0335,Omega Infrastructure 335,Omega Infrastructure 335,COMPANY,KA-NORTH,KA-NORTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.78,2018-07-11
V0336,Prime Infrastructure 336,Prime Infrastructure 336,COMPANY,KA-CENTRAL,KA-CENTRAL,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.806,2024-11-22
V0337,Quantum Infrastructure 337,Quantum Infrastructure 337,COMPANY,AP-SOUTH,AP-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.843,2017-10-14
V0338,Raven Infrastructure 338,Raven Infrastructure 338,COMPANY,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.873,2021-10-17
V0339,Summit Infrastructure 339,Summit Infrastructure 339,COMPANY,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.675,2023-03-12
V0340,Vertex Infrastructure 340,Vertex Infrastructure 340,COMPANY,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.811,2019-11-02
V0341,Apex Engineering 341,Apex Engineering 341,COMPANY,AP-SOUTH,AP-SOUTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.874,2015-09-27
V0342,Bharat Engineering 342,Bharat Engineering 342,PARTNERSHIP,AP-SOUTH,AP-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.7,2024-02-06
V0343,Crest Engineering 343,Crest Engineering 343,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.804,2019-05-28
V0344,Delta Engineering 344,Delta Engineering 344,COMPANY,KA-SOUTH,KA-SOUTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.935,2021-10-09
V0345,Eastern Engineering 345,Eastern Engineering 345,COMPANY,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.695,2017-11-26
V0346,Frontier Engineering 346,Frontier Engineering 346,PARTNERSHIP,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.712,2018-03-11
V0347,Galaxy Engineering 347,Galaxy Engineering 347,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.723,2016-06-11
V0348,Horizon Engineering 348,Horizon Engineering 348,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.56,2012-02-29
V0349,Indus Engineering 349,Indus Engineering 349,COMPANY,AP-SOUTH,AP-SOUTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.869,2016-04-26
V0350,Jupiter Engineering 350,Jupiter Engineering 350,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.755,2024-09-01
V0351,Kaveri Engineering 351,Kaveri Engineering 351,COMPANY,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.81,2016-02-03
V0352,Lotus Engineering 352,Lotus Engineering 352,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,FURNITURE,BUILDING_CONSTRUCTION,0.777,2023-05-15
V0353,Metro Engineering 353,Metro Engineering 353,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.672,2014-09-05
V0354,National Engineering 354,National Engineering 354,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.816,2018-02-18
V0355,Omega Engineering 355,Omega Engineering 355,PARTNERSHIP,KA-SOUTH,KA-SOUTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.99,2012-03-27
V0356,Prime Engineering 356,Prime Engineering 356,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.765,2016-10-23
V0357,Quantum Engineering 357,Quantum Engineering 357,COMPANY,KA-BENGALURU,KA-BENGALURU,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.663,2019-03-01
V0358,Raven Engineering 358,Raven Engineering 358,COMPANY,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.678,2020-02-22
V0359,Summit Engineering 359,Summit Engineering 359,COMPANY,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.841,2020-12-01
V0360,Vertex Engineering 360,Vertex Engineering 360,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.873,2014-05-05
V0361,Apex Enterprises 361,Apex Enterprises 361,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,BUILDING_CONSTRUCTION,CIVIL_MAINTENANCE,0.751,2022-04-13
V0362,Bharat Enterprises 362,Bharat Enterprises 362,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.778,2015-04-05
V0363,Crest Enterprises 363,Crest Enterprises 363,COMPANY,KA-CENTRAL,KA-CENTRAL,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.914,2014-06-07
V0364,Delta Enterprises 364,Delta Enterprises 364,COMPANY,KA-NORTH,KA-NORTH,FURNITURE,BUILDING_CONSTRUCTION,0.65,2025-01-26
V0365,Eastern Enterprises 365,Eastern Enterprises 365,COMPANY,AP-SOUTH,AP-SOUTH,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.852,2020-01-07
V0366,Frontier Enterprises 366,Frontier Enterprises 366,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.728,2014-11-25
V0367,Galaxy Enterprises 367,Galaxy Enterprises 367,PARTNERSHIP,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.773,2025-01-22
V0368,Horizon Enterprises 368,Horizon Enterprises 368,COMPANY,KA-CENTRAL,KA-CENTRAL,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.782,2015-12-15
V0369,Indus Enterprises 369,Indus Enterprises 369,COMPANY,KA-SOUTH,KA-SOUTH,IT_SERVICES,LAB_EQUIPMENT,0.811,2022-05-13
V0370,Jupiter Enterprises 370,Jupiter Enterprises 370,COMPANY,KA-BENGALURU,KA-BENGALURU,FURNITURE,BUILDING_CONSTRUCTION,0.746,2014-02-07
V0371,Kaveri Enterprises 371,Kaveri Enterprises 371,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.68,2021-05-11
V0372,Lotus Enterprises 372,Lotus Enterprises 372,PARTNERSHIP,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.647,2020-06-22
V0373,Metro Enterprises 373,Metro Enterprises 373,COMPANY,TN-NORTH,TN-NORTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.759,2018-11-05
V0374,National Enterprises 374,National Enterprises 374,PARTNERSHIP,KA-SOUTH,KA-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.708,2012-04-20
V0375,Omega Enterprises 375,Omega Enterprises 375,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.695,2020-06-18
V0376,Prime Enterprises 376,Prime Enterprises 376,COMPANY,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.636,2014-03-26
V0377,Quantum Enterprises 377,Quantum Enterprises 377,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.831,2017-07-30
V0378,Raven Enterprises 378,Raven Enterprises 378,COMPANY,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.673,2020-04-01
V0379,Summit Enterprises 379,Summit Enterprises 379,COMPANY,KA-SOUTH,KA-SOUTH,FURNITURE,BUILDING_CONSTRUCTION,0.734,2017-07-19
V0380,Vertex Enterprises 380,Vertex Enterprises 380,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.887,2024-07-19
V0381,Apex Solutions 381,Apex Solutions 381,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.742,2022-06-10
V0382,Bharat Solutions 382,Bharat Solutions 382,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.847,2023-12-26
V0383,Crest Solutions 383,Crest Solutions 383,COMPANY,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.784,2019-04-26
V0384,Delta Solutions 384,Delta Solutions 384,PARTNERSHIP,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.934,2021-08-07
V0385,Eastern Solutions 385,Eastern Solutions 385,COMPANY,TN-NORTH,TN-NORTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.821,2014-09-20
V0386,Frontier Solutions 386,Frontier Solutions 386,COMPANY,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.672,2014-07-05
V0387,Galaxy Solutions 387,Galaxy Solutions 387,COMPANY,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.832,2014-10-16
V0388,Horizon Solutions 388,Horizon Solutions 388,COMPANY,KA-SOUTH,KA-SOUTH,FURNITURE,BUILDING_CONSTRUCTION,0.566,2017-11-26
V0389,Indus Solutions 389,Indus Solutions 389,COMPANY,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.674,2014-02-13
V0390,Jupiter Solutions 390,Jupiter Solutions 390,COMPANY,TN-NORTH,TN-NORTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.759,2013-12-02
V0391,Kaveri Solutions 391,Kaveri Solutions 391,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.767,2013-09-04
V0392,Lotus Solutions 392,Lotus Solutions 392,COMPANY,KA-BENGALURU,KA-BENGALURU,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.907,2017-05-22
V0393,Metro Solutions 393,Metro Solutions 393,COMPANY,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.648,2019-04-07
V0394,National Solutions 394,National Solutions 394,COMPANY,KA-SOUTH,KA-SOUTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.825,2025-02-10
V0395,Omega Solutions 395,Omega Solutions 395,PARTNERSHIP,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.612,2021-05-14
V0396,Prime Solutions 396,Prime Solutions 396,COMPANY,KA-CENTRAL,KA-CENTRAL,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.923,2022-03-20
V0397,Quantum Solutions 397,Quantum Solutions 397,PARTNERSHIP,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.776,2023-02-18
V0398,Raven Solutions 398,Raven Solutions 398,COMPANY,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.588,2021-05-19
V0399,Summit Solutions 399,Summit Solutions 399,PROPRIETORSHIP,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.713,2012-06-09
V0400,Vertex Solutions 400,Vertex Solutions 400,COMPANY,TN-NORTH,TN-NORTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.742,2019-01-14
V0401,Apex Industries 401,Apex Industries 401,COMPANY,KA-BENGALURU,KA-BENGALURU,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.738,2019-03-24
V0402,Bharat Industries 402,Bharat Industries 402,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.928,2014-04-24
V0403,Crest Industries 403,Crest Industries 403,PROPRIETORSHIP,TN-NORTH,TN-NORTH,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.97,2022-06-16
V0404,Delta Industries 404,Delta Industries 404,COMPANY,KA-BENGALURU,KA-BENGALURU,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.883,2013-08-16
V0405,Eastern Industries 405,Eastern Industries 405,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.8,2017-01-09
V0406,Frontier Industries 406,Frontier Industries 406,COMPANY,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.702,2024-07-12
V0407,Galaxy Industries 407,Galaxy Industries 407,PROPRIETORSHIP,AP-SOUTH,AP-SOUTH,LAB_EQUIPMENT,IT_SERVICES,0.988,2013-03-12
V0408,Horizon Industries 408,Horizon Industries 408,COMPANY,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.786,2020-07-27
V0409,Indus Industries 409,Indus Industries 409,PARTNERSHIP,AP-SOUTH,AP-SOUTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.849,2022-09-13
V0410,Jupiter Industries 410,Jupiter Industries 410,PROPRIETORSHIP,AP-SOUTH,AP-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.761,2016-05-19
V0411,Kaveri Industries 411,Kaveri Industries 411,COMPANY,AP-SOUTH,AP-SOUTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.716,2020-03-21
V0412,Lotus Industries 412,Lotus Industries 412,COMPANY,KA-SOUTH,KA-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.632,2018-09-12
V0413,Metro Industries 413,Metro Industries 413,COMPANY,KA-NORTH,KA-NORTH,FURNITURE,BUILDING_CONSTRUCTION,0.707,2021-07-08
V0414,National Industries 414,National Industries 414,COMPANY,KA-NORTH,KA-NORTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.759,2018-01-28
V0415,Omega Industries 415,Omega Industries 415,COMPANY,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.686,2013-09-07
V0416,Prime Industries 416,Prime Industries 416,PROPRIETORSHIP,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.617,2013-05-20
V0417,Quantum Industries 417,Quantum Industries 417,COMPANY,KA-SOUTH,KA-SOUTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.895,2018-10-25
V0418,Raven Industries 418,Raven Industries 418,COMPANY,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.746,2020-03-07
V0419,Summit Industries 419,Summit Industries 419,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.801,2018-08-02
V0420,Vertex Industries 420,Vertex Industries 420,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.646,2019-12-01
V0421,Apex Systems 421,Apex Systems 421,COMPANY,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.722,2012-03-16
V0422,Bharat Systems 422,Bharat Systems 422,COMPANY,TN-NORTH,TN-NORTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.801,2018-09-12
V0423,Crest Systems 423,Crest Systems 423,COMPANY,KA-BENGALURU,KA-BENGALURU,IT_SERVICES,LAB_EQUIPMENT,0.934,2020-10-26
V0424,Delta Systems 424,Delta Systems 424,COMPANY,KA-BENGALURU,KA-BENGALURU,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.82,2013-11-19
V0425,Eastern Systems 425,Eastern Systems 425,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.702,2015-12-20
V0426,Frontier Systems 426,Frontier Systems 426,COMPANY,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.724,2019-06-14
V0427,Galaxy Systems 427,Galaxy Systems 427,PARTNERSHIP,KA-SOUTH,KA-SOUTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.747,2015-01-24
V0428,Horizon Systems 428,Horizon Systems 428,PARTNERSHIP,KA-CENTRAL,KA-CENTRAL,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.707,2014-02-11
V0429,Indus Systems 429,Indus Systems 429,COMPANY,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.739,2019-06-17
V0430,Jupiter Systems 430,Jupiter Systems 430,COMPANY,TN-NORTH,TN-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.721,2015-04-03
V0431,Kaveri Systems 431,Kaveri Systems 431,PARTNERSHIP,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.776,2013-09-15
V0432,Lotus Systems 432,Lotus Systems 432,COMPANY,KA-SOUTH,KA-SOUTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.712,2020-05-30
V0433,Metro Systems 433,Metro Systems 433,COMPANY,AP-SOUTH,AP-SOUTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.779,2024-04-24
V0434,National Systems 434,National Systems 434,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.795,2024-11-09
V0435,Omega Systems 435,Omega Systems 435,PARTNERSHIP,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.653,2016-07-11
V0436,Prime Systems 436,Prime Systems 436,COMPANY,KA-BENGALURU,KA-BENGALURU,BUILDING_CONSTRUCTION,CIVIL_MAINTENANCE,0.773,2014-12-27
V0437,Quantum Systems 437,Quantum Systems 437,PROPRIETORSHIP,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.857,2013-10-19
V0438,Raven Systems 438,Raven Systems 438,COMPANY,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.775,2022-10-11
V0439,Summit Systems 439,Summit Systems 439,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.71,2018-06-04
V0440,Vertex Systems 440,Vertex Systems 440,COMPANY,TN-NORTH,TN-NORTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.571,2021-03-06
V0441,Apex Projects 441,Apex Projects 441,PARTNERSHIP,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.654,2020-07-08
V0442,Bharat Projects 442,Bharat Projects 442,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.596,2015-04-07
V0443,Crest Projects 443,Crest Projects 443,COMPANY,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.669,2013-03-03
V0444,Delta Projects 444,Delta Projects 444,PARTNERSHIP,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.635,2020-06-28
V0445,Eastern Projects 445,Eastern Projects 445,PARTNERSHIP,KA-SOUTH,KA-SOUTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.638,2020-06-04
V0446,Frontier Projects 446,Frontier Projects 446,COMPANY,KA-SOUTH,KA-SOUTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.585,2019-12-25
V0447,Galaxy Projects 447,Galaxy Projects 447,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.853,2016-12-24
V0448,Horizon Projects 448,Horizon Projects 448,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.742,2017-07-05
V0449,Indus Projects 449,Indus Projects 449,PROPRIETORSHIP,KA-NORTH,KA-NORTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.536,2025-02-07
V0450,Jupiter Projects 450,Jupiter Projects 450,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.509,2012-10-21
V0451,Kaveri Projects 451,Kaveri Projects 451,COMPANY,TN-NORTH,TN-NORTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.749,2012-02-13
V0452,Lotus Projects 452,Lotus Projects 452,COMPANY,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.654,2013-02-15
V0453,Metro Projects 453,Metro Projects 453,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.789,2014-10-14
V0454,National Projects 454,National Projects 454,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.782,2021-12-27
V0455,Omega Projects 455,Omega Projects 455,COMPANY,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.772,2023-10-29
V0456,Prime Projects 456,Prime Projects 456,COMPANY,KA-NORTH,KA-NORTH,LAB_EQUIPMENT,IT_SERVICES,0.967,2021-11-20
V0457,Quantum Projects 457,Quantum Projects 457,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.635,2016-10-18
V0458,Raven Projects 458,Raven Projects 458,PARTNERSHIP,KA-NORTH,KA-NORTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.853,2014-11-07
V0459,Summit Projects 459,Summit Projects 459,COMPANY,AP-SOUTH,AP-SOUTH,IT_SERVICES,LAB_EQUIPMENT,0.81,2018-01-01
V0460,Vertex Projects 460,Vertex Projects 460,COMPANY,KA-BENGALURU,KA-BENGALURU,LAB_EQUIPMENT,IT_SERVICES,0.99,2013-09-30
V0461,Apex Services 461,Apex Services 461,COMPANY,KA-BENGALURU,KA-BENGALURU,BUILDING_CONSTRUCTION,CIVIL_MAINTENANCE,0.683,2015-11-01
V0462,Bharat Services 462,Bharat Services 462,PARTNERSHIP,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.616,2014-05-11
V0463,Crest Services 463,Crest Services 463,COMPANY,KA-CENTRAL,KA-CENTRAL,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.711,2012-11-09
