vendor_id,investigation_priority,evidence_family_count,evidence_families,weighted_evidence_strength,strongest_family_strength,convergence_strength,evidence_diversity,persistence_strength,context_factor,minimum_family_context,core_evidence_families,supporting_evidence_families,core_evidence_strength,supporting_evidence_strength,evidence_count,risk_components,explanations
V0204,24.824965794804633,4,"cooccurrence,economic,geographic,temporal",0.227366,0.366566,0.233206,0.94,0.308825,0.577144,0.123203,,geographic,0.248723,0.366566,12,"{'cooccurrence': 0.2487, 'economic': 0.2287, 'geographic': 0.3666, 'temporal': 0.1025}",[geographic] winning geography differs from participation geography by 0.48 | [cooccurrence] conditional co-bidding 4.30x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.64; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.12; persistence=0.33
V0205,14.42847710613221,2,"cooccurrence,temporal",0.191063,0.236887,0.222924,0.68,0.45713,0.35,0.200723,,,0.236887,0.0,3,"{'cooccurrence': 0.2369, 'temporal': 0.1372}",[cooccurrence] conditional co-bidding 3.75x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.22; persistence=0.17
V0206,7.260521158179979,1,temporal,0.1314,0.1314,0.1314,0.35,0.52,0.35,0.042545,,,0.1314,0.0,1,{'temporal': 0.1314},[temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.52
V0207,16.66193007549115,3,"cooccurrence,economic,temporal",0.176641,0.222119,0.208358,0.86,0.298107,0.45563,0.159133,,,0.222119,0.0,3,"{'cooccurrence': 0.2221, 'economic': 0.202, 'temporal': 0.0948}",[cooccurrence] conditional co-bidding 3.47x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.24; bids=10 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.08
V0208,5.079234646224073,1,temporal,0.091924,0.091924,0.091924,0.35,0.05,0.35,0.060601,,,0.091924,0.0,1,{'temporal': 0.0919},[temporal] vendor behavioral regime shift; procurement relevance=0.06; persistence=0.05
V0209,14.83222368411542,3,"cooccurrence,economic,temporal",0.174695,0.194123,0.188404,0.86,0.357479,0.460456,0.167278,,,0.194123,0.0,4,"{'cooccurrence': 0.1941, 'economic': 0.171, 'temporal': 0.1559}",[cooccurrence] conditional co-bidding 1.36x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.75; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.21; persistence=0.24
V0211,15.603520917940564,3,"cooccurrence,economic,temporal",0.169033,0.210688,0.198321,0.86,0.299714,0.438951,0.132799,,,0.210688,0.0,4,"{'cooccurrence': 0.2107, 'economic': 0.1706, 'temporal': 0.1183}",[cooccurrence] conditional co-bidding 2.86x expected; persistence=0.65 | [economic] unusually compressed bid dispersion; compression=1.28; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.20
V0212,15.093046405473839,2,"cooccurrence,temporal",0.187267,0.249707,0.230681,0.68,0.513997,0.35,0.168827,,,0.249707,0.0,6,"{'cooccurrence': 0.2497, 'temporal': 0.1138}",[cooccurrence] conditional co-bidding 3.65x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.22
V0213,18.385700995146,2,"economic,geographic",0.290134,0.48201,0.168949,0.68,0.0,1.0,1.0,,geographic,0.168949,0.48201,2,"{'economic': 0.1689, 'geographic': 0.482}",[geographic] winning geography differs from participation geography by 0.58 | [economic] unusually compressed bid dispersion; compression=0.90; bids=8
V0214,21.16728354871613,2,"cooccurrence,geographic",0.300674,0.32968,0.28327,0.68,0.5,0.607294,0.214588,network,geographic,0.28327,0.32968,7,"{'cooccurrence': 0.2833, 'geographic': 0.3297}",[geographic] winning geography differs from participation geography by 0.45 | [cooccurrence] conditional co-bidding 6.21x expected; persistence=0.73
V0215,21.88502901650883,2,"cooccurrence,economic",0.259534,0.28849,0.280169,0.68,0.444462,0.596074,0.192147,network,,0.28849,0.0,21,"{'cooccurrence': 0.2885, 'economic': 0.2291}",[cooccurrence] conditional co-bidding 6.67x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.58; bids=7
V0216,13.510787961077442,2,"cooccurrence,temporal",0.174311,0.222518,0.207829,0.68,0.512838,0.35,0.050478,,,0.222518,0.0,5,"{'cooccurrence': 0.2225, 'temporal': 0.1176}",[cooccurrence] conditional co-bidding 2.16x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.17
V0217,13.380419482151135,2,"cooccurrence,temporal",0.175987,0.219862,0.206493,0.68,0.5457,0.35,0.155034,,,0.219862,0.0,4,"{'cooccurrence': 0.2199, 'temporal': 0.1244}",[cooccurrence] conditional co-bidding 2.50x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.29
V0218,19.275525262590392,3,"cooccurrence,economic,temporal",0.200023,0.260476,0.242454,0.86,0.341754,0.443455,0.129439,network,,0.260476,0.0,6,"{'cooccurrence': 0.2605, 'economic': 0.2091, 'temporal': 0.1187}",[cooccurrence] conditional co-bidding 4.71x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.29; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.18
V0219,22.674977794333692,3,"cooccurrence,economic,temporal",0.225828,0.301314,0.279061,0.86,0.394036,0.465685,0.172507,network,,0.301314,0.0,19,"{'cooccurrence': 0.3013, 'economic': 0.2143, 'temporal': 0.1499}",[cooccurrence] conditional co-bidding 1.80x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=1.45; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.20
V0220,20.03646131136641,2,"cooccurrence,economic",0.233482,0.264361,0.255487,0.68,0.393179,0.597611,0.195222,network,,0.264361,0.0,9,"{'cooccurrence': 0.2644, 'economic': 0.201}",[cooccurrence] conditional co-bidding 5.25x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=0.97; bids=9
V0221,18.78102301506776,3,"cooccurrence,geographic,temporal",0.203389,0.259182,0.230873,0.86,0.357141,0.438754,0.124646,network,,0.250847,0.259182,6,"{'cooccurrence': 0.2508, 'geographic': 0.2592, 'temporal': 0.1082}",[geographic] winning geography differs from participation geography by 0.40 | [cooccurrence] conditional co-bidding 4.38x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.12; persistence=0.17
V0222,20.0,1,geographic,0.446227,0.446227,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.446227,1,{'geographic': 0.4462},[geographic] winning geography differs from participation geography by 0.55
V0223,19.387220039573926,2,"cooccurrence,temporal",0.238554,0.321054,0.295916,0.68,0.617132,0.35,0.141963,network,,0.321054,0.0,18,"{'cooccurrence': 0.3211, 'temporal': 0.1415}",[cooccurrence] conditional co-bidding 1.34x expected; persistence=1.00 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.17
V0224,18.725915115982296,3,"cooccurrence,economic,temporal",0.213952,0.243767,0.234739,0.86,0.398788,0.470809,0.193891,,,0.243767,0.0,8,"{'cooccurrence': 0.2438, 'economic': 0.2312, 'temporal': 0.1596}",[cooccurrence] conditional co-bidding 2.40x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.86; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.22; persistence=0.33
V0228,13.833512806987935,3,"cooccurrence,economic,temporal",0.157087,0.185497,0.177186,0.86,0.279284,0.43988,0.137189,,,0.185497,0.0,3,"{'cooccurrence': 0.1598, 'economic': 0.1855, 'temporal': 0.1222}",[economic] unusually compressed bid dispersion; compression=1.17; bids=7 | [cooccurrence] conditional co-bidding 1.87x expected; persistence=0.56 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.27
V0229,15.214211629223565,2,"cooccurrence,temporal",0.207154,0.248926,0.236198,0.68,0.518916,0.35,0.231009,,,0.248926,0.0,2,"{'cooccurrence': 0.2489, 'temporal': 0.158}",[cooccurrence] conditional co-bidding 5.73x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.30; persistence=0.27
V0230,20.524108082136458,3,"cooccurrence,economic,temporal",0.194576,0.276596,0.252102,0.86,0.354123,0.456809,0.174783,network,,0.276596,0.0,8,"{'cooccurrence': 0.2766, 'economic': 0.2107, 'temporal': 0.08}",[cooccurrence] conditional co-bidding 3.83x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=1.23; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.11
V0231,15.083280654278179,2,"cooccurrence,temporal",0.191096,0.248947,0.231319,0.68,0.455278,0.35,0.153941,,,0.248947,0.0,10,"{'cooccurrence': 0.2489, 'temporal': 0.123}",[cooccurrence] conditional co-bidding 3.95x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.15; persistence=0.09
V0232,13.95978366632933,2,"cooccurrence,temporal",0.166447,0.231982,0.212013,0.68,0.494838,0.35,0.020407,,,0.231982,0.0,2,"{'cooccurrence': 0.232, 'temporal': 0.0893}",[cooccurrence] conditional co-bidding 4.08x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.17
V0233,4.511901804580674,1,temporal,0.081656,0.081656,0.081656,0.35,0.2286,0.35,0.005616,,,0.081656,0.0,1,{'temporal': 0.0817},[temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.23
V0234,13.836625193942421,1,geographic,0.230489,0.230489,0.0,0.35,0.0,1.0,1.0,,,0.0,0.230489,1,{'geographic': 0.2305},[geographic] winning geography differs from participation geography by 0.38
V0235,11.696041695090962,1,temporal,0.211674,0.211674,0.211674,0.35,0.44,0.35,0.266756,,,0.211674,0.0,1,{'temporal': 0.2117},[temporal] vendor behavioral regime shift; procurement relevance=0.27; persistence=0.44
V0236,6.878789214775714,1,cooccurrence,0.124492,0.124492,0.124492,0.35,0.2101,0.35,0.188489,,,0.124492,0.0,1,{'cooccurrence': 0.1245},[cooccurrence] conditional co-bidding 2.19x expected; persistence=0.21
V0239,16.484033894386815,1,economic,0.191675,0.191675,0.191675,0.35,0.0,1.0,1.0,,,0.191675,0.0,1,{'economic': 0.1917},[economic] unusually compressed bid dispersion; compression=1.28; bids=8
V0240,14.664004193243048,2,"cooccurrence,temporal",0.179314,0.265388,0.265388,0.68,0.519465,0.35,0.087129,network,,0.265388,0.0,6,"{'cooccurrence': 0.2654, 'temporal': 0.0781}",[cooccurrence] conditional co-bidding 5.46x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.09; persistence=0.23
V0241,20.27672692686888,3,"cooccurrence,economic,temporal",0.192382,0.277034,0.251972,0.86,0.338073,0.44173,0.127557,network,,0.277034,0.0,7,"{'cooccurrence': 0.277, 'economic': 0.1892, 'temporal': 0.0963}",[cooccurrence] conditional co-bidding 6.12x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=2.34; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.13
V0242,17.839024225499234,2,"cooccurrence,economic",0.212059,0.235868,0.229026,0.68,0.444462,0.592181,0.184362,,,0.235868,0.0,21,"{'cooccurrence': 0.2359, 'economic': 0.187}",[cooccurrence] conditional co-bidding 2.67x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.01; bids=9
V0243,15.072878876021441,2,"cooccurrence,economic",0.190064,0.197794,0.195572,0.68,0.358974,0.591934,0.183868,,,0.197794,0.0,4,"{'cooccurrence': 0.1978, 'economic': 0.1819}",[cooccurrence] conditional co-bidding 1.85x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=2.00; bids=4
V0244,27.75008492240975,4,"cooccurrence,economic,geographic,temporal",0.217488,0.299285,0.273485,0.94,0.32835,0.598029,0.171354,network,,0.299285,0.242855,17,"{'cooccurrence': 0.2993, 'economic': 0.2063, 'geographic': 0.2429, 'temporal': 0.1158}",[cooccurrence] conditional co-bidding 2.62x expected; persistence=0.93 | [geographic] winning geography differs from participation geography by 0.39 | [economic] unusually compressed bid dispersion; compression=2.34; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.22
V0245,19.4294446999632,2,"cooccurrence,economic",0.234321,0.254593,0.248767,0.68,0.410256,0.600543,0.201087,network,,0.254593,0.0,8,"{'cooccurrence': 0.2546, 'economic': 0.213}",[cooccurrence] conditional co-bidding 4.00x expected; persistence=0.76 | [economic] unusually compressed bid dispersion; compression=1.28; bids=8
V0247,12.767940819392726,1,cooccurrence,0.231073,0.231073,0.231073,0.35,0.8,0.35,0.183828,,,0.231073,0.0,3,{'cooccurrence': 0.2311},[cooccurrence] conditional co-bidding 3.07x expected; persistence=0.73
V0248,21.35642443174834,2,"cooccurrence,economic",0.237329,0.283047,0.269909,0.68,0.444462,0.599131,0.198262,network,,0.283047,0.0,15,"{'cooccurrence': 0.283, 'economic': 0.1892}",[cooccurrence] conditional co-bidding 3.18x expected; persistence=0.87 | [economic] unusually compressed bid dispersion; compression=2.34; bids=4
V0249,17.8356091134603,2,"cooccurrence,economic",0.226189,0.233796,0.23161,0.68,0.393179,0.592276,0.184552,,,0.233796,0.0,10,"{'cooccurrence': 0.2338, 'economic': 0.2182}",[cooccurrence] conditional co-bidding 3.40x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.45; bids=6
V0250,18.192116912848046,2,"cooccurrence,economic",0.220023,0.238903,0.233749,0.68,0.358974,0.596888,0.193776,,,0.238903,0.0,4,"{'cooccurrence': 0.2021, 'economic': 0.2389}",[economic] unusually compressed bid dispersion; compression=1.58; bids=6 | [cooccurrence] conditional co-bidding 2.08x expected; persistence=0.70
V0251,17.253734351325935,3,"cooccurrence,economic,temporal",0.183031,0.231443,0.216659,0.86,0.327796,0.449315,0.151976,,,0.231443,0.0,8,"{'cooccurrence': 0.2314, 'economic': 0.2224, 'temporal': 0.0821}",[cooccurrence] conditional co-bidding 3.15x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.74; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.15; persistence=0.18
V0254,22.01195739308026,2,"cooccurrence,economic",0.259301,0.29218,0.283204,0.68,0.427333,0.588038,0.176075,economic,,0.29218,0.0,10,"{'cooccurrence': 0.2281, 'economic': 0.2922}",[economic] unusually compressed bid dispersion; compression=2.03; bids=9 | [cooccurrence] conditional co-bidding 2.22x expected; persistence=0.83
V0255,20.34978226369912,2,"cooccurrence,economic",0.247913,0.26542,0.260389,0.68,0.410256,0.604418,0.208836,network,,0.26542,0.0,6,"{'cooccurrence': 0.2654, 'economic': 0.2295}",[cooccurrence] conditional co-bidding 4.20x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.86; bids=6
V0256,18.991711015458645,3,"cooccurrence,economic,temporal",0.190327,0.255886,0.2363,0.86,0.361607,0.450742,0.141561,network,,0.255886,0.0,11,"{'cooccurrence': 0.2559, 'economic': 0.204, 'temporal': 0.0979}",[cooccurrence] conditional co-bidding 4.00x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=0.91; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.25
V0258,15.888838700411661,2,"cooccurrence,temporal",0.191626,0.287555,0.287555,0.68,0.511678,0.35,0.162509,network,,0.287555,0.0,11,"{'cooccurrence': 0.2876, 'temporal': 0.0788}",[cooccurrence] conditional co-bidding 9.00x expected; persistence=0.61 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.13
V0259,14.527239905355557,1,cooccurrence,0.262913,0.262913,0.262913,0.35,0.9,0.35,0.215074,network,,0.262913,0.0,6,{'cooccurrence': 0.2629},[cooccurrence] conditional co-bidding 1.68x expected; persistence=0.90
V0262,21.724406046880386,3,"cooccurrence,economic,temporal",0.229571,0.282631,0.266616,0.86,0.364893,0.481915,0.203195,"network,economic",,0.282631,0.0,12,"{'cooccurrence': 0.2826, 'economic': 0.2555, 'temporal': 0.1382}",[cooccurrence] conditional co-bidding 6.38x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.49; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.24; persistence=0.30
V0263,16.3452394679971,3,"cooccurrence,economic,temporal",0.176148,0.253015,0.243563,0.86,0.394036,0.404339,0.027524,network,,0.253015,0.0,13,"{'cooccurrence': 0.253, 'economic': 0.1855, 'temporal': 0.0753}",[cooccurrence] conditional co-bidding 4.15x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.17; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.03; persistence=0.20
V0264,15.296976409439514,2,"cooccurrence,temporal",0.177002,0.255019,0.231247,0.68,0.506324,0.35,0.12528,network,,0.255019,0.0,5,"{'cooccurrence': 0.255, 'temporal': 0.0852}",[cooccurrence] conditional co-bidding 4.08x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.20
V0265,9.372687834626959,2,"geographic,temporal",0.242818,0.432549,0.108891,0.68,0.117241,0.51057,0.02114,,geographic,0.108891,0.432549,2,"{'geographic': 0.4325, 'temporal': 0.1089}",[geographic] winning geography differs from participation geography by 0.53 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.20
V0266,14.981512888983438,2,"cooccurrence,economic",0.186578,0.19675,0.193827,0.68,0.410256,0.592967,0.185935,,,0.19675,0.0,2,"{'cooccurrence': 0.1968, 'economic': 0.1759}",[cooccurrence] conditional co-bidding 2.05x expected; persistence=0.80 | [economic] unusually compressed bid dispersion; compression=1.89; bids=4
V0267,28.015141595313047,4,"cooccurrence,economic,geographic,temporal",0.250746,0.548057,0.239359,0.94,0.265676,0.588391,0.1131,network,geographic,0.261564,0.548057,4,"{'cooccurrence': 0.2616, 'economic': 0.197, 'geographic': 0.5481, 'temporal': 0.0882}",[geographic] winning geography differs from participation geography by 0.65 | [cooccurrence] conditional co-bidding 6.94x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.44; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.20
V0269,19.210042479789113,4,"cooccurrence,economic,geographic,temporal",0.202958,0.408799,0.197585,0.94,0.283851,0.574147,0.102269,,geographic,0.199288,0.408799,4,"{'cooccurrence': 0.1993, 'economic': 0.1871, 'geographic': 0.4088, 'temporal': 0.0797}",[geographic] winning geography differs from participation geography by 0.51 | [cooccurrence] conditional co-bidding 2.53x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.45; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.10; persistence=0.27
V0270,12.21509521677177,1,cooccurrence,0.221068,0.221068,0.221068,0.35,0.7667,0.35,0.184209,,,0.221068,0.0,2,{'cooccurrence': 0.2211},[cooccurrence] conditional co-bidding 2.52x expected; persistence=0.77
V0271,10.84727403773154,1,cooccurrence,0.196313,0.196313,0.196313,0.35,0.7667,0.35,0.188869,,,0.196313,0.0,1,{'cooccurrence': 0.1963},[cooccurrence] conditional co-bidding 2.21x expected; persistence=0.77
V0273,17.41331610104463,1,geographic,0.335686,0.335686,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.335686,1,{'geographic': 0.3357},[geographic] winning geography differs from participation geography by 0.45
V0274,15.411866814612774,1,cooccurrence,0.278923,0.278923,0.278923,0.35,0.7333,0.35,0.206682,network,,0.278923,0.0,5,{'cooccurrence': 0.2789},[cooccurrence] conditional co-bidding 6.32x expected; persistence=0.73
V0275,19.663305987652475,3,"cooccurrence,economic,temporal",0.194029,0.278981,0.253665,0.86,0.394036,0.398712,0.008083,network,,0.278981,0.0,14,"{'cooccurrence': 0.279, 'economic': 0.2059, 'temporal': 0.0808}",[cooccurrence] conditional co-bidding 3.83x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=1.17; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.20
V0276,16.259438602360092,3,"cooccurrence,economic,temporal",0.178236,0.244947,0.238143,0.86,0.3609,0.430533,0.106856,,,0.244947,0.0,9,"{'cooccurrence': 0.2449, 'economic': 0.1963, 'temporal': 0.0795}",[cooccurrence] conditional co-bidding 2.91x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.45; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.17
V0277,26.98549809264879,2,"cooccurrence,economic",0.26445,0.348601,0.324419,0.68,0.512821,0.647358,0.294717,network,,0.348601,0.0,20,"{'cooccurrence': 0.3486, 'economic': 0.1759}",[cooccurrence] conditional co-bidding 1.06x expected; persistence=1.00 | [economic] unusually compressed bid dispersion; compression=1.89; bids=4
V0278,21.719162244865544,3,"cooccurrence,economic,temporal",0.191499,0.304439,0.271224,0.86,0.351582,0.42185,0.037556,network,,0.304439,0.0,10,"{'cooccurrence': 0.3044, 'economic': 0.167, 'temporal': 0.086}",[cooccurrence] conditional co-bidding 3.92x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=0.73; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.18
V0279,13.19037983344136,1,cooccurrence,0.238718,0.238718,0.238718,0.35,0.7,0.35,0.22682,,,0.238718,0.0,1,{'cooccurrence': 0.2387},[cooccurrence] conditional co-bidding 5.25x expected; persistence=0.70
V0280,16.949329363668888,3,"cooccurrence,economic,temporal",0.170847,0.226028,0.209605,0.86,0.353252,0.460852,0.180759,,,0.226028,0.0,7,"{'cooccurrence': 0.226, 'economic': 0.1767, 'temporal': 0.0994}",[cooccurrence] conditional co-bidding 2.73x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=0.93; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.18
V0281,20.149683448143886,3,"cooccurrence,economic,temporal",0.181832,0.270963,0.244589,0.86,0.329011,0.464053,0.186229,network,,0.270963,0.0,6,"{'cooccurrence': 0.271, 'economic': 0.1772, 'temporal': 0.0822}",[cooccurrence] conditional co-bidding 5.10x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.29; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.18
V0284,23.591252981250413,4,"cooccurrence,economic,geographic,temporal",0.199868,0.282524,0.26915,0.94,0.26925,0.574993,0.09556,network,,0.282524,0.259182,9,"{'cooccurrence': 0.2825, 'economic': 0.187, 'geographic': 0.2592, 'temporal': 0.0751}",[cooccurrence] conditional co-bidding 6.75x expected; persistence=0.70 | [geographic] winning geography differs from participation geography by 0.40 | [economic] unusually compressed bid dispersion; compression=1.01; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.10; persistence=0.17
V0286,23.305018548947544,3,"cooccurrence,economic,geographic",0.255235,0.3639,0.225514,0.86,0.287569,0.727425,0.182274,,geographic,0.226909,0.3639,8,"{'cooccurrence': 0.2169, 'economic': 0.2269, 'geographic': 0.3639}",[geographic] winning geography differs from participation geography by 0.48 | [economic] unusually compressed bid dispersion; compression=1.64; bids=6 | [cooccurrence] conditional co-bidding 2.32x expected; persistence=0.73
V0288,14.089128588619475,2,"economic,temporal",0.150045,0.220446,0.220446,0.68,0.077256,0.53302,0.066041,,,0.220446,0.0,3,"{'economic': 0.2204, 'temporal': 0.0714}",[economic] unusually compressed bid dispersion; compression=1.24; bids=10 | [temporal] vendor behavioral regime shift; procurement relevance=0.07; persistence=0.16
V0289,17.110796443279742,2,"cooccurrence,economic",0.213102,0.224619,0.221309,0.68,0.393179,0.593454,0.186908,,,0.224619,0.0,4,"{'cooccurrence': 0.2246, 'economic': 0.201}",[cooccurrence] conditional co-bidding 2.88x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=0.97; bids=9
V0291,14.02763801626739,2,"cooccurrence,temporal",0.172357,0.232336,0.21406,0.68,0.534651,0.35,0.022338,,,0.232336,0.0,5,"{'cooccurrence': 0.2323, 'temporal': 0.1018}",[cooccurrence] conditional co-bidding 2.73x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.18
V0292,14.795930947089259,1,cooccurrence,0.267775,0.267775,0.267775,0.35,0.8,0.35,0.207579,network,,0.267775,0.0,2,{'cooccurrence': 0.2678},[cooccurrence] conditional co-bidding 5.00x expected; persistence=0.80
V0293,17.748970116520734,3,"cooccurrence,economic,temporal",0.176325,0.23456,0.217376,0.86,0.305645,0.471942,0.197749,,,0.23456,0.0,5,"{'cooccurrence': 0.2346, 'economic': 0.1689, 'temporal': 0.1161}",[cooccurrence] conditional co-bidding 3.52x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=0.90; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.22; persistence=0.18
V0294,14.334294542764686,3,"cooccurrence,economic,temporal",0.167292,0.189862,0.183114,0.86,0.322607,0.449504,0.161091,,,0.189862,0.0,3,"{'cooccurrence': 0.1899, 'economic': 0.1725, 'temporal': 0.1349}",[cooccurrence] conditional co-bidding 2.13x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.55; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.20
V0295,24.827666753235125,2,"cooccurrence,economic",0.24588,0.324128,0.301642,0.68,0.512821,0.632967,0.265933,network,,0.324128,0.0,18,"{'cooccurrence': 0.3241, 'economic': 0.1635}",[cooccurrence] conditional co-bidding 1.17x expected; persistence=1.00 | [economic] unusually compressed bid dispersion; compression=1.56; bids=10
V0296,19.6686480654069,3,"economic,geographic,temporal",0.224441,0.464739,0.166275,0.86,0.060704,0.714914,0.144742,,geographic,0.175518,0.464739,3,"{'economic': 0.1755, 'geographic': 0.4647, 'temporal': 0.1095}",[geographic] winning geography differs from participation geography by 0.56 | [economic] unusually compressed bid dispersion; compression=1.46; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.17
V0297,13.858852296551008,2,"cooccurrence,temporal",0.169253,0.250816,0.250816,0.68,0.497962,0.35,0.011692,network,,0.250816,0.0,5,"{'cooccurrence': 0.2508, 'temporal': 0.0733}",[cooccurrence] conditional co-bidding 4.60x expected; persistence=0.67 | [temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.18
V0298,19.596678730056997,2,"cooccurrence,economic",0.233973,0.25812,0.251181,0.68,0.393179,0.595993,0.191986,network,,0.25812,0.0,10,"{'cooccurrence': 0.2581, 'economic': 0.2086}",[cooccurrence] conditional co-bidding 4.20x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.40; bids=6
V0299,19.439029869114783,3,"cooccurrence,economic,geographic",0.216598,0.335686,0.183357,0.86,0.27451,0.728968,0.186905,,geographic,0.184729,0.335686,3,"{'cooccurrence': 0.1847, 'economic': 0.1749, 'geographic': 0.3357}",[geographic] winning geography differs from participation geography by 0.45 | [cooccurrence] conditional co-bidding 2.10x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.07; bids=9
V0300,15.800249856785346,3,"cooccurrence,economic,temporal",0.180472,0.240182,0.236973,0.86,0.342855,0.41302,0.014564,,,0.240182,0.0,3,"{'cooccurrence': 0.2402, 'economic': 0.2173, 'temporal': 0.0691}",[cooccurrence] conditional co-bidding 5.00x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.58; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.27
V0301,22.3916675305643,2,"cooccurrence,economic",0.252851,0.289758,0.279152,0.68,0.427333,0.625304,0.250608,network,,0.289758,0.0,6,"{'cooccurrence': 0.2898, 'economic': 0.214}",[cooccurrence] conditional co-bidding 2.96x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.45; bids=6
