award_id,tender_id,vendor_id,award_date,award_value
A-T01036,T01036,V0276,2024-08-29,2376293.08
A-T01037,T01037,V0352,2026-02-24,3701435.08
A-T01038,T01038,V0188,2025-07-27,7516693.68
A-T01039,T01039,V0499,2025-03-29,5518075.93
A-T01040,T01040,V0240,2025-10-16,1296620.75
A-T01041,T01041,V0521,2024-02-29,6111529.1
A-T01042,T01042,V0337,2026-09-02,755303.85
A-T01043,T01043,V0224,2026-08-04,56023779.15
A-T01044,T01044,V0321,2025-03-27,8240105.89
A-T01045,T01045,V0274,2025-07-05,1918871.53
A-T01046,T01046,V0340,2025-08-26,4201585.67
A-T01047,T01047,V0401,2024-12-02,15427269.81
A-T01048,T01048,V0253,2024-09-08,6016639.86
A-T01049,T01049,V0254,2024-07-05,38248258.82
A-T01050,T01050,V0058,2024-09-14,14685474.8
A-T01051,T01051,V0088,2025-05-29,29552601.83
A-T01052,T01052,V0513,2024-12-10,32290419.74
A-T01053,T01053,V0351,2024-03-22,13259413.94
A-T01054,T01054,V0113,2025-09-06,5615167.66
A-T01055,T01055,V0106,2024-08-14,2732148.89
A-T01056,T01056,V0122,2025-08-14,95422674.76
A-T01057,T01057,V0215,2026-05-18,7161641.76
A-T01058,T01058,V0309,2025-05-09,8182653.09
A-T01059,T01059,V0179,2025-05-23,4769770.5
A-T01060,T01060,V0482,2026-04-10,10231949.34
A-T01061,T01061,V0355,2024-05-16,6898520.94
A-T01062,T01062,V0302,2024-12-30,7689517.28
A-T01063,T01063,V0086,2025-09-17,13564350.59
A-T01064,T01064,V0355,2025-09-08,2658385.18
A-T01065,T01065,V0409,2025-07-12,66138984.24
A-T01066,T01066,V0294,2026-02-25,930368.63
A-T01067,T01067,V0368,2025-02-17,66635739.28
A-T01068,T01068,V0526,2024-09-14,11827436.87
A-T01069,T01069,V0429,2025-04-02,5153430.97
A-T01070,T01070,V0530,2025-04-28,2208614.49
A-T01071,T01071,V0352,2025-09-29,17386901.31
A-T01072,T01072,V0414,2024-09-21,27049904.76
A-T01073,T01073,V0182,2026-05-14,96108326.65
A-T01074,T01074,V0501,2024-12-15,3360249.13
A-T01075,T01075,V0523,2025-02-26,28751713.06
A-T01076,T01076,V0089,2024-08-02,58016309.01
A-T01077,T01077,V0451,2024-07-17,10645273.9
A-T01078,T01078,V0233,2024-05-12,8279618.96
A-T01079,T01079,V0430,2025-09-10,25968155.63
A-T01080,T01080,V0017,2025-04-06,25708851.59
A-T01081,T01081,V0288,2026-01-11,37999896.38
A-T01082,T01082,V0379,2024-10-06,7346727.18
A-T01083,T01083,V0129,2026-02-12,4360921.93
A-T01084,T01084,V0050,2026-05-19,1876760.0
A-T01085,T01085,V0010,2025-02-03,2715486.79
A-T01086,T01086,V0144,2026-04-22,3006840.9
A-T01087,T01087,V0412,2025-07-29,5037123.65
A-T01088,T01088,V0461,2026-04-01,7871601.06
A-T01089,T01089,V0415,2026-09-23,2053283.64
A-T01090,T01090,V0496,2024-05-19,9946789.24
A-T01091,T01091,V0402,2024-08-06,7615231.17
A-T01092,T01092,V0010,2025-12-01,15666055.28
A-T01093,T01093,V0020,2025-01-28,4232834.22
A-T01094,T01094,V0218,2025-05-05,9004695.23
A-T01095,T01095,V0023,2026-08-28,32006636.03
A-T01096,T01096,V0208,2026-09-17,105799943.4
A-T01097,T01097,V0078,2025-01-23,74927079.25
A-T01098,T01098,V0288,2024-03-16,13311153.03
A-T01099,T01099,V0219,2024-04-16,3028503.36
A-T01100,T01100,V0377,2024-09-17,6409199.92
A-T01101,T01101,V0249,2024-10-07,3670111.09
A-T01102,T01102,V0201,2025-08-20,1743591.7
A-T01103,T01103,V0538,2026-01-28,4390731.23
A-T01104,T01104,V0040,2026-01-31,5532936.18
A-T01105,T01105,V0032,2024-07-17,6571601.08
A-T01106,T01106,V0067,2025-06-29,29321335.14
A-T01107,T01107,V0320,2025-10-22,13923290.9
A-T01108,T01108,V0422,2026-09-05,2688022.89
A-T01109,T01109,V0065,2026-09-03,10286524.2
A-T01110,T01110,V0421,2024-04-12,20810942.41
A-T01111,T01111,V0303,2025-06-24,1328687.65
A-T01112,T01112,V0178,2024-06-06,3177638.64
A-T01113,T01113,V0429,2025-11-07,18826605.01
A-T01114,T01114,V0410,2025-12-22,28242157.96
A-T01115,T01115,V0178,2024-09-10,8988404.82
A-T01116,T01116,V0249,2025-01-27,51919095.2
A-T01117,T01117,V0142,2025-10-11,3394132.67
A-T01118,T01118,V0042,2024-04-22,18785988.86
A-T01119,T01119,V0119,2025-12-25,539273.76
A-T01120,T01120,V0276,2024-11-18,5270958.97
A-T01121,T01121,V0374,2025-11-26,43484738.98
A-T01122,T01122,V0239,2024-07-09,8718597.31
A-T01123,T01123,V0271,2025-09-04,50720316.12
A-T01124,T01124,V0135,2025-03-13,87879445.04
A-T01125,T01125,V0525,2024-09-08,63627021.08
A-T01126,T01126,V0078,2024-11-29,37473665.52
A-T01127,T01127,V0407,2024-10-25,5158794.76
A-T01128,T01128,V0282,2024-04-19,1823786.59
A-T01129,T01129,V0025,2025-07-16,10756134.68
A-T01130,T01130,V0158,2026-07-24,8520245.74
A-T01131,T01131,V0019,2024-11-30,3092838.75
A-T01132,T01132,V0490,2024-10-01,29777234.69
A-T01133,T01133,V0523,2026-01-22,228309842.14
A-T01134,T01134,V0178,2025-05-20,3766494.94
A-T01135,T01135,V0392,2024-06-04,3940681.59
A-T01136,T01136,V0483,2024-11-13,11238263.39
A-T01137,T01137,V0288,2025-07-07,4628972.85
A-T01138,T01138,V0121,2024-08-02,13425812.64
A-T01139,T01139,V0504,2026-05-14,151734962.59
A-T01140,T01140,V0242,2025-12-31,352022.37
A-T01141,T01141,V0435,2025-11-23,47892420.78
A-T01142,T01142,V0235,2025-06-29,24965120.95
A-T01143,T01143,V0220,2025-06-20,45404324.72
A-T01144,T01144,V0328,2025-09-04,2778809.36
A-T01145,T01145,V0331,2024-04-11,6156349.72
A-T01146,T01146,V0326,2025-09-03,12155363.43
A-T01147,T01147,V0254,2025-05-07,2997686.87
A-T01148,T01148,V0372,2026-08-30,50411267.25
A-T01149,T01149,V0026,2025-02-02,1349040.49
A-T01150,T01150,V0211,2025-04-15,852392.59
A-T01151,T01151,V0244,2024-04-02,33038226.64
A-T01152,T01152,V0028,2025-05-06,10724036.94
A-T01153,T01153,V0212,2026-07-16,6264409.01
A-T01154,T01154,V0465,2025-05-13,5409902.98
A-T01155,T01155,V0472,2024-08-25,11246188.02
A-T01156,T01156,V0254,2024-03-10,706132.68
A-T01157,T01157,V0483,2025-07-02,32722938.46
A-T01158,T01158,V0528,2026-03-26,8197880.41
A-T01159,T01159,V0537,2024-08-18,17426514.72
A-T01160,T01160,V0339,2025-07-21,14553612.52
A-T01161,T01161,V0129,2026-05-29,10409698.72
A-T01162,T01162,V0016,2025-11-11,5728242.88
A-T01163,T01163,V0032,2025-04-21,2968629.46
A-T01164,T01164,V0379,2026-01-11,2641198.59
A-T01165,T01165,V0397,2024-05-25,7827273.97
A-T01166,T01166,V0010,2024-03-01,3929270.8
A-T01167,T01167,V0292,2025-10-16,982376.18
A-T01168,T01168,V0214,2025-01-05,6992756.97
A-T01169,T01169,V0447,2024-03-28,7770005.94
A-T01170,T01170,V0378,2024-04-10,2455980.77
A-T01171,T01171,V0472,2025-04-28,2781965.27
A-T01172,T01172,V0422,2025-04-07,4466321.14
A-T01173,T01173,V0160,2026-08-26,26673800.15
A-T01174,T01174,V0235,2025-07-19,39618952.46
A-T01175,T01175,V0299,2025-07-05,5519698.28
A-T01176,T01176,V0317,2026-09-07,11405596.49
A-T01177,T01177,V0437,2024-08-27,11324237.19
A-T01178,T01178,V0483,2025-07-09,19763554.38
A-T01179,T01179,V0020,2025-07-09,23500719.5
A-T01180,T01180,V0480,2025-03-02,10703546.67
A-T01181,T01181,V0345,2026-02-20,10605926.03
A-T01182,T01182,V0060,2026-05-05,23343629.95
A-T01183,T01183,V0425,2025-04-24,2824189.5
A-T01184,T01184,V0263,2026-09-25,18929333.42
A-T01185,T01185,V0092,2024-09-29,2013197.27
A-T01186,T01186,V0355,2026-08-22,19038895.4
A-T01187,T01187,V0426,2025-05-04,7227266.0
A-T01188,T01188,V0386,2024-10-16,37216190.15
A-T01189,T01189,V0364,2025-06-29,2214763.06
A-T01190,T01190,V0489,2025-11-08,10609155.96
A-T01191,T01191,V0063,2025-03-18,44487717.39
A-T01192,T01192,V0080,2026-08-03,18351494.75
A-T01193,T01193,V0205,2025-12-04,53283699.9
A-T01194,T01194,V0040,2025-11-02,8491647.6
A-T01195,T01195,V0185,2025-05-13,24720053.18
A-T01196,T01196,V0266,2024-10-03,6228982.94
A-T01197,T01197,V0459,2025-12-08,11138795.78
A-T01198,T01198,V0327,2026-07-03,5625653.87
A-T01199,T01199,V0115,2025-11-20,9402543.2
A-T01200,T01200,V0278,2024-09-24,1144052.02
A-T01201,T01201,V0389,2026-09-26,171972609.47
A-T01202,T01202,V0082,2026-07-02,13794906.37
A-T01203,T01203,V0106,2024-11-21,6738679.63
A-T01204,T01204,V0263,2025-03-26,4271496.6
A-T01205,T01205,V0123,2024-12-06,118288130.6
A-T01206,T01206,V0263,2026-06-18,1629526.52
A-T01207,T01207,V0176,2024-10-25,43487522.64
A-T01208,T01208,V0103,2026-08-28,5188830.24
A-T01209,T01209,V0286,2024-02-23,6598730.66
A-T01210,T01210,V0042,2024-06-27,25138795.6
A-T01211,T01211,V0429,2024-02-12,51656988.15
A-T01212,T01212,V0309,2026-05-27,4758470.35
A-T01213,T01213,V0192,2024-04-14,2479845.39
A-T01214,T01214,V0421,2026-09-03,12518096.32
A-T01215,T01215,V0469,2026-04-26,18277681.25
A-T01216,T01216,V0376,2024-04-22,40005412.9
A-T01217,T01217,V0182,2025-06-20,42271449.37
A-T01218,T01218,V0182,2025-12-08,1344006.8
A-T01219,T01219,V0541,2025-01-15,51289664.04
A-T01220,T01220,V0387,2025-07-27,22577583.59
A-T01221,T01221,V0203,2026-07-23,3463922.48
A-T01222,T01222,V0277,2025-02-15,6074635.04
A-T01223,T01223,V0322,2025-10-02,438455.43
A-T01224,T01224,V0065,2025-01-21,552979.65
A-T01225,T01225,V0525,2025-05-13,74384140.98
A-T01226,T01226,V0241,2025-07-05,6402611.28
A-T01227,T01227,V0164,2024-06-14,5233720.39
A-T01228,T01228,V0104,2025-08-26,4954021.83
A-T01229,T01229,V0026,2025-09-14,1451694.84
A-T01230,T01230,V0172,2026-04-23,20467586.69
A-T01231,T01231,V0079,2024-02-25,5667619.87
A-T01232,T01232,V0293,2026-03-19,51453765.86
A-T01233,T01233,V0138,2026-06-01,79422507.79
A-T01234,T01234,V0378,2026-06-28,6435272.61
A-T01235,T01235,V0510,2025-10-24,5215403.51
A-T01236,T01236,V0195,2025-02-27,5630728.38
A-T01237,T01237,V0258,2025-08-19,12488204.93
A-T01238,T01238,V0332,2024-12-18,9024028.46
A-T01239,T01239,V0047,2025-08-05,2826617.44
A-T01240,T01240,V0365,2025-10-22,25370528.48
A-T01241,T01241,V0533,2026-04-16,3197926.0
A-T01242,T01242,V0441,2024-03-15,13678480.01
A-T01243,T01243,V0531,2025-03-27,11836865.32
A-T01244,T01244,V0263,2024-10-03,5185933.76
A-T01245,T01245,V0065,2025-09-14,24316562.78
A-T01246,T01246,V0308,2025-09-20,12029776.4
A-T01247,T01247,V0024,2024-07-08,1171344.41
A-T01248,T01248,V0454,2025-03-05,9412475.02
A-T01249,T01249,V0030,2024-08-10,7412023.85
A-T01250,T01250,V0367,2024-07-11,8463653.88
A-T01251,T01251,V0121,2025-04-12,1500165.5
A-T01252,T01252,V0120,2024-10-19,4553893.71
A-T01253,T01253,V0548,2024-12-24,27432809.29
A-T01254,T01254,V0495,2024-12-29,10840459.32
A-T01255,T01255,V0076,2026-06-17,49402012.06
A-T01256,T01256,V0336,2024-05-23,13938396.62
A-T01257,T01257,V0459,2025-11-14,1730917.39
A-T01258,T01258,V0078,2026-03-29,35409677.28
A-T01259,T01259,V0161,2024-06-29,4028496.07
A-T01260,T01260,V0174,2024-11-02,4073762.79
A-T01261,T01261,V0422,2026-05-09,8995725.5
A-T01262,T01262,V0314,2024-03-07,5078652.67
A-T01263,T01263,V0189,2025-04-25,1146592.08
A-T01264,T01264,V0291,2024-06-08,7599734.75
A-T01265,T01265,V0402,2025-12-24,10431388.45
A-T01266,T01266,V0389,2024-05-16,14195451.95
A-T01267,T01267,V0412,2025-06-01,8997968.23
A-T01268,T01268,V0310,2024-04-05,28249054.99
A-T01269,T01269,V0175,2024-10-10,28791394.45
A-T01270,T01270,V0010,2026-06-29,6630334.61
A-T01271,T01271,V0195,2025-06-01,36589752.67
A-T01272,T01272,V0027,2025-01-03,58830377.83
A-T01273,T01273,V0152,2024-11-13,5136468.99
A-T01274,T01274,V0414,2025-07-26,12386994.41
A-T01275,T01275,V0325,2025-04-02,74917263.77
A-T01276,T01276,V0360,2025-06-26,7715569.35
A-T01277,T01277,V0126,2026-03-16,1705979.58
A-T01278,T01278,V0499,2024-03-12,9941700.47
A-T01279,T01279,V0220,2024-06-10,19422107.39
A-T01280,T01280,V0379,2024-03-01,9253677.11
A-T01281,T01281,V0336,2025-02-06,2521488.12
A-T01282,T01282,V0475,2025-08-05,5224132.3
A-T01283,T01283,V0494,2026-01-08,9123500.92
A-T01284,T01284,V0330,2025-06-04,102971112.63
A-T01285,T01285,V0013,2025-09-19,19462981.57
A-T01286,T01286,V0307,2024-02-25,1494351.95
A-T01287,T01287,V0304,2026-01-07,7177418.67
A-T01288,T01288,V0042,2024-03-19,20354961.14
A-T01289,T01289,V0435,2026-07-21,12557312.59
A-T01290,T01290,V0050,2026-09-30,6432195.32
A-T01291,T01291,V0004,2024-03-05,20513164.95
A-T01292,T01292,V0417,2026-09-14,3340301.14
A-T01293,T01293,V0379,2026-07-25,808446.13
A-T01294,T01294,V0509,2026-07-11,8438091.74
A-T01295,T01295,V0351,2024-07-29,1527900.61
A-T01296,T01296,V0040,2024-02-03,18590510.64
A-T01297,T01297,V0161,2026-06-24,22813394.5
A-T01298,T01298,V0302,2025-03-02,22074333.48
A-T01299,T01299,V0509,2026-07-14,15800124.95
A-T01300,T01300,V0512,2026-07-19,4244805.42
A-T01301,T01301,V0483,2025-11-24,12908335.3
A-T01302,T01302,V0154,2025-04-05,50829820.88
A-T01303,T01303,V0349,2025-01-03,3273524.25
A-T01304,T01304,V0351,2024-08-18,2351407.49
A-T01305,T01305,V0127,2025-09-05,24991556.34
A-T01306,T01306,V0322,2024-06-05,21109255.64
A-T01307,T01307,V0391,2024-02-13,5094429.29
A-T01308,T01308,V0245,2025-05-16,3356071.89
A-T01309,T01309,V0034,2026-08-29,5426511.42
A-T01310,T01310,V0107,2024-06-09,53927662.43
A-T01311,T01311,V0092,2026-03-14,4841292.01
A-T01312,T01312,V0280,2026-05-17,6126548.96
A-T01313,T01313,V0151,2025-03-15,9233402.81
A-T01314,T01314,V0121,2025-11-28,5744854.88
A-T01315,T01315,V0468,2025-08-16,40838988.92
A-T01316,T01316,V0295,2026-08-04,2174127.91
A-T01317,T01317,V0429,2025-02-07,9262840.92
A-T01318,T01318,V0292,2026-07-27,5521070.98
A-T01319,T01319,V0025,2025-05-22,7849758.15
A-T01320,T01320,V0018,2026-03-17,77195740.37
A-T01321,T01321,V0158,2024-09-05,12793602.06
A-T01322,T01322,V0359,2025-01-24,5257216.17
A-T01323,T01323,V0164,2026-08-11,4591903.95
A-T01324,T01324,V0266,2024-06-26,8525043.53
A-T01325,T01325,V0074,2026-09-05,6333134.79
A-T01326,T01326,V0042,2026-02-08,5109140.1
A-T01327,T01327,V0032,2025-09-11,6696215.7
A-T01328,T01328,V0019,2024-06-02,45938168.06
A-T01329,T01329,V0051,2024-04-01,28658422.96
A-T01330,T01330,V0016,2024-05-06,78048239.39
A-T01331,T01331,V0433,2025-08-29,16955061.09
A-T01332,T01332,V0421,2026-04-05,68588993.38
A-T01333,T01333,V0064,2026-08-07,12592152.79
A-T01334,T01334,V0150,2024-11-16,1475240.94
A-T01335,T01335,V0202,2026-06-23,2497141.18
A-T01336,T01336,V0049,2025-12-02,3063167.92
A-T01337,T01337,V0511,2025-07-12,10477903.3
A-T01338,T01338,V0250,2025-08-06,12967081.69
A-T01339,T01339,V0407,2025-05-02,4326118.3
A-T01340,T01340,V0317,2024-05-13,8889609.41
A-T01341,T01341,V0003,2025-05-05,2449335.82
A-T01342,T01342,V0317,2026-03-25,4960444.58
A-T01343,T01343,V0195,2026-09-15,76847394.43
A-T01344,T01344,V0143,2024-04-02,16157095.9
A-T01345,T01345,V0042,2025-11-06,31449120.53
A-T01346,T01346,V0136,2024-11-11,2431665.26
A-T01347,T01347,V0376,2024-05-06,43336116.82
A-T01348,T01348,V0346,2026-09-06,18921656.58
A-T01349,T01349,V0206,2024-04-14,25789543.75
A-T01350,T01350,V0082,2025-04-16,831031.25
A-T01351,T01351,V0309,2024-09-17,105363934.75
A-T01352,T01352,V0270,2025-09-14,36545653.1
A-T01353,T01353,V0169,2024-09-25,2821689.9
A-T01354,T01354,V0144,2024-09-18,8778728.84
A-T01355,T01355,V0162,2025-08-29,4770483.9
A-T01356,T01356,V0133,2025-07-25,493016925.8
A-T01357,T01357,V0276,2025-12-23,2748249.22
A-T01358,T01358,V0504,2024-03-01,28514139.97
A-T01359,T01359,V0350,2025-04-30,10444447.25
A-T01360,T01360,V0250,2024-03-19,150475343.79
A-T01361,T01361,V0255,2024-04-16,4546679.1
A-T01362,T01362,V0390,2024-08-28,22021230.39
A-T01363,T01363,V0082,2024-07-07,20882878.31
A-T01364,T01364,V0423,2026-02-23,14250409.03
A-T01365,T01365,V0478,2025-03-14,20937846.23
A-T01366,T01366,V0229,2026-05-06,2338343.24
A-T01367,T01367,V0433,2025-12-17,27993286.41
A-T01368,T01368,V0231,2025-03-04,3378760.51
A-T01369,T01369,V0195,2026-06-16,8161611.44
A-T01370,T01370,V0546,2026-05-24,5133278.9
A-T01371,T01371,V0310,2025-06-20,1342020.87
A-T01372,T01372,V0150,2024-07-26,15144807.66
A-T01373,T01373,V0146,2025-12-20,6342625.51
A-T01374,T01374,V0472,2025-11-11,9606029.98
A-T01375,T01375,V0166,2024-10-04,7275924.99
A-T01376,T01376,V0464,2026-07-18,18546781.87
A-T01377,T01377,V0144,2026-03-25,11642197.3
A-T01378,T01378,V0297,2024-10-06,130226530.99
A-T01379,T01379,V0126,2026-05-14,6746015.03
A-T01380,T01380,V0122,2025-07-31,43627581.34
A-T01381,T01381,V0403,2025-03-29,8130708.72
A-T01382,T01382,V0457,2024-11-11,46487867.15
A-T01383,T01383,V0043,2024-04-07,43571127.72
A-T01384,T01384,V0309,2025-07-06,1716131.06
A-T01385,T01385,V0003,2024-10-06,1832968.78
A-T01386,T01386,V0088,2024-05-01,22200184.62
A-T01387,T01387,V0029,2026-04-29,10136382.31
A-T01388,T01388,V0274,2024-01-22,3405940.77
A-T01389,T01389,V0234,2025-12-26,19621867.53
A-T01390,T01390,V0230,2025-05-22,1498118.56
A-T01391,T01391,V0365,2025-03-03,19483504.87
A-T01392,T01392,V0174,2025-03-03,4486975.97
A-T01393,T01393,V0295,2025-08-16,17202006.48
A-T01394,T01394,V0153,2024-05-02,5904506.39
A-T01395,T01395,V0276,2026-09-25,20443513.41
A-T01396,T01396,V0218,2026-04-21,24380460.78
A-T01397,T01397,V0195,2024-11-02,10967847.63
A-T01398,T01398,V0132,2026-02-23,5118634.22
A-T01399,T01399,V0352,2026-03-11,15998664.34
A-T01400,T01400,V0514,2026-03-13,5743017.5
A-T01401,T01401,V0302,2024-03-27,6963846.09
A-T01402,T01402,V0352,2024-10-06,11379015.77
A-T01403,T01403,V0097,2025-05-31,19375533.58
A-T01404,T01404,V0169,2026-05-12,7008036.76
A-T01405,T01405,V0382,2025-09-22,12828225.37
A-T01406,T01406,V0355,2025-03-06,9867498.97
A-T01407,T01407,V0218,2026-02-02,24028544.89
A-T01408,T01408,V0243,2026-06-20,13086149.77
A-T01409,T01409,V0382,2025-07-08,5277187.09
A-T01410,T01410,V0042,2024-02-29,49658710.16
A-T01411,T01411,V0397,2024-04-17,3205381.0
A-T01412,T01412,V0071,2025-12-31,6251300.07
A-T01413,T01413,V0162,2025-04-06,13908836.41
A-T01414,T01414,V0162,2024-10-31,6172108.74
A-T01415,T01415,V0464,2024-05-19,11718999.36
A-T01416,T01416,V0123,2025-10-14,1876849.85
A-T01417,T01417,V0026,2026-01-31,8831006.19
A-T01418,T01418,V0342,2025-04-14,18920370.22
A-T01419,T01419,V0297,2024-12-21,7241462.79
A-T01420,T01420,V0010,2025-12-28,6690397.11
A-T01421,T01421,V0433,2026-08-18,15563024.46
A-T01422,T01422,V0042,2026-02-26,15332581.93
A-T01423,T01423,V0072,2025-05-17,4007377.32
A-T01424,T01424,V0472,2024-06-03,20279686.32
A-T01425,T01425,V0035,2026-03-24,35100656.78
A-T01426,T01426,V0262,2025-06-01,6438352.19
A-T01427,T01427,V0093,2024-10-25,21955879.31
A-T01428,T01428,V0414,2025-08-02,18087651.63
A-T01429,T01429,V0540,2024-03-10,5100098.87
A-T01430,T01430,V0384,2026-05-02,2560917.9
A-T01431,T01431,V0550,2025-07-13,21096830.97
A-T01432,T01432,V0073,2026-04-10,14707886.25
A-T01433,T01433,V0452,2026-01-17,7190046.54
A-T01434,T01434,V0104,2024-06-06,35375065.62
A-T01435,T01435,V0289,2025-11-14,64459147.07
A-T01436,T01436,V0400,2025-07-31,39159626.16
A-T01437,T01437,V0242,2026-03-21,83545810.4
A-T01438,T01438,V0129,2025-03-11,7088704.72
A-T01439,T01439,V0338,2026-03-16,4964876.09
A-T01440,T01440,V0516,2025-09-06,13309951.76
A-T01441,T01441,V0016,2024-11-20,8824553.68
A-T01442,T01442,V0377,2025-10-14,21941490.62
A-T01443,T01443,V0113,2026-01-28,25706601.21
A-T01444,T01444,V0085,2026-06-18,39969381.11
A-T01445,T01445,V0423,2025-02-19,11351357.62
A-T01446,T01446,V0498,2025-09-04,4947643.63
A-T01447,T01447,V0369,2026-05-31,17657260.41
A-T01448,T01448,V0093,2025-05-13,6726879.86
A-T01449,T01449,V0491,2026-09-23,29700130.1
A-T01450,T01450,V0419,2026-09-07,11738754.09
A-T01451,T01451,V0454,2025-02-16,9802641.72
A-T01452,T01452,V0399,2025-10-24,34379703.83
A-T01453,T01453,V0300,2025-02-11,9533790.36
A-T01454,T01454,V0366,2026-08-13,105804310.11
A-T01455,T01455,V0364,2025-01-07,2427213.07
A-T01456,T01456,V0072,2026-02-25,19194014.23
A-T01457,T01457,V0384,2024-10-09,17742294.36
A-T01458,T01458,V0364,2026-03-10,1589039.28
A-T01459,T01459,V0224,2026-04-16,16452116.68
A-T01460,T01460,V0488,2026-05-09,9679338.83
A-T01461,T01461,V0248,2025-08-19,85107509.96
A-T01462,T01462,V0112,2024-08-18,6162005.97
A-T01463,T01463,V0171,2024-10-01,2389157.49
A-T01464,T01464,V0172,2025-01-14,54785075.97
A-T01465,T01465,V0352,2025-11-18,1178265.55
A-T01466,T01466,V0013,2026-09-01,22884505.1
A-T01467,T01467,V0301,2026-05-10,5044753.22
A-T01468,T01468,V0438,2026-08-27,6870854.61
A-T01469,T01469,V0317,2025-04-12,21442213.95
A-T01470,T01470,V0013,2024-07-03,39268380.37
A-T01471,T01471,V0280,2025-12-30,3007051.15
A-T01472,T01472,V0547,2025-03-09,18664284.2
A-T01473,T01473,V0342,2025-11-26,45909500.5
A-T01474,T01474,V0509,2025-04-18,2800667.21
A-T01475,T01475,V0129,2024-06-04,9701466.86
A-T01476,T01476,V0476,2025-09-22,34227360.92
A-T01477,T01477,V0066,2024-04-12,1727367.01
A-T01478,T01478,V0185,2025-10-07,8668478.77
A-T01479,T01479,V0212,2024-12-31,9897413.66
A-T01480,T01480,V0197,2025-10-11,7834596.98
A-T01481,T01481,V0470,2025-01-15,11726481.39
A-T01482,T01482,V0229,2025-12-08,12684526.1
A-T01483,T01483,V0414,2024-11-15,18225259.68
A-T01484,T01484,V0443,2026-04-06,26952344.5
A-T01485,T01485,V0249,2025-01-15,15604501.47
A-T01486,T01486,V0346,2024-12-23,43203451.4
A-T01487,T01487,V0247,2024-11-20,95585156.43
A-T01488,T01488,V0403,2026-08-23,3301758.32
A-T01489,T01489,V0274,2025-01-28,47308343.01
A-T01490,T01490,V0516,2025-08-02,26747050.16
A-T01491,T01491,V0258,2025-02-28,29349731.72
A-T01492,T01492,V0282,2026-07-15,27187961.98
A-T01493,T01493,V0026,2026-01-28,43413997.41
A-T01494,T01494,V0003,2025-12-07,19462100.57
A-T01495,T01495,V0375,2026-07-27,1259467.66
A-T01496,T01496,V0246,2026-09-10,84450612.19
A-T01497,T01497,V0219,2026-07-02,3672509.77
A-T01498,T01498,V0471,2025-01-13,13500403.66
A-T01499,T01499,V0022,2025-12-01,3316217.86
A-T01500,T01500,V0265,2024-06-21,12102432.25
A-T01501,T01501,V0365,2026-08-19,6386997.42
A-T01502,T01502,V0029,2024-07-23,7618831.42
A-T01503,T01503,V0419,2025-10-29,3361915.85
A-T01504,T01504,V0181,2024-04-28,67626417.19
A-T01505,T01505,V0147,2026-03-18,5058786.24
A-T01506,T01506,V0336,2025-08-05,7773916.78
A-T01507,T01507,V0071,2026-07-27,7294449.9
A-T01508,T01508,V0453,2025-08-05,10692045.73
A-T01509,T01509,V0020,2024-12-18,5097427.08
A-T01510,T01510,V0339,2026-05-04,3967839.32
A-T01511,T01511,V0342,2025-03-13,7988297.83
A-T01512,T01512,V0469,2025-09-08,9674333.9
A-T01513,T01513,V0107,2026-05-08,145003825.37
A-T01514,T01514,V0280,2025-06-11,32038998.15
A-T01515,T01515,V0020,2024-05-09,3688180.88
A-T01516,T01516,V0402,2025-12-01,4719023.41
A-T01517,T01517,V0207,2026-02-22,64568428.7
A-T01518,T01518,V0040,2025-07-13,6987925.88
A-T01519,T01519,V0192,2025-04-24,2569640.49
A-T01520,T01520,V0346,2026-05-03,41642199.29
A-T01521,T01521,V0533,2025-03-28,7092978.8
A-T01522,T01522,V0370,2025-05-19,5033766.28
A-T01523,T01523,V0197,2025-06-15,17241443.75
A-T01524,T01524,V0049,2025-06-16,928161.26
A-T01525,T01525,V0507,2026-01-13,5677749.15
A-T01526,T01526,V0056,2024-06-02,42254385.47
A-T01527,T01527,V0368,2024-12-07,55930024.93
A-T01528,T01528,V0453,2026-08-18,4414773.2
A-T01529,T01529,V0320,2025-01-30,10947080.57
A-T01530,T01530,V0133,2024-12-16,24806381.75
A-T01531,T01531,V0254,2024-10-08,1881252.22
A-T01532,T01532,V0498,2026-08-30,3694657.31
A-T01533,T01533,V0453,2024-09-15,8376085.46
A-T01534,T01534,V0010,2025-12-09,5623386.83
A-T01535,T01535,V0092,2024-04-03,2526716.89
A-T01536,T01536,V0020,2025-03-17,2902828.89
A-T01537,T01537,V0371,2024-03-15,15283236.62
A-T01538,T01538,V0384,2024-12-04,16537902.97
A-T01539,T01539,V0079,2024-10-12,9417398.22
A-T01540,T01540,V0106,2025-02-24,9486459.02
A-T01541,T01541,V0295,2026-05-18,3231284.97
A-T01542,T01542,V0338,2026-09-16,8970430.95
A-T01543,T01543,V0145,2025-06-15,1600086.18
A-T01544,T01544,V0421,2024-02-21,15789854.76
A-T01545,T01545,V0396,2024-06-03,16050746.26
A-T01546,T01546,V0091,2026-03-22,6203519.4
A-T01547,T01547,V0277,2026-08-07,3977888.75
A-T01548,T01548,V0296,2025-08-31,16207927.71
A-T01549,T01549,V0376,2026-09-30,149948801.49
A-T01550,T01550,V0078,2024-12-09,5262985.36
A-T01551,T01551,V0472,2025-10-05,1432855.37
A-T01552,T01552,V0250,2025-03-13,23468980.44
A-T01553,T01553,V0510,2025-08-06,70394938.17
