vendor_id,history_months,recent_months,historical_tenders,recent_tenders,mahalanobis_distance,cusum_score,persistence_score,regime_signal,z_participation_intensity,z_win_rate,z_bid_position,z_market_breadth,z_network_exposure,historical_participation_intensity,historical_win_rate,historical_bid_position,historical_market_breadth,historical_network_exposure,recent_participation_intensity,recent_win_rate,recent_bid_position,recent_market_breadth,recent_network_exposure,explanation
V0259,13,13,19,20,0.6843,0.0863,0.0308,0.1101,0.4029,0.2198,0.3081,0.0,0.0809,0.0198,0.36,0.3796,1.0,5.2105,0.0193,0.3077,0.4875,1.0,5.3,no single dominant feature; multivariate behavioral shift
V0262,8,8,13,13,3.3052,0.7768,0.3,0.4447,-0.0084,1.8446,-0.6617,-0.2767,-0.9883,0.0226,0.1377,0.5124,0.7692,6.2308,0.0201,0.4008,0.3205,0.9231,5.0769,win rate increased (1.8 robust deviations)
V0263,14,14,21,28,1.6359,0.7495,0.2,0.3347,0.8929,-0.3348,0.3109,-0.7143,-0.8373,0.0201,0.263,0.408,0.9524,5.9048,0.0243,0.1206,0.5693,0.9286,4.0,no single dominant feature; multivariate behavioral shift
V0264,7,8,7,11,2.2939,0.5315,0.2,0.3277,0.3368,0.3081,-0.2606,0.0,1.0628,0.0129,0.0256,0.6687,1.0,4.0,0.0164,0.0784,0.6023,1.0,5.3636,no single dominant feature; multivariate behavioral shift
V0265,5,6,6,9,10.1079,0.7727,0.2,0.4982,0.6415,-0.2476,0.4033,-2.2222,-1.8736,0.0156,0.2667,0.4167,1.0,6.3333,0.0197,0.1467,0.4742,0.7778,5.2222,market breadth decreased (2.2 robust deviations); network exposure decreased (1.9 robust deviations)
V0266,7,7,12,12,1.7695,0.1686,0.0286,0.2077,-0.2905,-0.9722,-0.2178,0.0,0.0375,0.0248,0.3889,0.4325,0.9167,4.4167,0.0211,0.2778,0.3837,1.0,4.5833,no single dominant feature; multivariate behavioral shift
V0267,7,7,9,8,2.4915,0.5872,0.2,0.3459,0.0218,0.4622,-1.5865,0.0,0.0562,0.0162,0.0235,0.8005,0.8889,4.8889,0.0154,0.0966,0.6094,1.0,5.625,bid positioning decreased (1.6 robust deviations)
V0269,10,11,23,16,1.0947,0.7909,0.2727,0.307,-0.8657,0.4196,-0.2666,0.0,0.3794,0.0321,0.0902,0.5747,0.913,5.4348,0.018,0.1189,0.5063,1.0,5.8125,no single dominant feature; multivariate behavioral shift
V0270,9,10,13,14,0.7024,0.2887,0.1,0.1548,0.2927,0.2619,-0.2904,0.0,-0.3083,0.0194,0.2281,0.5463,0.9231,4.7692,0.0181,0.2167,0.6208,1.0,4.4286,no single dominant feature; multivariate behavioral shift
V0271,8,9,11,13,1.3088,0.1906,0.1111,0.1989,0.3991,0.7519,-0.4172,0.0,-0.0104,0.0176,0.2059,0.5352,1.0,4.7273,0.0173,0.2895,0.4024,1.0,4.4615,no single dominant feature; multivariate behavioral shift
V0273,9,9,10,12,0.7148,0.0681,0.0444,0.1107,0.3016,-0.0749,0.2724,0.0,-0.1499,0.0149,0.2727,0.3929,0.9,5.5,0.016,0.1869,0.5632,1.0,5.6667,no single dominant feature; multivariate behavioral shift
V0274,11,12,18,19,0.9107,0.2123,0.0833,0.1677,-0.3053,0.4324,-0.3469,0.0,-0.497,0.0218,0.1723,0.5856,0.9444,5.7778,0.0192,0.2054,0.4905,1.0,4.5263,no single dominant feature; multivariate behavioral shift
V0275,12,13,22,24,1.8536,0.9334,0.2,0.3718,-0.1322,-0.9952,1.2166,-0.8333,0.3372,0.0246,0.3416,0.4105,0.9545,5.0909,0.0226,0.1855,0.6455,0.9167,5.1667,no single dominant feature; multivariate behavioral shift
V0276,12,13,16,25,1.6918,0.622,0.1692,0.3173,0.9878,0.3181,0.2322,-1.6,0.0,0.0174,0.1896,0.4729,0.875,5.25,0.0245,0.1991,0.5271,0.84,5.0,market breadth decreased (1.6 robust deviations)
V0277,16,16,35,36,1.071,0.5765,0.1,0.2371,0.1397,0.4594,-0.5502,-0.5556,-0.3185,0.0287,0.1467,0.5201,0.9143,4.8,0.0282,0.1908,0.4575,0.9444,4.5278,no single dominant feature; multivariate behavioral shift
V0278,8,9,9,13,3.6046,0.3598,0.1778,0.3819,0.5063,0.0684,0.5531,-0.7692,-0.2075,0.015,0.2061,0.3913,1.0,5.6667,0.0185,0.1627,0.5273,0.9231,5.3846,no single dominant feature; multivariate behavioral shift
V0279,8,9,10,11,0.7901,0.0836,0.0444,0.1176,0.0677,0.108,0.1365,0.0,0.5373,0.017,0.0982,0.5417,0.9,4.6,0.0157,0.0924,0.592,1.0,6.0909,no single dominant feature; multivariate behavioral shift
V0280,11,12,18,18,1.6323,0.9137,0.1833,0.3474,0.5471,0.9821,-0.694,-0.4497,-0.7195,0.0213,0.1875,0.4806,0.8333,5.2778,0.0195,0.3125,0.3775,0.9444,4.8889,no single dominant feature; multivariate behavioral shift
V0281,10,11,17,23,1.7307,0.3612,0.1818,0.2909,0.6459,0.7488,-0.5646,0.0,0.1051,0.022,0.0826,0.5565,0.9412,5.5294,0.0251,0.2034,0.4231,1.0,5.7391,no single dominant feature; multivariate behavioral shift
V0282,6,7,7,9,1.4561,0.4086,0.1714,0.2383,0.2715,0.8571,-0.1386,0.0,-0.5059,0.0154,0.1923,0.3963,1.0,5.5714,0.0163,0.3,0.3756,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0284,8,8,10,10,2.0171,0.4459,0.175,0.3036,0.3325,0.3839,0.5206,-1.0,-0.8431,0.0157,0.0188,0.5514,0.9,6.3,0.0161,0.0813,0.6827,0.9,5.5,no single dominant feature; multivariate behavioral shift
V0286,8,8,12,9,0.5698,0.0,0.0,0.0705,-0.0073,0.0136,0.0299,-1.1111,0.0231,0.0177,0.1587,0.5811,0.8333,5.25,0.0149,0.1238,0.5632,0.8889,5.5556,no single dominant feature; multivariate behavioral shift
V0288,11,11,12,17,1.8634,0.4013,0.1636,0.3025,0.685,0.0707,-0.495,0.0,0.2976,0.0141,0.2356,0.5851,0.9167,5.6667,0.02,0.1844,0.539,1.0,5.8824,no single dominant feature; multivariate behavioral shift
V0289,9,9,14,13,0.8112,0.1928,0.0889,0.1506,0.2505,-0.0752,0.3388,-0.7692,-0.6572,0.0209,0.1333,0.5071,0.8571,5.7143,0.0174,0.0877,0.6116,0.9231,5.5385,no single dominant feature; multivariate behavioral shift
V0291,12,12,18,20,4.7231,0.4801,0.1833,0.4662,0.6862,-0.9045,0.5975,-1.0,-0.1491,0.0194,0.3026,0.4088,1.0,5.2222,0.0209,0.1255,0.5794,0.9,5.65,no single dominant feature; multivariate behavioral shift
V0292,9,9,13,14,1.4594,0.3833,0.1556,0.2559,0.611,0.6746,-0.6842,0.0,0.2409,0.0181,0.0994,0.5962,1.0,5.4615,0.0191,0.1944,0.4976,1.0,5.7143,no single dominant feature; multivariate behavioral shift
V0293,11,12,20,21,3.0478,0.5141,0.1833,0.4,-0.1752,1.3211,-0.3749,0.0,0.3212,0.0244,0.0779,0.5776,1.0,4.5,0.0224,0.2602,0.4536,1.0,5.4762,no single dominant feature; multivariate behavioral shift
V0294,9,10,14,18,6.0311,0.6235,0.2,0.5061,-0.2478,0.7812,-0.0544,-1.1111,0.5995,0.0212,0.0281,0.6129,1.0,6.0714,0.0221,0.1484,0.5763,0.8889,5.4444,no single dominant feature; multivariate behavioral shift
V0295,13,13,25,30,0.6751,0.0947,0.0462,0.1142,0.3872,0.1335,-0.0456,-0.6667,-0.1649,0.0245,0.1965,0.4348,0.92,5.04,0.0289,0.1692,0.4545,0.9333,4.6333,no single dominant feature; multivariate behavioral shift
V0296,6,7,8,8,6.854,0.2191,0.1714,0.4195,-0.0601,0.8929,0.0127,-1.25,-1.0009,0.0179,0.0536,0.4725,1.0,5.875,0.0132,0.1964,0.4628,0.875,4.125,no single dominant feature; multivariate behavioral shift
V0297,10,11,20,19,2.3651,0.3473,0.1818,0.3365,-0.0221,-1.4933,0.585,-1.5789,0.5135,0.0267,0.3669,0.345,0.9,4.3,0.0208,0.1415,0.5664,0.8421,5.2105,market breadth decreased (1.6 robust deviations)
V0298,11,12,22,21,1.1629,0.3134,0.1167,0.2165,0.3876,0.5955,0.1651,0.0,0.0467,0.026,0.1013,0.5139,0.9545,5.0,0.0215,0.1792,0.5293,1.0,5.0952,no single dominant feature; multivariate behavioral shift
V0299,8,9,11,11,1.8825,0.3535,0.1333,0.2726,0.2469,0.3591,-0.3942,0.0,0.7767,0.0175,0.016,0.5517,0.7273,4.9091,0.0157,0.0749,0.429,1.0,6.7273,no single dominant feature; multivariate behavioral shift
V0300,6,6,8,6,1.3484,0.9444,0.2667,0.3044,-0.1186,0.068,1.0243,0.0,-1.0117,0.0188,0.2347,0.3631,0.75,6.625,0.0134,0.1905,0.6389,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0301,11,11,19,17,1.1538,0.3353,0.1273,0.2213,0.2635,0.3727,-0.3206,0.0,-0.611,0.0227,0.06,0.6959,0.9474,5.1579,0.0192,0.1087,0.5185,1.0,3.8235,no single dominant feature; multivariate behavioral shift
V0302,8,8,11,13,1.0584,0.1873,0.1,0.1726,0.3822,0.1504,0.198,-1.5385,-0.1384,0.0189,0.1765,0.4889,0.9091,6.1818,0.0192,0.1579,0.5256,0.8462,5.6923,market breadth decreased (1.5 robust deviations)
V0303,7,7,14,13,1.5535,0.5781,0.2571,0.2933,-0.1243,1.1404,-0.1979,0.0,-0.5707,0.0267,0.1667,0.6466,0.9286,4.7857,0.0238,0.2807,0.4429,1.0,4.1538,no single dominant feature; multivariate behavioral shift
V0304,12,13,21,23,1.9,0.7856,0.1846,0.3564,0.0066,0.8867,0.6926,0.0,-0.9652,0.0235,0.1145,0.4549,0.9524,6.0476,0.0222,0.2445,0.5029,1.0,4.913,no single dominant feature; multivariate behavioral shift
V0306,6,7,7,10,0.7586,0.1533,0.0857,0.1255,0.3505,0.0578,-0.0099,0.0,-0.3957,0.0157,0.1312,0.4898,1.0,5.4286,0.0177,0.1066,0.4966,1.0,5.9,no single dominant feature; multivariate behavioral shift
V0307,14,14,25,25,0.8806,0.1275,0.0429,0.1415,-0.1393,-0.6065,0.404,-0.4,-0.2806,0.023,0.2206,0.4961,0.96,5.44,0.022,0.0594,0.5772,0.96,5.48,no single dominant feature; multivariate behavioral shift
V0308,12,12,21,20,2.5695,1.6076,0.15,0.4658,-0.0102,1.0855,-2.264,-0.2024,-0.0135,0.0228,0.1174,0.6339,0.8095,5.0952,0.0203,0.2758,0.3738,0.95,5.3,bid positioning decreased (2.3 robust deviations)
V0309,13,14,21,35,2.0072,1.2007,0.2143,0.4118,1.7377,0.555,0.5302,-0.8571,-0.3212,0.0217,0.1548,0.488,0.9524,5.381,0.0309,0.2239,0.4465,0.9143,5.2857,participation intensity increased (1.7 robust deviations)
V0310,10,11,16,19,1.0201,0.2614,0.0727,0.1837,0.1943,0.6367,0.3454,0.0,-0.1794,0.0209,0.2597,0.4712,0.9375,5.1875,0.021,0.3086,0.4584,1.0,4.6842,no single dominant feature; multivariate behavioral shift
V0313,11,11,12,16,5.8099,0.4216,0.1818,0.4874,0.5286,0.5659,-0.1897,-1.25,-0.5269,0.0148,0.1825,0.5734,1.0,6.3333,0.0186,0.2403,0.6302,0.875,5.4375,no single dominant feature; multivariate behavioral shift
V0314,5,5,7,6,2.791,0.2709,0.12,0.2867,0.2669,1.4011,-0.1835,0.0,-0.6745,0.0185,0.2189,0.5163,1.0,5.2857,0.016,0.4038,0.4524,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0315,7,7,8,9,1.3828,0.7468,0.2286,0.2904,0.2333,-0.1401,-0.2436,0.0,-1.0792,0.0147,0.2185,0.564,1.0,5.375,0.0158,0.1373,0.6065,1.0,4.0,no single dominant feature; multivariate behavioral shift
V0316,6,7,6,7,1.6082,0.4222,0.2,0.258,-0.1227,0.6255,-0.3372,0.0,-1.0377,0.0139,0.1987,0.625,1.0,6.3333,0.0122,0.2604,0.5,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0317,9,10,20,15,3.1649,0.3215,0.14,0.3591,-0.3874,0.5986,-0.2957,-0.6667,0.4497,0.0292,0.2066,0.5789,1.0,4.65,0.0183,0.2558,0.4061,0.9333,5.6667,no single dominant feature; multivariate behavioral shift
V0318,5,6,5,7,4.2034,2.3103,0.4333,0.5584,0.1775,-2.7473,5.1786,0.0,0.1927,0.0132,0.5455,0.2,1.0,5.6,0.0148,0.1538,0.5179,1.0,6.2857,bid positioning increased (5.2 robust deviations); win rate decreased (2.7 robust deviations)
V0319,10,10,20,14,1.1461,0.8779,0.3,0.3281,-0.7903,0.6113,0.034,0.0,-0.5323,0.026,0.1561,0.5162,0.95,5.4,0.0176,0.2029,0.4939,1.0,4.7143,no single dominant feature; multivariate behavioral shift
V0320,12,13,20,20,0.9629,0.2837,0.1385,0.1973,-0.4439,-0.045,0.0775,-1.5,-0.0674,0.022,0.0942,0.5614,0.9,5.45,0.0193,0.0558,0.6275,0.85,5.35,market breadth decreased (1.5 robust deviations)
V0321,5,6,8,8,4.9975,0.7153,0.2333,0.4377,0.4437,1.3393,-0.9401,0.0,-0.0843,0.0209,0.0804,0.6027,1.0,5.25,0.0174,0.2946,0.4719,1.0,5.125,no single dominant feature; multivariate behavioral shift
V0322,10,11,21,19,0.6315,0.854,0.2,0.2448,-0.5659,-0.0343,0.0816,0.0,0.7952,0.0282,0.2296,0.4299,0.9524,5.1905,0.0212,0.168,0.4494,1.0,5.7368,no single dominant feature; multivariate behavioral shift
V0324,6,7,6,7,2.0979,0.9093,0.2286,0.3478,0.0314,1.0904,-1.6414,0.0,-0.8913,0.0133,0.2372,0.6642,1.0,7.1667,0.0131,0.3728,0.3571,1.0,4.8571,bid positioning decreased (1.6 robust deviations)
V0326,9,10,12,15,0.7745,0.2706,0.1,0.1603,0.4069,0.0529,-0.4288,-0.6667,-0.1889,0.0175,0.0802,0.6508,0.8333,5.6667,0.0182,0.0688,0.5911,0.9333,5.2,no single dominant feature; multivariate behavioral shift
V0327,12,13,25,26,0.6579,0.6436,0.1538,0.2133,0.0563,0.2495,0.0969,-0.7692,0.1775,0.0268,0.1992,0.5395,0.92,4.36,0.0248,0.193,0.5674,0.9231,5.0,no single dominant feature; multivariate behavioral shift
V0328,9,9,9,11,0.9322,0.2126,0.1111,0.1716,0.1287,0.0,0.4997,0.0,-0.3372,0.0134,0.4067,0.3275,1.0,5.5556,0.0144,0.3,0.5803,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0329,10,10,14,13,1.041,0.1562,0.06,0.1672,0.1715,-0.2757,0.1278,-1.5385,-0.0519,0.0185,0.1944,0.6012,0.9286,5.1429,0.0163,0.0994,0.647,0.8462,5.3846,market breadth decreased (1.5 robust deviations)
V0330,4,5,4,6,2.6103,0.6996,0.28,0.3449,0.2947,-1.349,0.7794,0.0,1.7987,0.0123,0.32,0.375,1.0,2.75,0.0154,0.1,0.6111,1.0,6.0,network exposure increased (1.8 robust deviations)
V0331,7,7,8,10,0.9565,0.0873,0.0857,0.1403,0.4264,-0.0843,0.2117,-1.0,0.4721,0.0161,0.3333,0.375,0.875,4.625,0.0186,0.2292,0.381,0.9,5.4,no single dominant feature; multivariate behavioral shift
V0332,12,12,26,25,1.4199,0.2701,0.0833,0.2266,0.2435,-0.7022,-0.087,-1.6,-0.0749,0.0281,0.2555,0.5098,0.8846,4.5,0.0253,0.1347,0.5612,0.84,5.2,market breadth decreased (1.6 robust deviations)
V0334,8,8,9,11,1.884,0.4846,0.225,0.3104,0.4708,0.7563,0.0784,0.0,-0.1402,0.0148,0.1467,0.5889,0.8889,5.0,0.0179,0.2471,0.5244,1.0,3.8182,no single dominant feature; multivariate behavioral shift
V0335,12,12,20,18,0.9158,0.3206,0.15,0.2003,0.2922,-0.0282,0.4416,-1.1111,-0.3105,0.0225,0.2409,0.4396,0.85,5.7,0.0182,0.1776,0.5497,0.8889,5.4444,no single dominant feature; multivariate behavioral shift
V0336,9,10,16,19,1.5358,1.3047,0.28,0.3864,-0.1828,0.8131,0.0461,-0.5263,-1.4555,0.0231,0.2065,0.4219,0.875,6.125,0.0232,0.3017,0.4305,0.9474,5.4211,no single dominant feature; multivariate behavioral shift
V0337,8,9,11,13,4.0332,0.9389,0.2667,0.483,0.3409,0.3008,-1.0486,-0.7692,-1.1198,0.0195,0.0147,0.7152,1.0,6.3636,0.0172,0.0658,0.5449,0.9231,4.9231,no single dominant feature; multivariate behavioral shift
V0338,11,12,20,25,1.8651,0.6803,0.1833,0.3417,0.1929,-0.5346,0.5683,-1.2,0.2158,0.0231,0.2718,0.4104,0.95,4.9,0.0269,0.0989,0.5224,0.88,5.32,no single dominant feature; multivariate behavioral shift
V0339,9,9,10,12,4.7713,0.5407,0.1556,0.4543,0.3334,0.6349,0.5556,-0.8333,-0.4122,0.0148,0.0341,0.5469,1.0,6.5,0.0168,0.1414,0.5706,0.9167,6.0833,no single dominant feature; multivariate behavioral shift
V0340,11,12,18,29,1.89,1.1419,0.2167,0.3983,1.3081,0.1337,0.3587,-1.7241,-0.3896,0.0217,0.0576,0.563,0.9444,5.6111,0.0302,0.0681,0.556,0.8276,4.8966,market breadth decreased (1.7 robust deviations)
V0341,6,7,7,10,0.8255,0.3262,0.1143,0.1604,0.341,0.0578,-0.6938,0.0,0.0337,0.0157,0.1312,0.6201,1.0,5.0,0.0175,0.1066,0.4996,1.0,4.8,no single dominant feature; multivariate behavioral shift
V0342,11,11,16,23,1.2791,1.0725,0.2364,0.3439,1.1659,0.2122,1.0129,0.0,-0.1935,0.02,0.1853,0.3856,1.0,5.4375,0.0252,0.1751,0.5864,1.0,5.3913,no single dominant feature; multivariate behavioral shift
V0343,6,7,6,10,1.6882,0.7457,0.3143,0.3232,0.3886,0.0223,-1.376,0.0,-0.5396,0.0131,0.1458,0.625,1.0,6.1667,0.0171,0.1094,0.3683,1.0,5.6,no single dominant feature; multivariate behavioral shift
V0344,9,10,18,20,0.9258,0.536,0.16,0.225,-0.049,0.2198,0.5085,-0.5,-0.3485,0.0264,0.2193,0.4255,0.9444,5.1111,0.0251,0.2024,0.4987,0.95,5.15,no single dominant feature; multivariate behavioral shift
V0345,9,9,11,16,1.7482,0.1232,0.1111,0.233,0.8618,0.2597,-0.323,0.0,-0.7799,0.0163,0.098,0.6407,0.9091,5.6364,0.0227,0.1212,0.5775,1.0,4.6875,no single dominant feature; multivariate behavioral shift
V0346,11,11,22,19,4.8336,0.5363,0.1455,0.4672,-0.0854,0.5463,1.0254,-1.0526,0.1597,0.0267,0.1437,0.3992,1.0,5.2727,0.0215,0.201,0.5567,0.8947,5.3158,no single dominant feature; multivariate behavioral shift
V0347,6,6,10,6,1.3127,0.6572,0.1333,0.2452,-0.7775,-0.2232,0.6583,0.0,0.882,0.0228,0.0859,0.5194,1.0,5.2,0.0125,0.0312,0.5413,1.0,6.1667,no single dominant feature; multivariate behavioral shift
V0349,10,11,13,16,2.128,1.0302,0.2727,0.4202,0.4097,0.8106,0.2898,0.0,-1.1897,0.017,0.1071,0.3955,1.0,6.3846,0.0179,0.2288,0.424,1.0,4.1875,no single dominant feature; multivariate behavioral shift
V0350,6,6,8,7,1.9289,0.7644,0.2667,0.3317,0.1534,-0.467,0.8572,0.0,-1.7183,0.0155,0.3571,0.4062,0.75,6.875,0.0144,0.3077,0.6548,1.0,4.2857,network exposure decreased (1.7 robust deviations)
V0351,6,6,11,6,1.7015,0.5755,0.2667,0.2966,-0.4664,-0.9758,1.0614,0.0,0.8672,0.0251,0.2388,0.3631,0.9091,4.5455,0.013,0.0882,0.7292,1.0,5.8333,no single dominant feature; multivariate behavioral shift
V0352,10,11,19,19,2.6185,0.2218,0.1273,0.3216,0.1023,0.8511,-0.1098,-0.5263,0.1893,0.0247,0.2758,0.43,1.0,5.0,0.0222,0.3558,0.3632,0.9474,5.0526,no single dominant feature; multivariate behavioral shift
V0353,6,7,7,12,1.6503,0.0358,0.0286,0.1739,0.8254,0.2882,-0.4474,-0.8333,-0.1686,0.0154,0.2753,0.5381,0.8571,6.2857,0.0217,0.2544,0.3512,0.9167,5.75,no single dominant feature; multivariate behavioral shift
V0354,7,8,8,9,1.188,0.3293,0.125,0.2032,0.0329,-0.2689,-0.06,0.0,0.9992,0.016,0.0966,0.5915,1.0,4.75,0.0138,0.0235,0.5917,1.0,6.2222,no single dominant feature; multivariate behavioral shift
V0355,15,16,31,38,1.3476,0.3656,0.125,0.2435,0.2162,0.319,0.2519,-1.3158,-0.6231,0.0269,0.1316,0.5193,0.9355,5.1613,0.0293,0.1561,0.5873,0.8684,4.5526,no single dominant feature; multivariate behavioral shift
V0356,9,9,12,11,0.3923,0.0361,0.0222,0.0626,0.1274,-0.0694,0.1303,0.0,-0.2913,0.0182,0.1546,0.5397,1.0,5.4167,0.0146,0.1049,0.4287,1.0,5.6364,no single dominant feature; multivariate behavioral shift
V0357,7,7,7,10,2.6368,1.0167,0.2571,0.4088,0.4177,0.3414,-0.6548,0.0,-1.6188,0.0139,0.0271,0.7172,1.0,7.7143,0.0183,0.0846,0.6058,1.0,4.6,network exposure decreased (1.6 robust deviations)
V0358,6,7,6,11,3.2274,0.8563,0.2857,0.417,0.8142,0.2867,-1.6404,0.0,-0.0409,0.0134,0.1716,0.6744,1.0,6.0,0.0215,0.1799,0.4656,1.0,5.9091,bid positioning decreased (1.6 robust deviations)
V0359,12,13,22,18,0.8014,0.6931,0.1846,0.243,-0.1475,-0.2292,0.7113,0.0,0.03,0.0243,0.2161,0.4159,0.9091,5.4091,0.0174,0.1271,0.6442,1.0,5.7222,no single dominant feature; multivariate behavioral shift
V0360,9,9,13,12,1.5604,0.4762,0.2,0.2871,0.1564,-0.6286,0.8944,-0.8333,0.4497,0.0201,0.1958,0.4475,0.9231,4.7692,0.0172,0.04,0.5635,0.9167,5.3333,no single dominant feature; multivariate behavioral shift
V0361,6,6,7,6,1.1487,1.0015,0.1667,0.2703,-0.0805,0.2839,-0.4048,0.0,-1.2848,0.0155,0.1479,0.4719,1.0,6.1429,0.0129,0.1603,0.4595,1.0,4.5,no single dominant feature; multivariate behavioral shift
V0362,10,10,14,12,1.7201,0.1498,0.08,0.2342,0.0667,1.0134,-0.0099,0.0,0.2168,0.0183,0.1692,0.4543,0.9286,5.6429,0.0145,0.2991,0.389,1.0,6.4167,no single dominant feature; multivariate behavioral shift
V0363,12,13,20,25,3.6396,0.3473,0.0923,0.3848,0.3037,-0.4147,0.014,-0.8,0.1518,0.0221,0.1795,0.5041,1.0,5.25,0.0229,0.0538,0.504,0.92,5.8,no single dominant feature; multivariate behavioral shift
V0364,10,11,14,17,5.3246,0.5064,0.1636,0.4819,0.4442,0.2004,-0.4788,-1.1765,-0.6348,0.0188,0.2774,0.4598,1.0,5.6429,0.0188,0.2412,0.3645,0.8824,5.0588,no single dominant feature; multivariate behavioral shift
V0365,8,9,10,11,3.6357,0.7095,0.2222,0.4342,0.2204,1.1525,-0.168,0.0,-0.932,0.0162,0.1518,0.5874,1.0,4.9,0.0156,0.3193,0.4881,1.0,4.2727,no single dominant feature; multivariate behavioral shift
V0366,10,10,15,15,3.0512,0.2147,0.1,0.3389,0.3992,0.0762,0.0081,-0.6667,0.5011,0.0198,0.3238,0.4256,1.0,4.8667,0.0179,0.2762,0.4191,0.9333,5.8,no single dominant feature; multivariate behavioral shift
V0367,9,10,13,13,0.5667,0.1912,0.08,0.1209,0.369,-0.0983,-0.0879,0.0,-0.4151,0.0189,0.1417,0.5517,1.0,4.6923,0.0168,0.0891,0.5404,1.0,5.0769,no single dominant feature; multivariate behavioral shift
V0368,12,12,27,23,0.9842,0.5971,0.2,0.2556,-0.5264,0.2089,-0.6583,-0.4348,0.3993,0.0304,0.1842,0.5331,0.8889,5.2963,0.0231,0.1752,0.436,0.9565,5.8696,no single dominant feature; multivariate behavioral shift
V0369,8,9,8,11,1.1849,0.3095,0.0889,0.1985,0.234,0.4379,-0.2471,0.0,-0.4905,0.0135,0.2556,0.5744,1.0,5.375,0.0156,0.2693,0.562,1.0,5.1818,no single dominant feature; multivariate behavioral shift
V0370,11,12,16,21,1.4652,0.5315,0.15,0.282,0.6237,0.2531,0.6741,-0.9524,-0.4882,0.0195,0.1278,0.3582,0.9375,5.8125,0.0212,0.1411,0.4871,0.9048,5.0952,no single dominant feature; multivariate behavioral shift
V0371,10,11,16,15,0.5273,0.3118,0.0909,0.1399,0.1484,0.1382,0.3295,0.0,0.0337,0.0211,0.2434,0.4967,1.0,5.0,0.0161,0.2074,0.5673,1.0,5.8,no single dominant feature; multivariate behavioral shift
V0372,5,5,7,7,1.829,0.3559,0.08,0.2318,0.2783,1.1774,-0.6766,-1.4286,0.1606,0.0184,0.2088,0.5075,0.8571,5.4286,0.0177,0.3626,0.415,0.8571,5.7143,no single dominant feature; multivariate behavioral shift
V0373,8,8,9,13,4.1789,1.2479,0.275,0.5166,0.7887,0.8407,-1.4444,0.0,-0.8647,0.0149,0.0545,0.7095,1.0,7.8889,0.0211,0.201,0.4757,1.0,6.0769,no single dominant feature; multivariate behavioral shift
V0374,5,6,9,6,5.9795,0.8064,0.4667,0.5166,-1.3285,1.3333,-0.5574,0.0,0.0,0.024,0.0533,0.5233,0.8889,5.1111,0.012,0.2333,0.2933,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0375,5,6,8,9,5.6335,0.7895,0.2667,0.4659,-0.0998,1.3824,-1.0885,0.0,-0.3248,0.0186,0.0756,0.5993,1.0,5.75,0.0186,0.2706,0.4463,1.0,4.7778,no single dominant feature; multivariate behavioral shift
V0376,9,9,11,16,5.75,0.5306,0.2,0.4893,0.9191,0.0866,-0.3474,-1.25,-0.6745,0.0169,0.3399,0.4635,1.0,6.0,0.0233,0.2626,0.4349,0.875,6.0,no single dominant feature; multivariate behavioral shift
V0377,8,8,12,12,0.5734,0.0011,0.0,0.0711,0.483,0.3571,-0.1361,0.0,0.0187,0.0214,0.25,0.5056,1.0,5.75,0.0187,0.25,0.4155,1.0,5.0833,no single dominant feature; multivariate behavioral shift
V0378,9,10,9,15,3.7333,0.1796,0.04,0.3414,0.5652,0.2248,0.2543,-0.6667,-0.1079,0.0133,0.3167,0.4825,1.0,4.4444,0.0186,0.2738,0.4742,0.9333,4.6,no single dominant feature; multivariate behavioral shift
V0379,14,14,31,22,0.7119,0.2714,0.0286,0.1404,-0.367,0.4447,0.2045,0.0,0.0165,0.0292,0.2591,0.4318,0.9355,5.0968,0.0199,0.2709,0.4335,1.0,4.5455,no single dominant feature; multivariate behavioral shift
V0380,9,9,15,13,1.5135,0.6942,0.2,0.3084,0.1765,-0.247,-0.8366,-0.3113,1.1414,0.0223,0.1837,0.6181,0.8,4.8667,0.0169,0.0977,0.4896,0.9231,6.6923,no single dominant feature; multivariate behavioral shift
V0381,9,9,20,21,0.7825,0.7109,0.2222,0.2448,0.3582,0.2258,-0.1189,-0.4762,-0.9957,0.0302,0.0994,0.6427,0.9,5.4,0.0296,0.0958,0.6221,0.9524,4.7619,no single dominant feature; multivariate behavioral shift
V0382,5,6,6,10,6.3534,0.3492,0.2,0.4195,0.5742,0.971,-1.2205,-1.0,0.8094,0.0163,0.0938,0.7222,1.0,3.0,0.0193,0.2578,0.2976,0.9,4.2,no single dominant feature; multivariate behavioral shift
V0383,12,12,18,18,1.0107,0.1465,0.0333,0.1559,0.4911,-0.5159,0.1426,0.0,-0.3238,0.0192,0.3056,0.4816,1.0,5.9444,0.0195,0.1389,0.5686,1.0,5.5,no single dominant feature; multivariate behavioral shift
V0384,12,13,22,23,0.5248,0.4874,0.1385,0.1747,0.0605,0.0334,-0.177,-0.4348,0.364,0.025,0.2714,0.421,0.9545,5.0,0.0216,0.2621,0.3491,0.9565,5.7391,no single dominant feature; multivariate behavioral shift
