vendor_a,vendor_b,shared_tenders,expected_conditional_shared,conditional_enrichment,weighted_market_overlap,market_count,market_concentration,shrunk_win_uplift,persistence,enrichment_signal,win_effect_signal,specialization_discount,breadth_signal,relationship_strength,context_adjusted_strength
V0129,V0367,3,0.9574,3.1333,0.2,1,1.0,0.0,0.7333,0.5918007076840167,0.0,0.44999999999999996,0.25,0.3912902476894058,0.1760806114602326
V0136,V0406,4,1.4444,2.7692,0.25,1,1.0,0.0,0.8,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3911706649955985,0.1760267992480193
V0162,V0485,3,1.0213,2.9375,0.2727,1,1.0,0.0,0.7667,0.5715620776683499,0.0,0.44999999999999996,0.25,0.3908867271839225,0.1758990272327651
V0346,V0525,5,1.9286,2.5926,0.3846,1,1.0,0.0,0.8333,0.5333327893257555,0.0,0.44999999999999996,0.25,0.3908264762640144,0.17587191431880647
V0455,V0472,3,1.0909,2.75,0.2143,1,1.0,0.0,0.8,0.5512149988267901,0.0,0.44999999999999996,0.25,0.3904252495893765,0.17569136231521942
V0362,V0436,3,0.9091,3.3,0.5,1,1.0,0.0,0.7,0.6082897110837108,0.0,0.44999999999999996,0.25,0.3904013988792987,0.1756806294956844
V0172,V0220,3,0.9701,3.0923,0.2,1,1.0,0.0,0.7333,0.5876433283679664,0.0,0.44999999999999996,0.25,0.3898351649287882,0.1754258242179547
V0090,V0431,4,1.2941,3.0909,0.3077,1,1.0,0.0,0.7333,0.5875006347142148,0.0,0.44999999999999996,0.25,0.38978522214997513,0.1754033499674888
V0043,V0069,3,0.9714,3.0882,0.1667,1,1.0,0.0,0.7333,0.5872253018541822,0.0,0.44999999999999996,0.25,0.3896888556489637,0.17535998504203365
V0132,V0310,3,1.2,2.5,0.1875,1,1.0,0.0052,0.8333,0.522442736639361,0.008666666666666666,0.44999999999999996,0.25,0.3896149578237763,0.17532673102069932
V0127,V0195,3,1.1,2.7273,0.25,1,1.0,0.0,0.8,0.548682891149337,0.0,0.44999999999999996,0.25,0.3895390119022679,0.17529255535602054
V0007,V0082,4,1.4706,2.72,0.6667,1,1.0,0.0,0.8,0.5478653230555499,0.0,0.44999999999999996,0.25,0.38925286306944246,0.17516378838124907
V0063,V0241,5,1.9592,2.5521,0.2941,1,1.0,0.0,0.8333,0.5286048111715704,0.0,0.44999999999999996,0.25,0.38917168391004964,0.17512725775952231
V0212,V0247,3,0.9783,3.0667,0.2727,1,1.0,0.0,0.7333,0.5850263252413435,0.0,0.44999999999999996,0.25,0.38891921383447015,0.17501364622551155
V0027,V0338,3,1.0417,2.88,0.25,1,1.0,0.0,0.7667,0.5654271764975404,0.0,0.44999999999999996,0.25,0.3887395117741391,0.1749327802983626
V0202,V0448,3,0.873,3.4364,0.2308,1,1.0,0.0,0.6671,0.6213128878684455,0.0,0.44999999999999996,0.25,0.38837951075395594,0.17477077983928016
V0191,V0391,3,0.9286,3.2308,0.2,1,1.0,0.0,0.7,0.6015238099987886,0.0,0.44999999999999996,0.25,0.38803333349957597,0.17461500007480918
V0313,V0438,3,1.1194,2.68,0.1765,1,1.0,0.0,0.8,0.543356820859122,0.0,0.44999999999999996,0.25,0.38767488730069266,0.17445369928531168
V0121,V0340,4,1.32,3.0303,0.25,1,1.0,0.0,0.7333,0.581276768292163,0.0,0.44999999999999996,0.25,0.38760686890225704,0.17442309100601566
V0304,V0455,3,0.8182,3.6667,0.25,1,1.0,0.0,0.6256,0.6424184580759679,0.0,0.44999999999999996,0.25,0.3874664603265887,0.1743599071469649
V0242,V0322,3,1.125,2.6667,0.2,1,1.0,0.0,0.8,0.5418468811949995,0.0,0.44999999999999996,0.25,0.3871464084182498,0.1742158837882124
V0002,V0309,3,1.0588,2.8333,0.25,1,1.0,0.0,0.7667,0.5603772884722233,0.0,0.44999999999999996,0.25,0.3869720509652782,0.17413742293437517
V0389,V0547,4,1.0317,3.8769,0.2857,1,1.0,0.0,0.5903,0.6607918994978079,0.0,0.44999999999999996,0.25,0.38683716482423275,0.17407672417090472
V0003,V0218,3,1.0606,2.8286,0.2143,1,1.0,0.0,0.7667,0.5598656523283052,0.0,0.44999999999999996,0.25,0.38679297831490683,0.17405684024170806
V0197,V0326,3,1.0,3.0,0.75,1,1.0,0.0,0.7333,0.5781296526357756,0.0,0.44999999999999996,0.25,0.3865053784225214,0.1739274202901346
V0420,V0475,3,1.0,3.0,0.2308,1,1.0,0.0,0.7333,0.5781296526357756,0.0,0.44999999999999996,0.25,0.3865053784225214,0.1739274202901346
V0176,V0188,5,1.8871,2.6496,0.2941,1,1.0,0.0,0.8,0.5398974622595395,0.0,0.44999999999999996,0.25,0.38646411179083884,0.17390885030587747
V0240,V0329,3,0.8889,3.375,0.2,1,1.0,0.0,0.6667,0.615500825474825,0.0,0.44999999999999996,0.25,0.3862652889161887,0.17381938001228492
V0201,V0363,3,1.0678,2.8095,0.2308,1,1.0,0.0,0.7667,0.5577799673336242,0.0,0.44999999999999996,0.25,0.38606298856676846,0.1737283448550458
V0529,V0543,3,0.7143,4.2,0.2,1,1.0,0.0,0.5373,0.6875440492709168,0.0,0.44999999999999996,0.25,0.38560041724482086,0.17352018776016936
V0076,V0363,3,0.9492,3.1607,0.25,1,1.0,0.0,0.7,0.594556128251787,0.0,0.44999999999999996,0.25,0.38559464488812545,0.17351759019965643
V0251,V0421,3,0.9524,3.15,0.2727,1,1.0,0.0,0.7,0.59348227188497,0.0,0.44999999999999996,0.25,0.38521879515973945,0.17334845782188274
V0187,V0251,3,0.7609,3.9429,0.3333,1,1.0,0.0,0.5722,0.6663978288034987,0.0,0.44999999999999996,0.25,0.3851792400812245,0.173330658036551
V0169,V0218,3,0.9545,3.1429,0.2308,1,1.0,0.0,0.7,0.5927681837607756,0.0,0.44999999999999996,0.25,0.3849688643162714,0.17323598894232212
V0169,V0201,3,0.9545,3.1429,0.2308,1,1.0,0.0,0.7,0.5927681837607756,0.0,0.44999999999999996,0.25,0.3849688643162714,0.17323598894232212
V0024,V0201,3,0.9545,3.1429,0.2308,1,1.0,0.0,0.7,0.5927681837607756,0.0,0.44999999999999996,0.25,0.3849688643162714,0.17323598894232212
V0121,V0368,3,1.0159,2.9531,0.1765,1,1.0,0.0,0.7333,0.5732110558911617,0.0,0.44999999999999996,0.25,0.3847838695619066,0.17315274130285793
V0308,V0384,3,1.0833,2.7692,0.2,1,1.0,0.0,0.7667,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3845106649955985,0.1730297992480193
V0152,V0223,3,1.0833,2.7692,0.2,1,1.0,0.0,0.7667,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3845106649955985,0.1730297992480193
V0005,V0169,3,1.1538,2.6,0.375,1,1.0,0.0,0.8,0.5341909048293007,0.0,0.44999999999999996,0.25,0.38446681669025523,0.17301006751061485
V0052,V0458,4,1.28,3.125,0.25,1,1.0,0.0,0.7,0.5909624310376626,0.0,0.44999999999999996,0.25,0.3843368508631818,0.1729515828884318
V0188,V0340,3,0.96,3.125,0.2143,1,1.0,0.0,0.7,0.5909624310376626,0.0,0.44999999999999996,0.25,0.3843368508631818,0.1729515828884318
V0053,V0091,3,1.4848,2.0204,0.1667,1,1.0,0.0367,0.8333,0.46098313195185203,0.061166666666666675,0.44999999999999996,0.25,0.38385409618314825,0.17273434328241669
V0115,V0180,3,0.9643,3.1111,0.3333,1,1.0,0.0,0.7,0.5895547852479217,0.0,0.44999999999999996,0.25,0.3838441748367726,0.17272987867654765
V0212,V0455,3,1.0909,2.75,0.2143,1,1.0,0.0,0.7667,0.5512149988267901,0.0,0.44999999999999996,0.25,0.3837652495893765,0.17269436231521942
V0001,V0433,3,1.0267,2.9221,0.2,1,1.0,0.0,0.7333,0.5699278196789411,0.0,0.44999999999999996,0.25,0.38363473688762934,0.17263563159943318
V0091,V0437,3,1.0286,2.9167,0.2,1,1.0,0.0,0.7333,0.5693532482471094,0.0,0.44999999999999996,0.25,0.38343363688648824,0.17254513659891968
V0123,V0379,3,1.1,2.7273,0.25,1,1.0,0.0,0.7667,0.548682891149337,0.0,0.44999999999999996,0.25,0.3828790119022679,0.17229555535602054
V0144,V0291,3,1.1,2.7273,0.2143,1,1.0,0.0,0.7667,0.548682891149337,0.0,0.44999999999999996,0.25,0.3828790119022679,0.17229555535602054
V0434,V0513,3,1.0345,2.9,0.2143,1,1.0,0.0,0.7333,0.5675713066264674,0.0,0.44999999999999996,0.25,0.38280995731926354,0.17226448079366857
V0188,V0413,4,1.4677,2.7253,0.25,1,1.0,0.0,0.7667,0.5484590592509737,0.0,0.44999999999999996,0.25,0.3828006707378408,0.17226030183202834
V0008,V0085,3,0.9767,3.0714,0.3,1,1.0,0.0,0.7,0.5855080230473704,0.0,0.44999999999999996,0.25,0.3824278080665796,0.1720925136299608
V0262,V0307,4,1.4737,2.7143,0.2667,1,1.0,0.0,0.7667,0.5472258317525593,0.0,0.44999999999999996,0.25,0.38236904111339576,0.17206606850102807
V0047,V0383,3,1.1064,2.7115,0.2143,1,1.0,0.0,0.7667,0.5469113361423011,0.0,0.44999999999999996,0.25,0.3822589676498054,0.1720165354424124
V0091,V0188,4,1.3867,2.8846,0.2353,1,1.0,0.0,0.7333,0.5659213034905556,0.0,0.44999999999999996,0.25,0.38223245622169444,0.17200460529976247
V0026,V0119,5,2.75,1.8182,0.4545,1,1.0,-0.1284,0.9667,0.4320865865295814,0.0,0.44999999999999996,0.25,0.38207030528535346,0.17193163737840905
V0122,V0132,3,1.1852,2.5312,0.1579,1,1.0,0.0,0.8,0.5261438107127963,0.0,0.44999999999999996,0.25,0.38165033374947865,0.17174265018726537
V0439,V0498,3,0.7843,3.825,0.2727,1,1.0,0.0,0.5713,0.6563300543790199,0.0,0.44999999999999996,0.25,0.381475519032657,0.17166398356469562
V0383,V0513,6,2.7083,2.2154,0.3529,1,1.0,-0.0811,0.8667,0.4870737183545592,0.0,0.44999999999999996,0.25,0.3813158014240957,0.17159211064084307
V0245,V0248,4,1.4,2.8571,0.2222,1,1.0,0.0,0.7333,0.5629585332977487,0.0,0.44999999999999996,0.25,0.381195486654212,0.17153796899439538
V0024,V0051,4,1.6867,2.3714,0.2,1,1.0,0.0248,0.7667,0.506831179055526,0.04133333333333333,0.44999999999999996,0.25,0.38063091266943405,0.1712839107012453
V0066,V0546,3,1.125,2.6667,0.2,1,1.0,0.0,0.7667,0.5418468811949995,0.0,0.44999999999999996,0.25,0.3804864084182498,0.1712188837882124
V0002,V0276,3,1.125,2.6667,0.2727,1,1.0,0.0,0.7667,0.5418468811949995,0.0,0.44999999999999996,0.25,0.3804864084182498,0.1712188837882124
V0093,V0327,3,1.125,2.6667,0.2727,1,1.0,0.0,0.7667,0.5418468811949995,0.0,0.44999999999999996,0.25,0.3804864084182498,0.1712188837882124
V0073,V0091,3,1.2,2.5,0.1875,1,1.0,0.0,0.8,0.522442736639361,0.0,0.44999999999999996,0.25,0.3803549578237764,0.17115973102069934
V0230,V0303,3,1.1429,2.625,0.3333,1,1.0,0.0,0.7721,0.5370769536584881,0.0,0.44999999999999996,0.25,0.3798969337804708,0.17095362020121183
V0275,V0488,4,1.7143,2.3333,0.3333,1,1.0,0.0,0.8333,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3798920206085623,0.17095140927385302
V0248,V0337,3,1.0,3.0,0.1765,1,1.0,0.0,0.7,0.5781296526357756,0.0,0.44999999999999996,0.25,0.3798453784225214,0.1709304202901346
V0042,V0078,3,1.0,3.0,0.2143,1,1.0,0.0,0.7,0.5781296526357756,0.0,0.44999999999999996,0.25,0.3798453784225214,0.1709304202901346
V0140,V0315,3,1.0667,2.8125,0.6,1,1.0,0.0,0.7333,0.5581082531480769,0.0,0.44999999999999996,0.25,0.37949788860182687,0.17077404987082206
V0035,V0215,3,1.0667,2.8125,0.2308,1,1.0,0.0,0.7333,0.5581082531480769,0.0,0.44999999999999996,0.25,0.37949788860182687,0.17077404987082206
V0201,V0306,3,1.0678,2.8095,0.2308,1,1.0,0.0,0.7333,0.5577799673336242,0.0,0.44999999999999996,0.25,0.37938298856676844,0.17072234485504578
V0091,V0245,3,1.2133,2.4725,0.1765,1,1.0,0.0,0.8,0.5191531130521723,0.0,0.44999999999999996,0.25,0.3792035895682603,0.17064161530571711
V0033,V0096,3,1.1404,2.6308,0.2,1,1.0,0.0,0.7667,0.5377436722520117,0.0,0.44999999999999996,0.25,0.37905028528820406,0.1705726283796918
V0220,V0418,4,1.5217,2.6286,0.3077,1,1.0,0.0,0.7667,0.5374909044504795,0.0,0.44999999999999996,0.25,0.3789618165576678,0.1705328174509505
V0195,V0219,5,2.475,2.0202,0.3333,1,1.0,-0.1051,0.9,0.4609555166559161,0.0,0.44999999999999996,0.25,0.37883443082957063,0.17047549387330677
V0141,V0536,3,1.0794,2.7794,0.1667,1,1.0,0.0,0.7333,0.5544717827989976,0.0,0.44999999999999996,0.25,0.37822512397964914,0.17020130579084208
V0336,V0459,3,1.0833,2.7692,0.2,1,1.0,0.0,0.7333,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3778306649955985,0.1700237992480193
V0491,V0499,3,1.0196,2.9423,0.2143,1,1.0,0.0,0.7,0.5720701503926402,0.0,0.44999999999999996,0.25,0.377724552637424,0.16997604868684077
V0371,V0387,3,1.087,2.76,0.25,1,1.0,0.0,0.7333,0.552325605052881,0.0,0.44999999999999996,0.25,0.3774739617685083,0.1698632827958287
V0158,V0182,4,1.4578,2.7438,0.2222,1,1.0,0.0,0.7333,0.5505249346626047,0.0,0.44999999999999996,0.25,0.3768437271319116,0.1695796772093602
V0035,V0513,3,1.2414,2.4167,0.2,1,1.0,0.0,0.8,0.5123973456657265,0.0,0.44999999999999996,0.25,0.3768390709830043,0.16957758194235192
V0107,V0309,3,1.2419,2.4156,0.2,1,1.0,0.0,0.8,0.5122630612711505,0.0,0.44999999999999996,0.25,0.3767920714449027,0.1695564321502062
V0380,V0458,3,1.0286,2.9167,0.3333,1,1.0,0.0,0.7,0.5693532482471094,0.0,0.44999999999999996,0.25,0.37677363688648824,0.16954813659891968
V0231,V0384,3,1.1667,2.5714,0.1875,1,1.0,0.0,0.7667,0.5308645837127538,0.0,0.44999999999999996,0.25,0.37664260429946383,0.1694891719347587
V0054,V0304,3,0.8955,3.35,0.2308,1,1.0,0.0,0.6227,0.6131109484964625,0.0,0.44999999999999996,0.25,0.37662883197376185,0.16948297438819282
V0120,V0340,4,1.4627,2.7347,0.2353,1,1.0,0.0,0.7333,0.5495100261555544,0.0,0.44999999999999996,0.25,0.376488509154444,0.16941982911949977
V0344,V0513,3,1.1702,2.5636,0.2308,1,1.0,0.0,0.7667,0.5299527816247568,0.0,0.44999999999999996,0.25,0.3763234735686649,0.16934556310589918
V0280,V0388,3,1.1,2.7273,0.25,1,1.0,0.0,0.7333,0.548682891149337,0.0,0.44999999999999996,0.25,0.3761990119022679,0.16928955535602053
V0144,V0549,3,1.1,2.7273,0.2143,1,1.0,0.0,0.7333,0.548682891149337,0.0,0.44999999999999996,0.25,0.3761990119022679,0.16928955535602053
V0090,V0264,3,1.1765,2.55,0.2308,1,1.0,0.0,0.7667,0.5283581888915366,0.0,0.44999999999999996,0.25,0.3757653661120378,0.169094414750417
V0459,V0494,3,0.9167,3.2727,0.2308,1,1.0,0.0,0.6302,0.6056335997600955,0.0,0.44999999999999996,0.25,0.37551175991603336,0.168980291962215
V0082,V0244,4,1.575,2.5397,0.3333,1,1.0,0.0,0.7667,0.5271464488591676,0.0,0.44999999999999996,0.25,0.37534125710070865,0.16890356569531886
V0178,V0291,3,1.3448,2.2308,0.1875,1,1.0,0.0,0.8333,0.4890663065603425,0.0,0.44999999999999996,0.25,0.37533320729611985,0.16889994328325392
V0320,V0340,3,1.0435,2.875,0.2727,1,1.0,0.0,0.7,0.5648894170530393,0.0,0.44999999999999996,0.25,0.37521129596856373,0.16884508318585367
V0289,V0483,3,1.0435,2.875,0.2727,1,1.0,0.0,0.7,0.5648894170530393,0.0,0.44999999999999996,0.25,0.37521129596856373,0.16884508318585367
V0481,V0491,3,1.1111,2.7,0.2143,1,1.0,0.0,0.7333,0.5456171645575413,0.0,0.44999999999999996,0.25,0.37512600759513937,0.1688067034178127
V0182,V0368,3,1.0448,2.8714,0.2143,1,1.0,0.0,0.7,0.5645018004266813,0.0,0.44999999999999996,0.25,0.3750756301493384,0.16878403356720229
V0151,V0276,4,1.8,2.2222,0.3077,1,1.0,0.0,0.8333,0.4879547365341235,0.0,0.44999999999999996,0.25,0.37494415778694323,0.16872487100412445
V0219,V0254,4,1.8,2.2222,0.3077,1,1.0,0.0,0.8333,0.4879547365341235,0.0,0.44999999999999996,0.25,0.37494415778694323,0.16872487100412445
V0270,V0347,5,1.9831,2.5214,0.2941,1,1.0,0.0,0.7667,0.5249848281910596,0.0,0.44999999999999996,0.25,0.3745846898668709,0.16856311044009187
V0431,V0529,3,1.1905,2.52,0.1765,1,1.0,0.0,0.7667,0.5248189960111843,0.0,0.44999999999999996,0.25,0.3745266486039145,0.1685369918717615
V0224,V0517,3,1.1905,2.52,0.25,1,1.0,0.0,0.7667,0.5248189960111843,0.0,0.44999999999999996,0.25,0.3745266486039145,0.1685369918717615
V0438,V0478,3,1.1905,2.52,0.25,1,1.0,0.0,0.7667,0.5248189960111843,0.0,0.44999999999999996,0.25,0.3745266486039145,0.1685369918717615
V0177,V0485,3,1.1915,2.5179,0.25,1,1.0,0.0,0.7667,0.5245701240329005,0.0,0.44999999999999996,0.25,0.3744395434115152,0.16849779453518182
V0332,V0438,3,1.194,2.5125,0.1667,1,1.0,0.0,0.7667,0.5239294847075265,0.0,0.44999999999999996,0.25,0.3742153196476343,0.16839689384143544
V0178,V0315,3,1.1207,2.6769,0.2,1,1.0,0.0,0.7333,0.543005368347893,0.0,0.44999999999999996,0.25,0.37421187892176255,0.16839534551479313
V0006,V0043,4,1.7,2.3529,0.2,1,1.0,0.0,0.8,0.504536481107155,0.0,0.44999999999999996,0.25,0.37408776838750424,0.1683394957743769
V0419,V0533,3,1.0602,2.8295,0.1875,1,1.0,0.0,0.7021,0.5599636738098763,0.0,0.44999999999999996,0.25,0.37390728583345667,0.1682582786250555
V0242,V0310,3,1.125,2.6667,0.2,1,1.0,0.0,0.7333,0.5418468811949995,0.0,0.44999999999999996,0.25,0.37380640841824975,0.16821288378821236
V0024,V0340,3,1.2,2.5,0.1875,1,1.0,0.0,0.7667,0.522442736639361,0.0,0.44999999999999996,0.25,0.3736949578237764,0.16816273102069934
V0151,V0352,3,1.2,2.5,0.2727,1,1.0,0.0,0.7667,0.522442736639361,0.0,0.44999999999999996,0.25,0.3736949578237764,0.16816273102069934
V0248,V0433,4,1.4,2.8571,0.2222,1,1.0,0.0,0.6955,0.5629585332977487,0.0,0.44999999999999996,0.25,0.373635486654212,0.16813596899439537
V0091,V0186,3,1.0606,2.8286,0.1875,1,1.0,0.0,0.7,0.5598656523283052,0.0,0.44999999999999996,0.25,0.37345297831490676,0.16805384024170802
V0184,V0539,3,0.9655,3.1071,0.2,1,1.0,0.0,0.6474,0.5891488253789907,0.0,0.44999999999999996,0.25,0.3731820888826467,0.167931939997191
V0301,V0309,3,1.0645,2.8182,0.2143,1,1.0,0.0,0.7,0.5587312851302653,0.0,0.44999999999999996,0.25,0.37305594979559276,0.16787517740801672
V0251,V0418,3,1.0652,2.8163,0.2727,1,1.0,0.0,0.7,0.5585237112066123,0.0,0.44999999999999996,0.25,0.37298329892231424,0.16784248451504138
V0187,V0458,3,1.0667,2.8125,0.2,1,1.0,0.0,0.7,0.5581082531480769,0.0,0.44999999999999996,0.25,0.3728378886018269,0.16777704987082206
V0003,V0472,3,1.2121,2.475,0.2,1,1.0,0.0,0.7667,0.5194532443291957,0.0,0.44999999999999996,0.25,0.3726486355152185,0.1676918859818483
V0043,V0057,3,1.2143,2.4706,0.1579,1,1.0,0.0,0.7667,0.5189248687337885,0.0,0.44999999999999996,0.25,0.37246370405682594,0.16760866682557166
V0042,V0224,3,1.1429,2.625,0.2,1,1.0,0.0,0.7333,0.5370769536584881,0.0,0.44999999999999996,0.25,0.37213693378047075,0.16746162020121183
V0244,V0278,4,1.8529,2.1587,0.3333,1,1.0,0.0,0.8333,0.4796542049171464,0.0,0.44999999999999996,0.25,0.3720389717210012,0.16741753727445052
V0077,V0141,3,1.0794,2.7794,0.1667,1,1.0,0.0,0.7,0.5544717827989976,0.0,0.44999999999999996,0.25,0.37156512397964914,0.16720430579084208
V0092,V0388,3,1.225,2.449,0.2727,1,1.0,0.0,0.7667,0.5163212705740253,0.0,0.44999999999999996,0.25,0.37155244470090887,0.16719860011540896
V0178,V0417,3,1.0833,2.7692,0.2143,1,1.0,0.0,0.7,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3711706649955985,0.1670267992480193
V0308,V0459,3,1.0833,2.7692,0.2,1,1.0,0.0,0.7,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3711706649955985,0.1670267992480193
V0308,V0545,3,1.0833,2.7692,0.2,1,1.0,0.0,0.7,0.5533447571302814,0.0,0.44999999999999996,0.25,0.3711706649955985,0.1670267992480193
V0263,V0326,3,1.2308,2.4375,0.3333,1,1.0,0.0,0.7667,0.5149284361996881,0.0,0.44999999999999996,0.25,0.3710649526698908,0.16697922870145085
V0076,V0242,3,1.0847,2.7656,0.2308,1,1.0,0.0,0.7,0.5529462550536859,0.0,0.44999999999999996,0.25,0.37103118926879,0.16696403517095548
V0016,V0306,4,1.5424,2.5934,0.25,1,1.0,0.0,0.7333,0.5334256437411513,0.0,0.44999999999999996,0.25,0.3708589753094029,0.1668865388892313
V0132,V0546,3,1.2353,2.4286,0.3,1,1.0,0.0,0.7667,0.5138473012431891,0.0,0.44999999999999996,0.25,0.3706865554351162,0.16680894994580228
V0195,V0327,3,1.4118,2.125,0.4286,1,1.0,0.0,0.8333,0.4751810039888157,0.0,0.44999999999999996,0.25,0.3704733513960855,0.16671300812823847
V0370,V0523,4,1.7647,2.2667,0.5714,1,1.0,0.0,0.8,0.4936747298627863,0.0,0.44999999999999996,0.25,0.3702861554519752,0.16662876995338882
V0062,V0215,6,3.617,1.6588,0.2857,1,1.0,0.0334,0.8667,0.40780550521879083,0.05566666666666667,0.44999999999999996,0.25,0.3702719268265768,0.16662236707195954
V0258,V0338,3,1.2414,2.4167,0.2143,1,1.0,0.0,0.7667,0.5123973456657265,0.0,0.44999999999999996,0.25,0.3701790709830043,0.16658058194235192
V0214,V0259,3,1.3276,2.2597,0.2,1,1.0,0.0,0.8,0.49278013931994613,0.0,0.44999999999999996,0.25,0.3699730487619811,0.1664878719428915
V0329,V0491,4,1.5556,2.5714,0.2353,1,1.0,0.0,0.7333,0.5308645837127538,0.0,0.44999999999999996,0.25,0.3699626042994638,0.1664831719347587
V0214,V0434,3,1.1,2.7273,0.2143,1,1.0,0.0,0.7,0.548682891149337,0.0,0.44999999999999996,0.25,0.3695390119022679,0.16629255535602053
V0291,V0434,3,1.1,2.7273,0.2143,1,1.0,0.0,0.7,0.548682891149337,0.0,0.44999999999999996,0.25,0.3695390119022679,0.16629255535602053
V0061,V0215,3,1.25,2.4,0.1875,1,1.0,0.0,0.7667,0.5103539948156102,0.0,0.44999999999999996,0.25,0.36946389818546355,0.1662587541834586
V0093,V0219,3,1.25,2.4,0.25,1,1.0,0.0,0.7667,0.5103539948156102,0.0,0.44999999999999996,0.25,0.36946389818546355,0.1662587541834586
V0001,V0188,3,1.1733,2.5568,0.1875,1,1.0,0.0,0.7333,0.5291562474065098,0.0,0.44999999999999996,0.25,0.3693646865922784,0.16621410896652525
V0188,V0301,3,1.2581,2.3846,0.1875,1,1.0,0.0,0.7667,0.5084607926054195,0.0,0.44999999999999996,0.25,0.36880127741189683,0.16596057483535356
V0034,V0062,3,1.3469,2.2273,0.2143,1,1.0,0.0,0.8,0.4886142808831655,0.0,0.44999999999999996,0.25,0.36851499830910794,0.16583174923909855
V0082,V0195,3,1.1765,2.55,0.5,1,1.0,0.0,0.73,0.5283581888915366,0.0,0.44999999999999996,0.25,0.3684253661120378,0.165791414750417
V0269,V0322,3,1.1852,2.5312,0.1765,1,1.0,0.0,0.7333,0.5261438107127963,0.0,0.44999999999999996,0.25,0.36831033374947864,0.16573965018726536
V0327,V0352,3,1.35,2.2222,0.25,1,1.0,0.0,0.8,0.4879547365341235,0.0,0.44999999999999996,0.25,0.36828415778694323,0.16572787100412445
V0529,V0540,3,1.1905,2.52,0.1765,1,1.0,0.0,0.7333,0.5248189960111843,0.0,0.44999999999999996,0.25,0.3678466486039145,0.16553099187176148
V0438,V0517,3,1.1905,2.52,0.25,1,1.0,0.0,0.7333,0.5248189960111843,0.0,0.44999999999999996,0.25,0.3678466486039145,0.16553099187176148
V0297,V0368,3,1.2698,2.3625,0.1667,1,1.0,0.0,0.7667,0.5057288192210082,0.0,0.44999999999999996,0.25,0.36784508672735283,0.16553028902730876
V0113,V0454,3,0.8621,3.48,0.25,1,1.0,0.0,0.557,0.6253913852863211,0.0,0.44999999999999996,0.25,0.3677869848502124,0.16550414318259557
V0359,V0483,4,1.6957,2.359,0.2667,1,1.0,0.0,0.7667,0.5052945073852847,0.0,0.44999999999999996,0.25,0.36769307758484965,0.16546188491318234
V0158,V0256,3,1.1928,2.5152,0.1765,1,1.0,0.0,0.7333,0.5242499273878475,0.0,0.44999999999999996,0.25,0.36764747458574654,0.16544136356358594
V0135,V0468,3,1.1235,2.6703,0.1765,1,1.0,0.0,0.7,0.5422561265894683,0.0,0.44999999999999996,0.25,0.36728964430631383,0.16528033993784122
V0059,V0468,3,1.1235,2.6703,0.1765,1,1.0,0.0,0.7,0.5422561265894683,0.0,0.44999999999999996,0.25,0.36728964430631383,0.16528033993784122
V0061,V0338,6,3.125,1.92,0.3158,1,1.0,-0.0134,0.8667,0.4468850781083697,0.0,0.44999999999999996,0.25,0.3672497773379294,0.16526239980206822
V0217,V0404,3,1.2,2.5,0.75,1,1.0,0.0,0.7333,0.522442736639361,0.0,0.44999999999999996,0.25,0.3670149578237763,0.16515673102069933
V0215,V0454,3,1.4651,2.0476,0.2308,1,1.0,0.0,0.8333,0.46472187849816043,0.0,0.44999999999999996,0.25,0.36681265747435615,0.16506569586346026
V0062,V0417,4,2.5319,1.5798,0.2,1,1.0,0.0484,0.8333,0.39522655025834735,0.08066666666666666,0.44999999999999996,0.25,0.3666892925904216,0.1650101816656897
V0112,V0419,4,1.7143,2.3333,0.3077,1,1.0,0.0,0.7667,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3665720206085623,0.16495740927385302
V0278,V0379,3,1.375,2.1818,0.2308,1,1.0,0.0,0.8,0.4826929213794431,0.0,0.44999999999999996,0.25,0.36644252248280507,0.16489913511726226
V0309,V0379,3,1.375,2.1818,0.2308,1,1.0,0.0,0.8,0.4826929213794431,0.0,0.44999999999999996,0.25,0.36644252248280507,0.16489913511726226
V0184,V0454,3,1.2069,2.4857,0.1875,1,1.0,0.0,0.7317,0.5207353711563801,0.0,0.44999999999999996,0.25,0.366097379904733,0.16474382095712983
V0384,V0456,3,1.1379,2.6364,0.2143,1,1.0,0.0,0.7,0.5383863907279659,0.0,0.44999999999999996,0.25,0.365935236754788,0.16467085653965458
V0259,V0482,3,1.1379,2.6364,0.2143,1,1.0,0.0,0.7,0.5383863907279659,0.0,0.44999999999999996,0.25,0.365935236754788,0.16467085653965458
V0091,V0433,3,1.2133,2.4725,0.1765,1,1.0,0.0,0.7333,0.5191531130521723,0.0,0.44999999999999996,0.25,0.36586358956826026,0.1646386153057171
V0096,V0395,4,1.619,2.4706,0.2105,1,1.0,0.0,0.7333,0.5189248687337885,0.0,0.44999999999999996,0.25,0.3657837040568259,0.16460266682557165
